year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	exempt	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2013	11240	4	Adrian	11/16/2012	@ Hanover	1115	Hanover	http://stats.ncaa.org/team/index/11240?org_id=1115	false		false	L 66 - 76	false	66 - 76	false	66	76	false		1387172	http://stats.ncaa.org/game/index/1387172?org_id=4
2013	11240	4	Adrian	11/17/2012	Transylvania @ Collier Arena - Hanover, Ind.	28749	Transylvania	http://stats.ncaa.org/team/index/11240?org_id=28749	true	Collier Arena - Hanover, Ind.	true	L 63 - 71	false	63 - 71	false	63	71	false		1387173	http://stats.ncaa.org/game/index/1387173?org_id=4
2013	11240	4	Adrian	11/20/2012	@ Siena Heights		Siena Heights		false		false	L 51 - 67	false	51 - 67	false	51	67	false		1387174	http://stats.ncaa.org/game/index/1387174?org_id=4
2013	11240	4	Adrian	11/28/2012	St. Mary's (IN)	8688	St. Mary's (IN)	http://stats.ncaa.org/team/index/11240?org_id=8688	false		true	W 66 - 58	true	66 - 58	false	66	58	false		1411395	http://stats.ncaa.org/game/index/1411395?org_id=4
2013	11240	4	Adrian	12/01/2012	Albion	15	Albion	http://stats.ncaa.org/team/index/11240?org_id=15	false		true	W 61 - 59	true	61 - 59	false	61	59	false		1416041	http://stats.ncaa.org/game/index/1416041?org_id=4
2013	11240	4	Adrian	12/04/2012	@ Olivet	525	Olivet	http://stats.ncaa.org/team/index/11240?org_id=525	false		false	L 62 - 66	false	62 - 66	false	62	66	false		1427472	http://stats.ncaa.org/game/index/1427472?org_id=525
2013	11240	4	Adrian	12/08/2012	Kalamazoo	326	Kalamazoo	http://stats.ncaa.org/team/index/11240?org_id=326	false		true	W 73 - 62	true	73 - 62	false	73	62	false		1435003	http://stats.ncaa.org/game/index/1435003?org_id=4
2013	11240	4	Adrian	12/15/2012	@ Trine	30037	Trine	http://stats.ncaa.org/team/index/11240?org_id=30037	false		false	L 41 - 46	false	41 - 46	false	41	46	false		1442257	http://stats.ncaa.org/game/index/1442257?org_id=4
2013	11240	4	Adrian	12/20/2012	Goucher @ Las Vegas, Nev. - Centennial Hills	1467	Goucher	http://stats.ncaa.org/team/index/11240?org_id=1467	true	Las Vegas, Nev. - Centennial Hills	true	L 60 - 62	false	60 - 62	false	60	62	false		1450116	http://stats.ncaa.org/game/index/1450116?org_id=4
2013	11240	4	Adrian	12/21/2012	@ Wis.-Oshkosh	798	Wis.-Oshkosh	http://stats.ncaa.org/team/index/11240?org_id=798	false		false	L 58 - 66	false	58 - 66	false	58	66	false		1451052	http://stats.ncaa.org/game/index/1451052?org_id=798
