year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2015	12021	2	Abilene Christian	23	1508463	Dimba, Suzzy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508463	So	F	5-11	29	28	898:00	117	312	37.50	42	155	27.10	59	107	55.14	335	11.55	77	172	249	8.59	76	77	76	49	72	29	3	10	 
2015	12021	2	Abilene Christian	33	1508470	Shelstead, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508470	So	F	6-3	29	23	863:00	123	241	51.04	5	20	25.00	118	157	75.16	369	12.72	113	140	253	8.72	39	57	39	12	83	29	3	11	 
2015	12021	2	Abilene Christian	2	1620774	Echols, Alyssa	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620774	Fr	G	5-7	29	6	526:00	32	88	36.36	15	47	31.91	23	40	57.50	102	3.52	18	36	54	1.86	54	55	32	3	42	29	 	 	 
2015	12021	2	Abilene Christian	14	1620777	Avery, Ellyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620777	So	G	5-10	28	0	355:00	32	96	33.33	24	78	30.77	8	12	66.67	96	3.43	20	36	56	2.00	17	42	15	1	49	28	2	 	 
2015	12021	2	Abilene Christian	10	1620776	Webb, Paris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620776	Jr	G	5-4	27	8	400:00	29	69	42.03	5	20	25.00	12	15	80.00	75	2.78	10	31	41	1.52	51	38	30	 	23	27	 	 	 
2015	12021	2	Abilene Christian	22	1620778	Allen, Sierra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620778	Fr	C	6-1	22	0	123:00	10	38	26.32	2	10	20.00	5	7	71.43	27	1.23	12	10	22	1.00	2	17	1	 	16	22	 	 	 
2015	12021	2	Abilene Christian	42	1620779	Parker, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620779	Fr	C	5-10	22	0	167:00	14	30	46.67	3	9	33.33	12	13	92.31	43	1.95	12	36	48	2.18	8	18	6	2	28	22	 	1	 
2015	12021	2	Abilene Christian	24	1508465	Goodman, Katelyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508465	So	G	5-8	1	0	1:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	1	 	 	 
2015	12021	721	Air Force	14	1283872	Lewis, Lindsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1283872	Sr	G	5-9	29	26	917:00	123	321	38.32	16	69	23.19	62	87	71.26	324	11.17	17	91	108	3.72	40	47	21	1	84	29	2	 	 
2015	12021	721	Air Force	22	1398473	Philpot, Madeleine	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398473	Jr	G	5-11	29	28	731:00	69	179	38.55	5	21	23.81	56	61	91.80	199	6.86	53	85	138	4.76	24	40	21	12	97	29	5	 	 
2015	12021	721	Air Force	4	1512841	Graham, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512841	So	G	5-8	29	10	478:00	22	71	30.99	7	25	28.00	5	10	50.00	56	1.93	13	33	46	1.59	35	41	9	1	24	29	 	 	 
2015	12021	721	Air Force	11	1624331	Porter, Cortney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624331	Fr	G	5-9	29	28	963:00	109	321	33.96	37	134	27.61	53	82	64.63	308	10.62	18	101	119	4.10	110	103	53	5	71	29	3	 	 
2015	12021	721	Air Force	32	1624338	Johnson, Angela	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624338	Sr	G	5-9	28	3	368:00	22	52	42.31	1	5	20.00	33	46	71.74	78	2.79	25	44	69	2.46	13	32	10	2	41	28	 	1	 
2015	12021	721	Air Force	23	1624333	Bennett, Dee	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624333	Fr	F	6-0	28	12	596:00	30	139	21.58	4	26	15.38	24	37	64.86	88	3.14	30	99	129	4.61	28	55	16	15	74	28	2	 	 
2015	12021	721	Air Force	50	1624337	Stimeling, Lindsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624337	Jr	C	6-3	25	2	178:00	13	35	37.14	 	 	""	2	6	33.33	28	1.12	11	40	51	2.04	3	21	3	9	40	25	 	 	 
2015	12021	721	Air Force	3	1283871	Blagowsky, Jimi	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1283871	Sr	G	5-4	25	22	840:00	111	344	32.27	50	154	32.47	58	80	72.50	330	13.20	15	61	76	3.04	80	90	37	3	47	25	 	1	 
2015	12021	721	Air Force	31	1624336	Borngesser, Maggie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624336	Fr	C	6-1	20	0	108:00	4	18	22.22	 	 	""	4	8	50.00	12	0.60	9	8	17	0.85	3	5	2	1	7	20	 	 	 
2015	12021	721	Air Force	30	1398474	Gamble, Christina	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398474	Jr	F	5-9	17	5	287:00	12	54	22.22	3	10	30.00	13	24	54.17	40	2.35	8	32	40	2.35	13	28	11	5	43	17	1	 	 
2015	12021	721	Air Force	24	1624334	Cantu, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624334	Fr	G	5-7	16	3	159:00	12	43	27.91	9	29	31.03	17	27	62.96	50	3.12	5	9	14	0.88	10	12	1	 	8	16	 	 	 
2015	12021	721	Air Force	5	1624330	Falvey, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624330	So	G	5-6	10	0	38:00	1	6	16.67	 	 	""	3	4	75.00	5	0.50	 	 	 	""	3	6	 	 	4	10	 	 	 
2015	12021	721	Air Force	34	1398476	Byrd, Missy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398476	Jr	F	5-11	6	5	110:00	15	40	37.50	 	 	""	11	21	52.38	41	6.83	7	12	19	3.17	2	13	3	 	14	6	 	1	 
2015	12021	721	Air Force	21	1624332	Kuster, Linda	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624332	Sr	F	5-10	4	1	12:00	1	3	33.33	 	 	""	 	 	""	2	0.50	1	 	1	0.25	 	 	 	 	 	4	 	 	 
2015	12021	721	Air Force	25	1624335	Chapman, Erika	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624335	Fr	F	5-10	1	0	15:00	2	3	66.67	 	 	""	1	2	50.00	5	5.00	 	2	2	2.00	1	 	 	 	1	1	 	 	 
2015	12021	5	Akron	5	1624225	McMahan, Kerri	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624225	Fr	G	5-10	28	28	698:00	78	173	45.09	 	2	0.00	29	59	49.15	185	6.61	25	59	84	3.00	107	78	31	1	61	28	1	 	 
2015	12021	5	Akron	42	1624224	King, Sina	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624224	Sr	F	6-0	28	28	865:00	203	422	48.10	34	90	37.78	119	156	76.28	559	19.96	66	186	252	9.00	47	73	18	15	62	28	 	14	 
2015	12021	5	Akron	2	1398828	Barilla, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398828	Jr	G	5-10	28	1	517:00	13	45	28.89	 	5	0.00	8	16	50.00	34	1.21	19	44	63	2.25	100	36	27	4	51	28	1	 	 
2015	12021	5	Akron	15	1398829	Brown, Anita	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398829	Jr	G	5-8	28	27	873:00	211	443	47.63	11	33	33.33	87	123	70.73	520	18.57	83	100	183	6.54	77	68	37	11	70	28	1	2	 
2015	12021	5	Akron	23	1398831	Gibson, Diandra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398831	Jr	G	5-11	28	27	694:00	63	150	42.00	28	85	32.94	17	30	56.67	171	6.11	57	127	184	6.57	32	46	30	13	78	28	3	 	 
2015	12021	5	Akron	22	1514588	Plybon, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1514588	So	G	5-9	28	28	909:00	122	304	40.13	85	219	38.81	41	55	74.55	370	13.21	10	83	93	3.32	55	40	21	1	46	28	1	 	 
2015	12021	5	Akron	1	1624220	Ball, Alli	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624220	Fr	F	6-1	28	1	255:00	13	35	37.14	4	15	26.67	7	9	77.78	37	1.32	20	46	66	2.36	9	10	1	8	26	28	 	 	 
2015	12021	5	Akron	12	1624223	Hung, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624223	Fr	G	5-8	26	0	162:00	18	63	28.57	17	57	29.82	2	4	50.00	55	2.12	 	10	10	0.38	6	11	1	1	20	26	 	 	 
2015	12021	5	Akron	24	1398833	Nunan, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398833	Jr	F	6-0	24	0	297:00	34	75	45.33	 	 	""	27	37	72.97	95	3.96	17	29	46	1.92	9	24	5	7	31	24	 	 	 
2015	12021	5	Akron	4	1514589	Ricketts, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1514589	So	G	5-11	23	0	137:00	9	26	34.62	 	3	0.00	7	10	70.00	25	1.09	8	23	31	1.35	6	16	3	1	15	23	 	 	 
2015	12021	5	Akron	14	1624221	Burry, Greta	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624221	Fr	F	6-1	21	0	119:00	14	22	63.64	 	 	""	4	4	100.00	32	1.52	8	19	27	1.29	2	6	6	2	22	21	 	 	 
2015	12021	5	Akron	21	1514590	Scipio, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1514590	So	G	5-4	13	0	51:00	2	4	50.00	 	2	0.00	 	 	""	4	0.31	 	6	6	0.46	6	4	5	 	5	13	 	 	 
2015	12021	5	Akron	40	1514591	Simone, Sophia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1514591	So	F	5-11	4	0	7:00	1	3	33.33	 	 	""	 	 	""	2	0.50	2	1	3	0.75	2	1	1	 	3	4	 	 	 
2015	12021	5	Akron	20	1624222	Flowers, Kaitlyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624222	Fr	G	5-5	3	0	8:00	 	2	0.00	 	1	0.00	1	2	50.00	1	0.33	 	2	2	0.67	1	 	 	 	2	3	 	 	 
2015	12021	5	Akron	32	1514587	Dunnigan, Therany	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1514587	Jr	F	6-2	2	0	8:00	2	3	66.67	 	 	""	 	2	0.00	4	2.00	 	 	 	""	 	1	 	 	 	2	 	 	 
2015	12021	8	Alabama	15	1624493	Knight, Meoshonti	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624493	Fr	G	5-8	32	3	627:00	73	187	39.04	10	34	29.41	79	121	65.29	235	7.34	22	59	81	2.53	38	64	43	5	40	32	 	 	 
2015	12021	8	Alabama	25	1297657	Hutchen, Briana	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1297657	Sr	F	6-1	32	29	621:00	62	169	36.69	16	69	23.19	27	38	71.05	167	5.22	51	103	154	4.81	20	42	30	10	40	32	 	3	 
2015	12021	8	Alabama	13	1406386	Hegstetter, Nikki	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1406386	Jr	F	6-2	32	32	889:00	62	170	36.47	8	38	21.05	39	57	68.42	171	5.34	71	97	168	5.25	42	63	22	25	84	32	4	 	 
2015	12021	8	Alabama	22	1509543	Middlebrook, Karyla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1509543	Fr	G	5-7	32	32	919:00	66	211	31.28	20	62	32.26	74	98	75.51	226	7.06	24	58	82	2.56	101	110	31	 	79	32	4	 	 
2015	12021	8	Alabama	11	1624489	Cook, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624489	Fr	G	6-0	32	25	819:00	93	285	32.63	51	171	29.82	44	71	61.97	281	8.78	16	89	105	3.28	43	60	38	7	76	32	1	 	 
2015	12021	8	Alabama	20	1509546	Williams, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1509546	So	F	6-0	31	31	931:00	162	296	54.73	 	 	""	101	199	50.75	425	13.71	71	118	189	6.10	15	110	36	7	70	31	1	4	 
2015	12021	8	Alabama	1	1624488	Bolton, Quanetria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624488	Fr	F	6-0	29	0	427:00	55	149	36.91	10	56	17.86	27	41	65.85	147	5.07	33	69	102	3.52	15	27	11	25	66	29	2	 	 
2015	12021	8	Alabama	33	1509545	Rivers, Sharin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1509545	Sr	G	5-3	28	7	445:00	25	98	25.51	15	63	23.81	29	40	72.50	94	3.36	14	32	46	1.64	40	32	31	 	32	28	 	 	 
2015	12021	8	Alabama	3	1509539	Carter, Khadijah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1509539	Jr	F	6-1	20	0	104:00	9	32	28.12	2	19	10.53	4	9	44.44	24	1.20	4	15	19	0.95	 	11	7	2	5	20	 	 	 
2015	12021	8	Alabama	34	1509540	Hamilton, Oceana	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1509540	So	F	6-4	18	0	172:00	18	37	48.65	3	7	42.86	11	17	64.71	50	2.78	16	29	45	2.50	4	18	2	19	17	18	 	 	 
2015	12021	8	Alabama	5	1624491	Hayden, Breanna	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624491	So	G	5-9	18	1	376:00	29	93	31.18	1	18	5.56	26	39	66.67	85	4.72	15	40	55	3.06	34	42	26	1	30	18	 	 	 
2015	12021	8	Alabama	35	1624494	Martinez, Diamante	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1624494	Fr	F	6-3	11	0	71:00	1	6	16.67	 	 	""	2	5	40.00	4	0.36	10	11	21	1.91	 	7	 	6	13	11	1	 	 
2015	12021	6	Alabama A&M	44	1633617	Dixon, Brooke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633617	Jr	F	6-1	30	28	829:00	76	179	42.46	 	3	0.00	43	66	65.15	195	6.50	38	109	147	4.90	28	73	18	5	47	30	 	1	 
2015	12021	6	Alabama A&M	13	1633612	Martin, Deborah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633612	Jr	F	6-2	30	8	379:00	24	67	35.82	 	 	""	17	32	53.12	65	2.17	18	46	64	2.13	3	28	9	8	41	30	1	 	 
2015	12021	6	Alabama A&M	14	1413841	Moffett, Shaterrion	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1413841	Jr	F	6-2	30	21	561:00	15	71	21.13	 	2	0.00	22	33	66.67	52	1.73	22	31	53	1.77	33	35	15	1	64	30	 	 	 
2015	12021	6	Alabama A&M	05	1633611	Strickland, Brittney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633611	Sr	G	5-5	30	30	989:00	136	369	36.86	45	136	33.09	137	162	84.57	454	15.13	18	96	114	3.80	84	94	62	 	68	30	2	 	 
2015	12021	6	Alabama A&M	22	1519021	Gatson, Alganesse	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1519021	So	G	5-8	30	26	813:00	77	202	38.12	17	69	24.64	41	69	59.42	212	7.07	31	58	89	2.97	66	91	41	 	67	30	 	 	 
2015	12021	6	Alabama A&M	02	1633608	Sutton, Nashaye	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633608	Fr	G	5-6	29	1	223:00	24	74	32.43	11	44	25.00	18	25	72.00	77	2.66	8	15	23	0.79	4	15	6	 	19	29	 	 	 
2015	12021	6	Alabama A&M	12	1289895	Sippal, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1289895	Sr	G	5-9	28	9	683:00	79	236	33.47	12	64	18.75	53	69	76.81	223	7.96	39	75	114	4.07	42	62	26	6	55	28	 	 	 
2015	12021	6	Alabama A&M	24	1633614	Logan, Shakira	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633614	Fr	F	5-10	28	0	330:00	24	57	42.11	 	 	""	14	28	50.00	62	2.21	22	43	65	2.32	4	32	9	 	39	28	 	 	 
2015	12021	6	Alabama A&M	03	1633609	Snowden, Jaylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633609	Jr	G	5-8	27	4	503:00	48	150	32.00	18	68	26.47	24	45	53.33	138	5.11	7	36	43	1.59	40	56	26	1	51	27	1	 	 
2015	12021	6	Alabama A&M	20	1633613	Myles, Janie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633613	Jr	F	5-1	23	22	665:00	111	221	50.23	 	3	0.00	75	114	65.79	297	12.91	65	127	192	8.35	41	84	52	9	81	23	4	7	 
2015	12021	6	Alabama A&M	32	1633615	Venson, Bria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633615	Jr	C	6-0	15	1	75:00	6	21	28.57	 	 	""	5	9	55.56	17	1.13	7	12	19	1.27	 	11	1	1	15	15	 	 	 
2015	12021	6	Alabama A&M	04	1633610	DeBose, Alexia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1633610	Fr	F	6-0	2	0	1:00	1	1	100.00	 	 	""	 	 	""	2	1.00	 	 	 	""	 	 	 	 	 	2	 	 	 
2015	12021	7	Alabama St.	22	1621268	Stephens, Kayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1621268	Fr	G	6-1	32	17	560:00	35	112	31.25	4	23	17.39	26	36	72.22	100	3.12	33	49	82	2.56	32	49	11	8	82	32	3	 	 
2015	12021	7	Alabama St.	13	1401729	Peeples, Jasmine	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1401729	Jr	C	6-2	32	30	958:00	143	330	43.33	 	 	""	72	147	48.98	358	11.19	128	189	317	9.91	18	61	29	95	94	32	1	13	 
2015	12021	7	Alabama St.	34	1512075	Smith, Brittney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512075	Jr	G	5-8	32	20	754:00	26	85	30.59	3	12	25.00	30	64	46.88	85	2.66	13	77	90	2.81	77	93	42	3	66	32	1	 	 
2015	12021	7	Alabama St.	24	1512080	Wright, Britney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512080	So	F	5-10	32	30	1027:00	187	407	45.95	53	140	37.86	110	147	74.83	537	16.78	76	159	235	7.34	34	58	48	14	71	32	2	8	 
2015	12021	7	Alabama St.	11	1621264	Smith, Shamyiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1621264	Fr	G	5-2	31	9	546:00	28	88	31.82	4	16	25.00	50	83	60.24	110	3.55	10	49	59	1.90	67	81	21	 	64	31	 	 	 
2015	12021	7	Alabama St.	21	1512078	Tucker, Kayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512078	So	G	5-6	31	12	408:00	54	163	33.13	40	119	33.61	23	31	74.19	171	5.52	3	31	34	1.10	25	46	12	 	34	31	 	 	 
2015	12021	7	Alabama St.	33	1512074	Ewert, Daniele	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512074	So	G	5-9	30	14	740:00	69	176	39.20	18	50	36.00	65	82	79.27	221	7.37	50	100	150	5.00	62	64	20	10	85	30	4	1	 
2015	12021	7	Alabama St.	30	1621269	Mayo, Mircale	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1621269	Fr	G	6-1	24	1	187:00	22	52	42.31	 	 	""	6	12	50.00	50	2.08	25	38	63	2.62	3	16	2	12	46	24	1	1	 
2015	12021	7	Alabama St.	12	1621265	Fowler, Kendra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1621265	Fr	G	5-7	21	0	199:00	16	73	21.92	4	19	21.05	8	19	42.11	44	2.10	7	19	26	1.24	7	30	8	 	29	21	 	 	 
2015	12021	7	Alabama St.	05	1512055	Tabitha, Bradshaw	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512055	Sr	G	5-8	21	19	420:00	38	128	29.69	10	37	27.03	29	41	70.73	115	5.48	15	30	45	2.14	32	54	11	3	40	21	1	 	 
2015	12021	7	Alabama St.	20	1621267	Spencer, Ashanti	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1621267	Jr	G	5-8	20	1	207:00	22	88	25.00	9	28	32.14	23	36	63.89	76	3.80	11	33	44	2.20	11	17	3	4	35	20	2	 	 
2015	12021	7	Alabama St.	10	1512076	Smith, Ashunte	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1512076	Sr	G	5-8	15	2	110:00	11	50	22.00	8	29	27.59	 	 	""	30	2.00	3	7	10	0.67	4	5	2	 	9	15	 	 	 
2015	12021	7	Alabama St.	54	1401731	Lewis, Jamicia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1401731	Sr	C	6-2	14	0	64:00	5	10	50.00	 	 	""	2	6	33.33	12	0.86	6	9	15	1.07	2	5	2	3	20	14	1	 	 
2015	12021	7	Alabama St.	4	1621263	Armstrong, Adrianne	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1621263	Fr	G	5-6	13	0	58:00	2	13	15.38	 	3	0.00	 	1	0.00	4	0.31	4	7	11	0.85	4	15	2	 	6	13	 	 	 
