game_id	period_id	category	team_value	opponent_value
3948295	1st Period	Time of Possession	253	347
3948295	1st Period	Scoring Time of Possession	91	110
3948295	1st Period	Pos Cnt	19	19
3948295	1st Period	Sc Cnt	7	8
3948295	1st Period	Times Took Lead	4	4
3948295	1st Period	Largest Lead	0	0
3948295	1st Period	Time of Largest Lead	-	-
3948295	1st Period	Times Tied Score	0	0
3948295	1st Period	Bench Pts	0	0
3948295	1st Period	2nd Chance Pts	2	2
3948295	1st Period	Pts off TO	0	4
3948295	1st Period	Fastbreak Pts	""	""
3948295	1st Period	Pts in Paint	""	""
3948295	2nd Period	Time of Possession	308	292
3948295	2nd Period	Scoring Time of Possession	88	76
3948295	2nd Period	Pos Cnt	22	22
3948295	2nd Period	Sc Cnt	7	4
3948295	2nd Period	Times Took Lead	0	0
3948295	2nd Period	Largest Lead	0	0
3948295	2nd Period	Time of Largest Lead	-	-
3948295	2nd Period	Times Tied Score	1	0
3948295	2nd Period	Bench Pts	8	3
3948295	2nd Period	2nd Chance Pts	2	0
3948295	2nd Period	Pts off TO	4	0
3948295	2nd Period	Fastbreak Pts	""	""
3948295	2nd Period	Pts in Paint	""	""
3948295	3rd Period	Time of Possession	340	260
3948295	3rd Period	Scoring Time of Possession	116	79
3948295	3rd Period	Pos Cnt	21	21
3948295	3rd Period	Sc Cnt	9	7
3948295	3rd Period	Times Took Lead	3	2
3948295	3rd Period	Largest Lead	0	0
3948295	3rd Period	Time of Largest Lead	-	-
3948295	3rd Period	Times Tied Score	2	2
3948295	3rd Period	Bench Pts	12	2
3948295	3rd Period	2nd Chance Pts	1	0
3948295	3rd Period	Pts off TO	2	1
3948295	3rd Period	Fastbreak Pts	""	""
3948295	3rd Period	Pts in Paint	""	""
3948295	4th Period	Time of Possession	301	299
3948295	4th Period	Scoring Time of Possession	233	217
3948295	4th Period	Pos Cnt	20	21
3948295	4th Period	Sc Cnt	14	12
3948295	4th Period	Times Took Lead	2	2
3948295	4th Period	Largest Lead	0	0
3948295	4th Period	Time of Largest Lead	-	-
3948295	4th Period	Times Tied Score	2	1
3948295	4th Period	Bench Pts	7	3
3948295	4th Period	2nd Chance Pts	6	6
3948295	4th Period	Pts off TO	5	11
3948295	4th Period	Fastbreak Pts	""	""
3948295	4th Period	Pts in Paint	""	""
3948295	Game Stats	Time of Possession	1,198	1,202
3948295	Game Stats	Scoring Time of Possession	482	528
3948295	Game Stats	Pos Cnt	83	82
3948295	Game Stats	Sc Cnt	31	37
3948295	Game Stats	Times Took Lead	8	9
3948295	Game Stats	Largest Lead	9	7
3948295	Game Stats	Time of Largest Lead		
3948295	Game Stats	Times Tied Score	3	5
3948295	Game Stats	Bench Pts	8	27
3948295	Game Stats	2nd Chance Pts	8	11
3948295	Game Stats	Pts off TO	16	11
3948295	Game Stats	Fastbreak Pts		
3948295	Game Stats	Pts in Paint		
3948446	1st Period	Time of Possession	0	0
3948446	1st Period	Scoring Time of Possession	1,578	4,495
3948446	1st Period	Pos Cnt	0	0
3948446	1st Period	Sc Cnt	9	12
3948446	1st Period	Times Took Lead	0	0
3948446	1st Period	Largest Lead	0	16
3948446	1st Period	Time of Largest Lead	-	1st-02:25
3948446	1st Period	Times Tied Score	0	0
3948446	1st Period	Bench Pts	7	7
3948446	1st Period	2nd Chance Pts	2	4
3948446	1st Period	Pts off TO	2	8
3948446	1st Period	Fastbreak Pts	2	4
3948446	1st Period	Pts in Paint	4	10
3948446	2nd Period	Time of Possession	0	0
3948446	2nd Period	Scoring Time of Possession	1,730	3,851
3948446	2nd Period	Pos Cnt	0	0
3948446	2nd Period	Sc Cnt	7	11
3948446	2nd Period	Times Took Lead	0	0
3948446	2nd Period	Largest Lead	0	21
3948446	2nd Period	Time of Largest Lead	-	2nd-06:39
3948446	2nd Period	Times Tied Score	0	0
3948446	2nd Period	Bench Pts	8	0
3948446	2nd Period	2nd Chance Pts	0	1
3948446	2nd Period	Pts off TO	6	11
3948446	2nd Period	Fastbreak Pts	0	4
3948446	2nd Period	Pts in Paint	2	10
3948446	3rd Period	Time of Possession	0	0
3948446	3rd Period	Scoring Time of Possession	2,216	3,835
3948446	3rd Period	Pos Cnt	0	0
3948446	3rd Period	Sc Cnt	10	13
3948446	3rd Period	Times Took Lead	0	0
3948446	3rd Period	Largest Lead	0	25
3948446	3rd Period	Time of Largest Lead	-	3rd-07:13
3948446	3rd Period	Times Tied Score	0	0
3948446	3rd Period	Bench Pts	15	11
3948446	3rd Period	2nd Chance Pts	4	3
3948446	3rd Period	Pts off TO	6	5
3948446	3rd Period	Fastbreak Pts	0	2
3948446	3rd Period	Pts in Paint	10	8
3948446	4th Period	Time of Possession	0	0
3948446	4th Period	Scoring Time of Possession	2,101	1,916
3948446	4th Period	Pos Cnt	0	0
3948446	4th Period	Sc Cnt	8	9
3948446	4th Period	Times Took Lead	0	0
3948446	4th Period	Largest Lead	0	24
3948446	4th Period	Time of Largest Lead	-	4th-07:09
3948446	4th Period	Times Tied Score	0	0
3948446	4th Period	Bench Pts	14	8
3948446	4th Period	2nd Chance Pts	2	1
3948446	4th Period	Pts off TO	0	3
3948446	4th Period	Fastbreak Pts	0	4
3948446	4th Period	Pts in Paint	4	12
3948446	Game Stats	Time of Possession		
3948446	Game Stats	Scoring Time of Possession		
3948446	Game Stats	Pos Cnt		
3948446	Game Stats	Sc Cnt		
3948446	Game Stats	Times Took Lead		
3948446	Game Stats	Largest Lead	25	
3948446	Game Stats	Time of Largest Lead		
3948446	Game Stats	Times Tied Score		
3948446	Game Stats	Bench Pts	44	26
3948446	Game Stats	2nd Chance Pts	8	9
3948446	Game Stats	Pts off TO	14	27
3948446	Game Stats	Fastbreak Pts	2	14
3948446	Game Stats	Pts in Paint	20	40
3948479	1st Period	Time of Possession	311	289
3948479	1st Period	Scoring Time of Possession	85	106
3948479	1st Period	Pos Cnt	17	18
3948479	1st Period	Sc Cnt	5	8
3948479	1st Period	Times Took Lead	0	1
3948479	1st Period	Largest Lead	0	0
3948479	1st Period	Time of Largest Lead	-	-
3948479	1st Period	Times Tied Score	1	1
3948479	1st Period	Bench Pts	2	8
3948479	1st Period	2nd Chance Pts	2	6
3948479	1st Period	Pts off TO	0	4
3948479	1st Period	Fastbreak Pts	0	2
3948479	1st Period	Pts in Paint	4	8
3948479	2nd Period	Time of Possession	304	296
3948479	2nd Period	Scoring Time of Possession	95	220
3948479	2nd Period	Pos Cnt	18	17
3948479	2nd Period	Sc Cnt	4	13
3948479	2nd Period	Times Took Lead	0	0
3948479	2nd Period	Largest Lead	0	0
3948479	2nd Period	Time of Largest Lead	-	-
3948479	2nd Period	Times Tied Score	0	0
3948479	2nd Period	Bench Pts	7	9
3948479	2nd Period	2nd Chance Pts	5	7
3948479	2nd Period	Pts off TO	2	6
3948479	2nd Period	Fastbreak Pts	0	2
3948479	2nd Period	Pts in Paint	2	16
3948479	3rd Period	Time of Possession	290	310
3948479	3rd Period	Scoring Time of Possession	85	162
3948479	3rd Period	Pos Cnt	20	20
3948479	3rd Period	Sc Cnt	5	9
3948479	3rd Period	Times Took Lead	0	0
3948479	3rd Period	Largest Lead	0	0
3948479	3rd Period	Time of Largest Lead	-	-
3948479	3rd Period	Times Tied Score	0	0
3948479	3rd Period	Bench Pts	1	4
3948479	3rd Period	2nd Chance Pts	2	6
3948479	3rd Period	Pts off TO	3	4
3948479	3rd Period	Fastbreak Pts	0	2
3948479	3rd Period	Pts in Paint	4	18
3948479	4th Period	Time of Possession	266	333
3948479	4th Period	Scoring Time of Possession	102	134
3948479	4th Period	Pos Cnt	26	25
3948479	4th Period	Sc Cnt	9	12
3948479	4th Period	Times Took Lead	0	0
3948479	4th Period	Largest Lead	0	0
3948479	4th Period	Time of Largest Lead	-	-
3948479	4th Period	Times Tied Score	0	0
3948479	4th Period	Bench Pts	2	5
3948479	4th Period	2nd Chance Pts	0	4
3948479	4th Period	Pts off TO	4	8
3948479	4th Period	Fastbreak Pts	2	8
3948479	4th Period	Pts in Paint	8	18
3948479	Game Stats	Time of Possession	1,171	1,228
3948479	Game Stats	Scoring Time of Possession	367	622
3948479	Game Stats	Pos Cnt	81	80
3948479	Game Stats	Sc Cnt	23	42
3948479	Game Stats	Times Took Lead	1	
3948479	Game Stats	Largest Lead	2	42
3948479	Game Stats	Time of Largest Lead		
3948479	Game Stats	Times Tied Score	1	1
3948479	Game Stats	Bench Pts	12	26
3948479	Game Stats	2nd Chance Pts	9	23
3948479	Game Stats	Pts off TO	9	22
3948479	Game Stats	Fastbreak Pts	2	14
3948479	Game Stats	Pts in Paint	18	60
3948485	1st Period	Time of Possession	282	318
3948485	1st Period	Scoring Time of Possession	41	176
3948485	1st Period	Pos Cnt	20	20
3948485	1st Period	Sc Cnt	3	11
3948485	1st Period	Times Took Lead	0	0
3948485	1st Period	Largest Lead	""	0
3948485	1st Period	Time of Largest Lead	""	-
3948485	1st Period	Times Tied Score	0	0
3948485	1st Period	Bench Pts	6	7
3948485	1st Period	2nd Chance Pts	0	6
3948485	1st Period	Pts off TO	0	6
3948485	1st Period	Fastbreak Pts	0	2
3948485	1st Period	Pts in Paint	0	14
3948485	2nd Period	Time of Possession	301	299
3948485	2nd Period	Scoring Time of Possession	56	144
3948485	2nd Period	Pos Cnt	20	20
3948485	2nd Period	Sc Cnt	5	8
3948485	2nd Period	Times Took Lead	0	0
3948485	2nd Period	Largest Lead	""	0
3948485	2nd Period	Time of Largest Lead	""	-
3948485	2nd Period	Times Tied Score	0	0
3948485	2nd Period	Bench Pts	3	6
3948485	2nd Period	2nd Chance Pts	1	6
3948485	2nd Period	Pts off TO	4	4
3948485	2nd Period	Fastbreak Pts	2	2
3948485	2nd Period	Pts in Paint	2	14
3948485	3rd Period	Time of Possession	339	261
3948485	3rd Period	Scoring Time of Possession	42	171
3948485	3rd Period	Pos Cnt	20	20
3948485	3rd Period	Sc Cnt	2	13
3948485	3rd Period	Times Took Lead	0	0
3948485	3rd Period	Largest Lead	""	0
3948485	3rd Period	Time of Largest Lead	""	-
3948485	3rd Period	Times Tied Score	0	0
3948485	3rd Period	Bench Pts	0	15
3948485	3rd Period	2nd Chance Pts	0	4
3948485	3rd Period	Pts off TO	0	14
3948485	3rd Period	Fastbreak Pts	0	4
3948485	3rd Period	Pts in Paint	2	12
3948485	4th Period	Time of Possession	298	302
3948485	4th Period	Scoring Time of Possession	93	165
3948485	4th Period	Pos Cnt	21	20
3948485	4th Period	Sc Cnt	9	9
3948485	4th Period	Times Took Lead	0	0
3948485	4th Period	Largest Lead	""	0
3948485	4th Period	Time of Largest Lead	""	-
3948485	4th Period	Times Tied Score	0	0
3948485	4th Period	Bench Pts	2	15
3948485	4th Period	2nd Chance Pts	2	5
3948485	4th Period	Pts off TO	2	5
3948485	4th Period	Fastbreak Pts	2	4
3948485	4th Period	Pts in Paint	6	10
3948485	Game Stats	Time of Possession	1,220	1,180
3948485	Game Stats	Scoring Time of Possession	232	656
3948485	Game Stats	Pos Cnt	81	80
3948485	Game Stats	Sc Cnt	19	41
3948485	Game Stats	Times Took Lead		
3948485	Game Stats	Largest Lead	47	
3948485	Game Stats	Time of Largest Lead		
3948485	Game Stats	Times Tied Score		
3948485	Game Stats	Bench Pts	11	43
3948485	Game Stats	2nd Chance Pts	3	21
3948485	Game Stats	Pts off TO	6	29
3948485	Game Stats	Fastbreak Pts	4	12
3948485	Game Stats	Pts in Paint	10	50
3948500	1st Period	Time of Possession	376	224
3948500	1st Period	Scoring Time of Possession	47	200
3948500	1st Period	Pos Cnt	18	17
3948500	1st Period	Sc Cnt	3	11
3948500	1st Period	Times Took Lead	0	0
3948500	1st Period	Largest Lead	""	0
3948500	1st Period	Time of Largest Lead	""	-
3948500	1st Period	Times Tied Score	0	0
3948500	1st Period	Bench Pts	3	8
3948500	1st Period	2nd Chance Pts	0	6
3948500	1st Period	Pts off TO	0	8
3948500	1st Period	Fastbreak Pts	""	""
3948500	1st Period	Pts in Paint	""	""
3948500	2nd Period	Time of Possession	336	246
3948500	2nd Period	Scoring Time of Possession	86	183
3948500	2nd Period	Pos Cnt	17	17
3948500	2nd Period	Sc Cnt	6	11
3948500	2nd Period	Times Took Lead	0	0
3948500	2nd Period	Largest Lead	""	0
3948500	2nd Period	Time of Largest Lead	""	-
3948500	2nd Period	Times Tied Score	0	0
3948500	2nd Period	Bench Pts	14	7
3948500	2nd Period	2nd Chance Pts	2	2
3948500	2nd Period	Pts off TO	0	5
3948500	2nd Period	Fastbreak Pts	""	""
3948500	2nd Period	Pts in Paint	""	""
3948500	3rd Period	Time of Possession	337	263
3948500	3rd Period	Scoring Time of Possession	91	172
3948500	3rd Period	Pos Cnt	20	19
3948500	3rd Period	Sc Cnt	5	11
3948500	3rd Period	Times Took Lead	0	0
3948500	3rd Period	Largest Lead	""	0
3948500	3rd Period	Time of Largest Lead	""	-
3948500	3rd Period	Times Tied Score	0	0
3948500	3rd Period	Bench Pts	7	4
3948500	3rd Period	2nd Chance Pts	1	0
3948500	3rd Period	Pts off TO	2	6
3948500	3rd Period	Fastbreak Pts	""	""
3948500	3rd Period	Pts in Paint	""	""
3948500	4th Period	Time of Possession	330	270
3948500	4th Period	Scoring Time of Possession	110	77
3948500	4th Period	Pos Cnt	14	15
3948500	4th Period	Sc Cnt	6	4
3948500	4th Period	Times Took Lead	0	0
3948500	4th Period	Largest Lead	""	0
3948500	4th Period	Time of Largest Lead	""	-
3948500	4th Period	Times Tied Score	0	0
3948500	4th Period	Bench Pts	11	6
3948500	4th Period	2nd Chance Pts	0	0
3948500	4th Period	Pts off TO	3	0
3948500	4th Period	Fastbreak Pts	""	""
3948500	4th Period	Pts in Paint	""	""
3948500	Game Stats	Time of Possession	1,379	1,003
3948500	Game Stats	Scoring Time of Possession	334	632
3948500	Game Stats	Pos Cnt	69	68
3948500	Game Stats	Sc Cnt	20	37
3948500	Game Stats	Times Took Lead		
3948500	Game Stats	Largest Lead	34	
3948500	Game Stats	Time of Largest Lead		
3948500	Game Stats	Times Tied Score		
3948500	Game Stats	Bench Pts	35	25
3948500	Game Stats	2nd Chance Pts	3	8
3948500	Game Stats	Pts off TO	5	19
3948500	Game Stats	Fastbreak Pts		
3948500	Game Stats	Pts in Paint		
3948524	1st Period	Time of Possession	288	312
3948524	1st Period	Scoring Time of Possession	174	166
3948524	1st Period	Pos Cnt	22	22
3948524	1st Period	Sc Cnt	11	13
3948524	1st Period	Times Took Lead	0	0
3948524	1st Period	Largest Lead	""	0
3948524	1st Period	Time of Largest Lead	""	-
3948524	1st Period	Times Tied Score	0	0
3948524	1st Period	Bench Pts	14	4
3948524	1st Period	2nd Chance Pts	4	3
3948524	1st Period	Pts off TO	4	11
3948524	1st Period	Fastbreak Pts	""	""
3948524	1st Period	Pts in Paint	""	""
3948524	2nd Period	Time of Possession	342	258
3948524	2nd Period	Scoring Time of Possession	59	74
3948524	2nd Period	Pos Cnt	21	22
3948524	2nd Period	Sc Cnt	3	7
3948524	2nd Period	Times Took Lead	0	0
3948524	2nd Period	Largest Lead	""	0
3948524	2nd Period	Time of Largest Lead	""	-
3948524	2nd Period	Times Tied Score	0	0
3948524	2nd Period	Bench Pts	4	3
3948524	2nd Period	2nd Chance Pts	2	0
3948524	2nd Period	Pts off TO	0	3
3948524	2nd Period	Fastbreak Pts	""	""
3948524	2nd Period	Pts in Paint	""	""
3948524	3rd Period	Time of Possession	301	299
3948524	3rd Period	Scoring Time of Possession	143	122
3948524	3rd Period	Pos Cnt	19	19
3948524	3rd Period	Sc Cnt	10	9
3948524	3rd Period	Times Took Lead	0	0
3948524	3rd Period	Largest Lead	""	0
3948524	3rd Period	Time of Largest Lead	""	-
3948524	3rd Period	Times Tied Score	0	0
3948524	3rd Period	Bench Pts	8	4
3948524	3rd Period	2nd Chance Pts	3	5
3948524	3rd Period	Pts off TO	7	2
3948524	3rd Period	Fastbreak Pts	""	""
3948524	3rd Period	Pts in Paint	""	""
3948524	4th Period	Time of Possession	335	265
3948524	4th Period	Scoring Time of Possession	59	104
3948524	4th Period	Pos Cnt	18	17
3948524	4th Period	Sc Cnt	4	7
3948524	4th Period	Times Took Lead	0	0
3948524	4th Period	Largest Lead	""	0
3948524	4th Period	Time of Largest Lead	""	-
3948524	4th Period	Times Tied Score	0	0
3948524	4th Period	Bench Pts	0	8
3948524	4th Period	2nd Chance Pts	4	0
3948524	4th Period	Pts off TO	0	8
3948524	4th Period	Fastbreak Pts	""	""
3948524	4th Period	Pts in Paint	""	""
3948524	Game Stats	Time of Possession	1,266	1,134
3948524	Game Stats	Scoring Time of Possession	435	466
3948524	Game Stats	Pos Cnt	80	80
3948524	Game Stats	Sc Cnt	28	36
3948524	Game Stats	Times Took Lead		
3948524	Game Stats	Largest Lead	34	
3948524	Game Stats	Time of Largest Lead		
3948524	Game Stats	Times Tied Score		
3948524	Game Stats	Bench Pts	26	19
3948524	Game Stats	2nd Chance Pts	13	8
3948524	Game Stats	Pts off TO	11	24
3948524	Game Stats	Fastbreak Pts		
3948524	Game Stats	Pts in Paint		
3948571	1st Period	Time of Possession	226	370
3948571	1st Period	Scoring Time of Possession	126	80
3948571	1st Period	Pos Cnt	18	19
3948571	1st Period	Sc Cnt	8	5
3948571	1st Period	Times Took Lead	0	0
3948571	1st Period	Largest Lead	0	""
3948571	1st Period	Time of Largest Lead	-	""
3948571	1st Period	Times Tied Score	0	0
3948571	1st Period	Bench Pts	4	0
3948571	1st Period	2nd Chance Pts	0	0
3948571	1st Period	Pts off TO	6	2
3948571	1st Period	Fastbreak Pts	""	""
3948571	1st Period	Pts in Paint	""	""
3948571	2nd Period	Time of Possession	242	345
3948571	2nd Period	Scoring Time of Possession	106	136
3948571	2nd Period	Pos Cnt	18	18
3948571	2nd Period	Sc Cnt	7	6
3948571	2nd Period	Times Took Lead	0	0
3948571	2nd Period	Largest Lead	0	""
3948571	2nd Period	Time of Largest Lead	-	""
3948571	2nd Period	Times Tied Score	0	0
3948571	2nd Period	Bench Pts	3	4
3948571	2nd Period	2nd Chance Pts	0	7
3948571	2nd Period	Pts off TO	5	7
3948571	2nd Period	Fastbreak Pts	""	""
3948571	2nd Period	Pts in Paint	""	""
3948571	3rd Period	Time of Possession	336	264
3948571	3rd Period	Scoring Time of Possession	135	24
3948571	3rd Period	Pos Cnt	19	20
3948571	3rd Period	Sc Cnt	7	3
3948571	3rd Period	Times Took Lead	0	0
3948571	3rd Period	Largest Lead	0	""
3948571	3rd Period	Time of Largest Lead	-	""
3948571	3rd Period	Times Tied Score	0	0
3948571	3rd Period	Bench Pts	4	0
3948571	3rd Period	2nd Chance Pts	2	2
3948571	3rd Period	Pts off TO	7	2
3948571	3rd Period	Fastbreak Pts	""	""
3948571	3rd Period	Pts in Paint	""	""
3948571	4th Period	Time of Possession	319	281
3948571	4th Period	Scoring Time of Possession	179	148
3948571	4th Period	Pos Cnt	15	15
3948571	4th Period	Sc Cnt	9	8
3948571	4th Period	Times Took Lead	0	0
3948571	4th Period	Largest Lead	0	""
3948571	4th Period	Time of Largest Lead	-	""
3948571	4th Period	Times Tied Score	0	0
3948571	4th Period	Bench Pts	6	0
3948571	4th Period	2nd Chance Pts	2	0
3948571	4th Period	Pts off TO	2	2
3948571	4th Period	Fastbreak Pts	""	""
3948571	4th Period	Pts in Paint	""	""
3948571	Game Stats	Time of Possession	1,123	1,260
3948571	Game Stats	Scoring Time of Possession	546	388
3948571	Game Stats	Pos Cnt	70	72
3948571	Game Stats	Sc Cnt	31	22
3948571	Game Stats	Times Took Lead		
3948571	Game Stats	Largest Lead	24	
3948571	Game Stats	Time of Largest Lead		
3948571	Game Stats	Times Tied Score		
3948571	Game Stats	Bench Pts	17	4
3948571	Game Stats	2nd Chance Pts	4	9
3948571	Game Stats	Pts off TO	20	13
3948571	Game Stats	Fastbreak Pts		
3948571	Game Stats	Pts in Paint		
3948573	1st Period	Time of Possession	0	0
3948573	1st Period	Scoring Time of Possession	842	1,855
3948573	1st Period	Pos Cnt	0	0
3948573	1st Period	Sc Cnt	3	7
3948573	1st Period	Times Took Lead	0	1
3948573	1st Period	Largest Lead	2	11
3948573	1st Period	Time of Largest Lead	1st-09:46	1st-03:28
3948573	1st Period	Times Tied Score	0	0
3948573	1st Period	Bench Pts	4	4
3948573	1st Period	2nd Chance Pts	0	2
3948573	1st Period	Pts off TO	2	5
3948573	1st Period	Fastbreak Pts	0	0
3948573	1st Period	Pts in Paint	4	0
3948573	2nd Period	Time of Possession	0	0
3948573	2nd Period	Scoring Time of Possession	401	2,165
3948573	2nd Period	Pos Cnt	0	0
3948573	2nd Period	Sc Cnt	2	5
3948573	2nd Period	Times Took Lead	0	0
3948573	2nd Period	Largest Lead	0	21
3948573	2nd Period	Time of Largest Lead	-	2nd-04:58
3948573	2nd Period	Times Tied Score	0	0
3948573	2nd Period	Bench Pts	3	2
3948573	2nd Period	2nd Chance Pts	1	8
3948573	2nd Period	Pts off TO	0	5
3948573	2nd Period	Fastbreak Pts	0	0
3948573	2nd Period	Pts in Paint	0	6
3948573	3rd Period	Time of Possession	0	0
3948573	3rd Period	Scoring Time of Possession	2,108	2,324
3948573	3rd Period	Pos Cnt	0	0
3948573	3rd Period	Sc Cnt	9	6
3948573	3rd Period	Times Took Lead	0	0
3948573	3rd Period	Largest Lead	0	22
3948573	3rd Period	Time of Largest Lead	-	3rd-08:07
3948573	3rd Period	Times Tied Score	0	0
3948573	3rd Period	Bench Pts	10	3
3948573	3rd Period	2nd Chance Pts	2	0
3948573	3rd Period	Pts off TO	7	0
3948573	3rd Period	Fastbreak Pts	0	0
3948573	3rd Period	Pts in Paint	2	2
3948573	4th Period	Time of Possession	0	0
3948573	4th Period	Scoring Time of Possession	875	1,380
3948573	4th Period	Pos Cnt	0	0
3948573	4th Period	Sc Cnt	5	4
3948573	4th Period	Times Took Lead	0	0
3948573	4th Period	Largest Lead	0	20
3948573	4th Period	Time of Largest Lead	-	4th-03:55
3948573	4th Period	Times Tied Score	0	0
3948573	4th Period	Bench Pts	4	0
3948573	4th Period	2nd Chance Pts	0	0
3948573	4th Period	Pts off TO	3	2
3948573	4th Period	Fastbreak Pts	0	0
3948573	4th Period	Pts in Paint	2	2
3948573	Game Stats	Time of Possession		
3948573	Game Stats	Scoring Time of Possession		
3948573	Game Stats	Pos Cnt		
3948573	Game Stats	Sc Cnt		
3948573	Game Stats	Times Took Lead	1	
3948573	Game Stats	Largest Lead	2	22
3948573	Game Stats	Time of Largest Lead		
3948573	Game Stats	Times Tied Score		
3948573	Game Stats	Bench Pts	21	9
3948573	Game Stats	2nd Chance Pts	3	10
3948573	Game Stats	Pts off TO	12	12
3948573	Game Stats	Fastbreak Pts		
3948573	Game Stats	Pts in Paint	8	10
3948576	1st Period	Time of Possession	305	295
3948576	1st Period	Scoring Time of Possession	98	126
3948576	1st Period	Pos Cnt	18	18
3948576	1st Period	Sc Cnt	6	9
3948576	1st Period	Times Took Lead	1	2
3948576	1st Period	Largest Lead	0	0
3948576	1st Period	Time of Largest Lead	-	-
3948576	1st Period	Times Tied Score	1	0
3948576	1st Period	Bench Pts	2	0
3948576	1st Period	2nd Chance Pts	2	0
3948576	1st Period	Pts off TO	2	5
3948576	1st Period	Fastbreak Pts	0	4
3948576	1st Period	Pts in Paint	4	8
3948576	2nd Period	Time of Possession	344	256
3948576	2nd Period	Scoring Time of Possession	95	67
3948576	2nd Period	Pos Cnt	22	21
3948576	2nd Period	Sc Cnt	6	4
3948576	2nd Period	Times Took Lead	0	0
3948576	2nd Period	Largest Lead	0	0
3948576	2nd Period	Time of Largest Lead	-	-
3948576	2nd Period	Times Tied Score	0	0
3948576	2nd Period	Bench Pts	0	0
3948576	2nd Period	2nd Chance Pts	2	2
3948576	2nd Period	Pts off TO	5	0
3948576	2nd Period	Fastbreak Pts	0	2
3948576	2nd Period	Pts in Paint	2	6
3948576	3rd Period	Time of Possession	334	257
3948576	3rd Period	Scoring Time of Possession	77	122
3948576	3rd Period	Pos Cnt	18	19
3948576	3rd Period	Sc Cnt	3	8
3948576	3rd Period	Times Took Lead	0	0
3948576	3rd Period	Largest Lead	0	0
3948576	3rd Period	Time of Largest Lead	-	-
3948576	3rd Period	Times Tied Score	0	0
3948576	3rd Period	Bench Pts	2	3
3948576	3rd Period	2nd Chance Pts	3	4
3948576	3rd Period	Pts off TO	0	9
3948576	3rd Period	Fastbreak Pts	0	0
3948576	3rd Period	Pts in Paint	0	8
3948576	4th Period	Time of Possession	294	290
3948576	4th Period	Scoring Time of Possession	115	184
3948576	4th Period	Pos Cnt	19	20
3948576	4th Period	Sc Cnt	6	13
3948576	4th Period	Times Took Lead	0	0
3948576	4th Period	Largest Lead	0	0
3948576	4th Period	Time of Largest Lead	-	-
3948576	4th Period	Times Tied Score	0	0
3948576	4th Period	Bench Pts	7	8
3948576	4th Period	2nd Chance Pts	2	5
3948576	4th Period	Pts off TO	0	5
3948576	4th Period	Fastbreak Pts	3	4
3948576	4th Period	Pts in Paint	4	14
3948576	Game Stats	Time of Possession	1,277	1,098
3948576	Game Stats	Scoring Time of Possession	385	499
3948576	Game Stats	Pos Cnt	77	78
3948576	Game Stats	Sc Cnt	21	34
3948576	Game Stats	Times Took Lead	1	2
3948576	Game Stats	Largest Lead	2	26
3948576	Game Stats	Time of Largest Lead		
3948576	Game Stats	Times Tied Score	1	
3948576	Game Stats	Bench Pts	11	11
3948576	Game Stats	2nd Chance Pts	9	11
3948576	Game Stats	Pts off TO	7	19
3948576	Game Stats	Fastbreak Pts	3	10
3948576	Game Stats	Pts in Paint	10	36
3948578	1st Period	Time of Possession	0	0
3948578	1st Period	Scoring Time of Possession	1,483	2,411
3948578	1st Period	Pos Cnt	0	0
3948578	1st Period	Sc Cnt	6	11
3948578	1st Period	Times Took Lead	0	1
3948578	1st Period	Largest Lead	3	5
3948578	1st Period	Time of Largest Lead	1st-09:18	1st-02:02
3948578	1st Period	Times Tied Score	2	0
3948578	1st Period	Bench Pts	10	5
3948578	1st Period	2nd Chance Pts	0	8
3948578	1st Period	Pts off TO	6	4
3948578	1st Period	Fastbreak Pts	0	2
3948578	1st Period	Pts in Paint	2	12
3948578	2nd Period	Time of Possession	0	0
3948578	2nd Period	Scoring Time of Possession	3,267	2,334
3948578	2nd Period	Pos Cnt	0	0
3948578	2nd Period	Sc Cnt	9	8
3948578	2nd Period	Times Took Lead	3	3
3948578	2nd Period	Largest Lead	2	7
3948578	2nd Period	Time of Largest Lead	2nd-02:58	2nd-08:19
3948578	2nd Period	Times Tied Score	5	1
3948578	2nd Period	Bench Pts	11	5
3948578	2nd Period	2nd Chance Pts	6	1
3948578	2nd Period	Pts off TO	2	4
3948578	2nd Period	Fastbreak Pts	0	2
3948578	2nd Period	Pts in Paint	12	4
3948578	3rd Period	Time of Possession	0	0
3948578	3rd Period	Scoring Time of Possession	2,763	2,231
3948578	3rd Period	Pos Cnt	0	0
3948578	3rd Period	Sc Cnt	11	10
3948578	3rd Period	Times Took Lead	3	3
3948578	3rd Period	Largest Lead	3	4
3948578	3rd Period	Time of Largest Lead	3rd-08:09	3rd-02:25
3948578	3rd Period	Times Tied Score	0	1
3948578	3rd Period	Bench Pts	7	2
3948578	3rd Period	2nd Chance Pts	3	2
