year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2013	11240	26172	A&M-Corpus Chris	11/11/2012	Belmont	14927	Belmont	http://stats.ncaa.org/team/index/11240?org_id=14927	false		true	L 54 - 75	false	54 - 75	54	75	false		1356814	http://stats.ncaa.org/game/index/1356814?org_id=26172
2013	11240	26172	A&M-Corpus Chris	11/13/2012	@ UTRGV	536	UTRGV	http://stats.ncaa.org/team/index/11240?org_id=536	false		false	L 65 - 77	false	65 - 77	65	77	false		1358012	http://stats.ncaa.org/game/index/1358012?org_id=26172
2013	11240	26172	A&M-Corpus Chris	11/16/2012	@ UTSA	706	UTSA	http://stats.ncaa.org/team/index/11240?org_id=706	false		false	L 40 - 52	false	40 - 52	40	52	false		1374414	http://stats.ncaa.org/game/index/1374414?org_id=706
2013	11240	26172	A&M-Corpus Chris	11/19/2012	Indiana	306	Indiana	http://stats.ncaa.org/team/index/11240?org_id=306	false		true	L 47 - 58	false	47 - 58	47	58	false		1377914	http://stats.ncaa.org/game/index/1377914?org_id=26172
2013	11240	26172	A&M-Corpus Chris	11/23/2012	@ Colorado	157	Colorado	http://stats.ncaa.org/team/index/11240?org_id=157	false		false	L 48 - 75	false	48 - 75	48	75	false		1390945	http://stats.ncaa.org/game/index/1390945?org_id=157
2013	11240	26172	A&M-Corpus Chris	11/24/2012	Auburn @ Coors Events Center, Boulder Colorado	37	Auburn	http://stats.ncaa.org/team/index/11240?org_id=37	true	Coors Events Center, Boulder Colorado	true	L 57 - 72	false	57 - 72	57	72	false		1394954	http://stats.ncaa.org/game/index/1394954?org_id=26172
2013	11240	26172	A&M-Corpus Chris	11/28/2012	UTRGV	536	UTRGV	http://stats.ncaa.org/team/index/11240?org_id=536	false		true	L 45 - 49	false	45 - 49	45	49	false		1411333	http://stats.ncaa.org/game/index/1411333?org_id=26172
2013	11240	26172	A&M-Corpus Chris	11/30/2012	@ Texas	703	Texas	http://stats.ncaa.org/team/index/11240?org_id=703	false		false	L 30 - 79	false	30 - 79	30	79	false		1414672	http://stats.ncaa.org/game/index/1414672?org_id=26172
2013	11240	26172	A&M-Corpus Chris	12/15/2012	Texas St.	670	Texas St.	http://stats.ncaa.org/team/index/11240?org_id=670	false		true	L 51 - 69	false	51 - 69	51	69	false		1442724	http://stats.ncaa.org/game/index/1442724?org_id=26172
2013	11240	26172	A&M-Corpus Chris	12/18/2012	Cornell	167	Cornell	http://stats.ncaa.org/team/index/11240?org_id=167	false		true	W 52 - 49	true	52 - 49	52	49	false		1494772	http://stats.ncaa.org/game/index/1494772?org_id=26172
2013	11240	26172	A&M-Corpus Chris	12/29/2012	@ TCU	698	TCU	http://stats.ncaa.org/team/index/11240?org_id=698	false		false	L 38 - 69	false	38 - 69	38	69	false		1456252	http://stats.ncaa.org/game/index/1456252?org_id=698
2013	11240	26172	A&M-Corpus Chris	01/04/2013	@ Sam Houston St.	624	Sam Houston St.	http://stats.ncaa.org/team/index/11240?org_id=624	false		false	L 46 - 65	false	46 - 65	46	65	false		1472473	http://stats.ncaa.org/game/index/1472473?org_id=624
2013	11240	26172	A&M-Corpus Chris	01/07/2013	Stephen F. Austin	676	Stephen F. Austin	http://stats.ncaa.org/team/index/11240?org_id=676	false		true	L 47 - 66	false	47 - 66	47	66	false		1481772	http://stats.ncaa.org/game/index/1481772?org_id=26172
2013	11240	26172	A&M-Corpus Chris	01/10/2013	@ McNeese St.	402	McNeese St.	http://stats.ncaa.org/team/index/11240?org_id=402	false		false	L 39 - 68	false	39 - 68	39	68	false		1491795	http://stats.ncaa.org/game/index/1491795?org_id=402
2013	11240	26172	A&M-Corpus Chris	01/12/2013	@ Lamar	346	Lamar	http://stats.ncaa.org/team/index/11240?org_id=346	false		false	L 37 - 44	false	37 - 44	37	44	false		1502372	http://stats.ncaa.org/game/index/1502372?org_id=346
