year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	height	class_year	games_played	games_started
2011	10420	26172	A&M-Corpus Chris	3	1070561.0	Darley, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070561.0	G	5-6	So	29	26
2011	10420	26172	A&M-Corpus Chris	5	852290.0	Davis, Jade	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=852290.0	G	5-9	Sr	29	23
2011	10420	26172	A&M-Corpus Chris	11	1070562.0	Dunn, Imani	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070562.0	G	5-6	So	19	0
2011	10420	26172	A&M-Corpus Chris	33	1178339.0	Gregory, Taryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178339.0	G	5-6	Fr	29	4
2011	10420	26172	A&M-Corpus Chris	23	1178347.0	Huff, Brandi	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178347.0	F	6-0	Fr	29	2
2011	10420	26172	A&M-Corpus Chris	21	1070563.0	Jammer, Jessica	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070563.0	G	5-10	So	29	23
2011	10420	26172	A&M-Corpus Chris	22	1070564.0	Jeffery, Anitra	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070564.0	F	6-0	Sr	27	21
2011	10420	26172	A&M-Corpus Chris	1	1178348.0	McMillan, Breann	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178348.0	G	5-6	Fr	24	8
2011	10420	26172	A&M-Corpus Chris	42	865403.0	Myles, Myeisha	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=865403.0	C	6-2	Sr	1	1
2011	10420	26172	A&M-Corpus Chris	24	964114.0	Robinson, Louvinia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=964114.0	G	5-6	Sr	10	1
2011	10420	26172	A&M-Corpus Chris	44	852295.0	Scott, Adrienne	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=852295.0	F	6-1	Sr	25	24
2011	10420	26172	A&M-Corpus Chris	12	753837.0	Smith, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=753837.0	G	5-8	Sr	13	11
2011	10420	26172	A&M-Corpus Chris	25	1178349.0	Vega-Vega, Zoey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178349.0	F	5-10	Jr	29	1
2011	10420	721	Air Force	22	845864.0	Beck, Raimee	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=845864.0	G	5-8	Sr	30	30
2011	10420	721	Air Force	34	1064378.0	Berger, Kelsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064378.0	F	5-11	So	31	8
2011	10420	721	Air Force	13	1175050.0	Boal, Caitlin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175050.0	F	5-11	Fr	5	0
2011	10420	721	Air Force	21	1175053.0	Bohannon, Kami	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175053.0	G	5-8	Fr	5	0
2011	10420	721	Air Force	10	1175048.0	Davis, Tesia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175048.0	G	5-4	Fr	0	0
2011	10420	721	Air Force	3	1175046.0	Eule, Colette	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175046.0	G	5-9	Fr	0	0
2011	10420	721	Air Force	24	1064376.0	Hilbig, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064376.0	F	6-0	So	31	14
2011	10420	721	Air Force	25	1175054.0	Ivey, Michelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175054.0	F	5-11	Fr	10	0
2011	10420	721	Air Force	32	1064377.0	James, Dymond	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064377.0	F	5-10	So	31	31
2011	10420	721	Air Force	44	1175057.0	Koziol, Teresa	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175057.0	G	5-10	Fr	0	0
2011	10420	721	Air Force	2	1064370.0	Leipprandt, Alicia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064370.0	G	5-9	So	31	14
