year	year_id	team_id	team_name	team_url
2016	12280	4	Adrian	http://stats.ncaa.org/team/index/12280?org_id=4
2016	12280	11324	Agnes Scott	http://stats.ncaa.org/team/index/12280?org_id=11324
2016	12280	2798	Albertus Magnus	http://stats.ncaa.org/team/index/12280?org_id=2798
2016	12280	15	Albion	http://stats.ncaa.org/team/index/12280?org_id=15
2016	12280	16	Albright	http://stats.ncaa.org/team/index/12280?org_id=16
2016	12280	18	Alfred	http://stats.ncaa.org/team/index/12280?org_id=18
2016	12280	19	Allegheny	http://stats.ncaa.org/team/index/12280?org_id=19
2016	12280	21	Alma	http://stats.ncaa.org/team/index/12280?org_id=21
2016	12280	938	Alvernia	http://stats.ncaa.org/team/index/12280?org_id=938
2016	12280	28746	Alverno	http://stats.ncaa.org/team/index/12280?org_id=28746
2016	12280	24	Amherst	http://stats.ncaa.org/team/index/12280?org_id=24
2016	12280	939	Anderson (IN)	http://stats.ncaa.org/team/index/12280?org_id=939
2016	12280	26	Anna Maria	http://stats.ncaa.org/team/index/12280?org_id=26
2016	12280	966	Arcadia	http://stats.ncaa.org/team/index/12280?org_id=966
2016	12280	38	Augsburg	http://stats.ncaa.org/team/index/12280?org_id=38
2016	12280	40	Augustana (IL)	http://stats.ncaa.org/team/index/12280?org_id=40
2016	12280	42	Aurora	http://stats.ncaa.org/team/index/12280?org_id=42
2016	12280	953	Austin	http://stats.ncaa.org/team/index/12280?org_id=953
2016	12280	44	Averett	http://stats.ncaa.org/team/index/12280?org_id=44
2016	12280	45	Babson	http://stats.ncaa.org/team/index/12280?org_id=45
2016	12280	46	Baldwin Wallace	http://stats.ncaa.org/team/index/12280?org_id=46
2016	12280	962	Bard	http://stats.ncaa.org/team/index/12280?org_id=962
2016	12280	58	Baruch	http://stats.ncaa.org/team/index/12280?org_id=58
2016	12280	50	Bates	http://stats.ncaa.org/team/index/12280?org_id=50
2016	12280	26520	Bay Path	http://stats.ncaa.org/team/index/12280?org_id=26520
2016	12280	26107	Becker	http://stats.ncaa.org/team/index/12280?org_id=26107
2016	12280	53	Beloit	http://stats.ncaa.org/team/index/12280?org_id=53
2016	12280	296	Benedictine (IL)	http://stats.ncaa.org/team/index/12280?org_id=296
2016	12280	973	Berry	http://stats.ncaa.org/team/index/12280?org_id=973
2016	12280	59	Bethany (WV)	http://stats.ncaa.org/team/index/12280?org_id=59
2016	12280	30038	Bethany Lutheran	http://stats.ncaa.org/team/index/12280?org_id=30038
2016	12280	60	Bethel (MN)	http://stats.ncaa.org/team/index/12280?org_id=60
2016	12280	28593	Birmingham-So.	http://stats.ncaa.org/team/index/12280?org_id=28593
2016	12280	64	Blackburn	http://stats.ncaa.org/team/index/12280?org_id=64
2016	12280	987	Bluffton	http://stats.ncaa.org/team/index/12280?org_id=987
2016	12280	69	Bowdoin	http://stats.ncaa.org/team/index/12280?org_id=69
2016	12280	73	Brandeis	http://stats.ncaa.org/team/index/12280?org_id=73
2016	12280	75	Bridgewater (VA)	http://stats.ncaa.org/team/index/12280?org_id=75
2016	12280	76	Bridgewater St.	http://stats.ncaa.org/team/index/12280?org_id=76
2016	12280	78	Brockport	http://stats.ncaa.org/team/index/12280?org_id=78
2016	12280	79	Brooklyn	http://stats.ncaa.org/team/index/12280?org_id=79
2016	12280	82	Bryn Mawr	http://stats.ncaa.org/team/index/12280?org_id=82
2016	12280	84	Buena Vista	http://stats.ncaa.org/team/index/12280?org_id=84
2016	12280	85	Buffalo St.	http://stats.ncaa.org/team/index/12280?org_id=85
2016	12280	480	CCNY	http://stats.ncaa.org/team/index/12280?org_id=480
2016	12280	122	CWRU	http://stats.ncaa.org/team/index/12280?org_id=122
2016	12280	88	Cabrini	http://stats.ncaa.org/team/index/12280?org_id=88
2016	12280	1305	Cairn	http://stats.ncaa.org/team/index/12280?org_id=1305
2016	12280	105	Cal Lutheran	http://stats.ncaa.org/team/index/12280?org_id=105
2016	12280	89	Caltech	http://stats.ncaa.org/team/index/12280?org_id=89
2016	12280	114	Calvin	http://stats.ncaa.org/team/index/12280?org_id=114
2016	12280	117	Capital	http://stats.ncaa.org/team/index/12280?org_id=117
2016	12280	118	Carleton	http://stats.ncaa.org/team/index/12280?org_id=118
2016	12280	119	Carnegie Mellon	http://stats.ncaa.org/team/index/12280?org_id=119
2016	12280	120	Carroll (WI)	http://stats.ncaa.org/team/index/12280?org_id=120
2016	12280	121	Carthage	http://stats.ncaa.org/team/index/12280?org_id=121
2016	12280	123	Castleton	http://stats.ncaa.org/team/index/12280?org_id=123
2016	12280	124	Catholic	http://stats.ncaa.org/team/index/12280?org_id=124
2016	12280	23624	Cazenovia	http://stats.ncaa.org/team/index/12280?org_id=23624
2016	12280	14795	Cedar Crest	http://stats.ncaa.org/team/index/12280?org_id=14795
2016	12280	125	Centenary (LA)	http://stats.ncaa.org/team/index/12280?org_id=125
2016	12280	12884	Centenary (NJ)	http://stats.ncaa.org/team/index/12280?org_id=12884
2016	12280	126	Central (IA)	http://stats.ncaa.org/team/index/12280?org_id=126
2016	12280	132	Centre	http://stats.ncaa.org/team/index/12280?org_id=132
2016	12280	134	Chapman	http://stats.ncaa.org/team/index/12280?org_id=134
2016	12280	10972	Chatham	http://stats.ncaa.org/team/index/12280?org_id=10972
