year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2011	10420	26172	A&M-Corpus Chris	25	1178349	Vega-Vega, Zoey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178349	Jr	F	5-10	29	1	6:05	36	104	34.62	2	15	13.33	12	18	66.67	86	2.97	27	63	90	3.10	20	45	19	10	47	0
2011	10420	26172	A&M-Corpus Chris	5	852290	Davis, Jade	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=852290	Sr	G	5-9	29	23	12:37	56	213	26.29	24	101	23.76	47	58	81.03	183	6.31	5	49	54	1.86	56	88	18	3	57	0
2011	10420	26172	A&M-Corpus Chris	21	1070563	Jammer, Jessica	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070563	So	G	5-10	29	23	11:48	90	233	38.63	11	34	32.35	45	67	67.16	236	8.14	41	76	117	4.03	25	59	23	28	42	0
2011	10420	26172	A&M-Corpus Chris	23	1178347	Huff, Brandi	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178347	Fr	F	6-0	29	2	3:54	16	63	25.40	2	10	20.00	24	45	53.33	58	2.00	13	28	41	1.41	2	33	7	3	39	0
2011	10420	26172	A&M-Corpus Chris	33	1178339	Gregory, Taryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178339	Fr	G	5-6	29	4	9:31	49	148	33.11	18	63	28.57	45	55	81.82	161	5.55	9	54	63	2.17	32	58	30	1	33	0
2011	10420	26172	A&M-Corpus Chris	3	1070561	Darley, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070561	So	G	5-6	29	26	13:05	108	271	39.85	3	20	15.00	40	71	56.34	259	8.93	49	76	125	4.31	43	79	68	10	82	3
2011	10420	26172	A&M-Corpus Chris	22	1070564	Jeffery, Anitra	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070564	Sr	F	6-0	27	21	12:52	82	250	32.80	0	10	0.00	84	123	68.29	248	9.19	90	152	242	8.96	14	85	20	22	75	2
2011	10420	26172	A&M-Corpus Chris	44	852295	Scott, Adrienne	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=852295	Sr	F	6-1	25	24	11:04	109	215	50.70	2	6	33.33	127	173	73.41	347	13.88	76	108	184	7.36	12	60	23	24	83	3
2011	10420	26172	A&M-Corpus Chris	1	1178348	McMillan, Breann	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1178348	Fr	G	5-6	24	8	4:54	25	80	31.25	7	25	28.00	13	14	92.86	70	2.92	15	23	38	1.58	21	26	7	1	15	0
2011	10420	26172	A&M-Corpus Chris	11	1070562	Dunn, Imani	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1070562	So	G	5-6	19	0	3:03	6	20	30.00	2	5	40.00	12	14	85.71	26	1.37	3	10	13	0.68	12	26	7	1	19	0
2011	10420	26172	A&M-Corpus Chris	12	753837	Smith, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=753837	Sr	G	5-8	13	11	6:10	40	99	40.40	11	34	32.35	46	61	75.41	137	10.54	15	43	58	4.46	25	45	14	2	35	1
2011	10420	26172	A&M-Corpus Chris	24	964114	Robinson, Louvinia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=964114	Sr	G	5-6	10	1	1:48	6	28	21.43	0	3	0.00	1	3	33.33	13	1.30	6	4	10	1.00	4	18	7	0	10	0
2011	10420	26172	A&M-Corpus Chris	42	865403	Myles, Myeisha	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=865403	Sr	C	6-2	1	1	0:14	1	3	33.33	0	0	""	0	2	0.00	2	2.00	1	1	2	2.00	0	1	0	0	0	0
2011	10420	721	Air Force	20	1175052	Thompson, Camille	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175052	Fr	G	5-4	31	0	6:50	31	94	32.98	15	33	45.45	8	16	50.00	85	2.74	7	43	50	1.61	37	57	5	1	52	2
2011	10420	721	Air Force	34	1064378	Berger, Kelsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064378	So	F	5-11	31	8	9:00	89	212	41.98	27	71	38.03	39	56	69.64	244	7.87	22	51	73	2.35	27	44	11	4	54	1
2011	10420	721	Air Force	32	1064377	James, Dymond	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064377	So	F	5-10	31	31	15:44	140	319	43.89	2	3	66.67	74	111	66.67	356	11.48	52	160	212	6.84	40	82	20	7	99	5
2011	10420	721	Air Force	24	1064376	Hilbig, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064376	So	F	6-0	31	14	6:58	44	105	41.90	1	5	20.00	58	94	61.70	147	4.74	26	47	73	2.35	34	42	19	5	61	1
2011	10420	721	Air Force	12	1064372	Mu?iz, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064372	So	G	5-7	31	30	16:38	73	193	37.82	27	75	36.00	27	40	67.50	200	6.45	24	55	79	2.55	116	64	31	2	37	1
2011	10420	721	Air Force	2	1064370	Leipprandt, Alicia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064370	So	G	5-9	31	14	10:25	104	263	39.54	5	21	23.81	65	88	73.86	278	8.97	32	60	92	2.97	54	105	35	5	85	6
2011	10420	721	Air Force	30	965273	Satterfield, Jamela	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=965273	Jr	F	5-9	31	28	14:13	33	86	38.37	1	3	33.33	15	26	57.69	82	2.65	39	87	126	4.06	29	40	44	6	67	1
2011	10420	721	Air Force	22	845864	Beck, Raimee	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=845864	Sr	G	5-8	30	30	15:05	116	291	39.86	54	160	33.75	56	67	83.58	342	11.40	56	100	156	5.20	71	46	37	7	37	0
2011	10420	721	Air Force	15	1175051	O'Neil, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175051	Fr	C	6-1	30	0	4:51	32	73	43.84	0	0	""	22	33	66.67	86	2.87	19	43	62	2.07	6	31	23	17	47	0
2011	10420	721	Air Force	23	1064375	Wilson, Austyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064375	So	G	5-6	17	0	0:54	1	7	14.29	0	1	0.00	5	7	71.43	7	0.41	2	6	8	0.47	2	4	1	0	11	0
2011	10420	721	Air Force	25	1175054	Ivey, Michelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175054	Fr	F	5-11	10	0	2:11	10	29	34.48	0	0	""	11	19	57.89	31	3.10	13	18	31	3.10	3	3	7	0	18	1
2011	10420	721	Air Force	13	1175050	Boal, Caitlin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175050	Fr	F	5-11	5	0	0:33	5	13	38.46	1	1	100.00	6	6	100.00	17	3.40	5	5	10	2.00	0	4	2	0	6	0
2011	10420	721	Air Force	21	1175053	Bohannon, Kami	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175053	Fr	G	5-8	5	0	0:22	1	2	50.00	0	0	""	2	3	66.67	4	0.80	4	1	5	1.00	0	3	0	0	4	0
2011	10420	721	Air Force	11	1175049	Medina, Cherae	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175049	Fr	G	5-7	4	0	0:16	0	5	0.00	0	2	0.00	2	2	100.00	2	0.50	0	0	0	0.00	0	4	2	0	2	0
2011	10420	721	Air Force	33	1175056	Mueller, Bryanna	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1175056	Fr	G	5-5	2	0	0:06	1	1	100.00	0	0	""	0	0	""	2	1.00	2	0	2	1.00	0	2	0	0	1	0
2011	10420	721	Air Force	5	1064371	Sorrera, Danielle	http://stats.ncaa.org/player?game_sport_year_ctl_id=10420&stats_player_seq=1064371	So	G	5-9	1	0	0:04	0	1	0.00	0	0	""	0	2	0.00	0	0.00	1	1	2	2.00	0	1	0	0	2	0
