year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11240	30123	Academy of Art	12	1183128	Martin, Madeline	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1183128	So	G	5-5	21	0	159:00	7	19	36.84	 	2	""	 	 	""	14	0.67	7	7	14	0.67	17	16	6	 	14	 	 	 
2013	11240	30123	Academy of Art	42	1183134	Fraser, Juliua	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1183134	Sr	C	6-3	19	1	84:00	6	17	35.29	 	 	""	 	6	""	12	0.63	13	23	36	1.89	1	11	4	1	18	 	 	 
2013	11240	30123	Academy of Art	01	1402113	Encelan, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1402113	Sr	G	5-5	11	0	32:00	 	6	""	 	2	""	3	4	75.00	3	0.27	 	5	5	0.45	3	2	 	 	3	 	 	 
2013	11240	30123	Academy of Art	24	1286970	Coleman, Alexandria	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1286970	So	C	6-4	4	0	17:00	1	1	100.00	 	 	""	 	 	""	2	0.50	1	2	3	0.75	 	3	1	 	5	 	 	 
2013	11240	30123	Academy of Art	52	1402118	Champion, Kirstyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1402118	Fr	F	6-0	4	0	6:00	 	2	""	 	 	""	2	2	100.00	2	0.50	 	 	 	""	 	 	 	 	 	 	 	 
2013	11240	929	Adams St.	33	969203	Reich, Deanna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=969203	Sr	F	6-0	26	9	671:00	52	144	36.11	9	34	26.47	42	50	84.00	155	5.96	21	97	118	4.54	29	56	15	3	42	 	1	 
2013	11240	929	Adams St.	44	1074084	Peterson, Marissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1074084	Jr	F	5-8	26	26	749:00	67	172	38.95	7	17	41.18	43	57	75.44	184	7.08	53	91	144	5.54	37	55	20	5	75	 	 	 
2013	11240	929	Adams St.	10	1296516	Gonzales, Mariah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1296516	So	G	5-4	26	1	366:00	17	52	32.69	1	1	100.00	18	23	78.26	53	2.04	8	30	38	1.46	31	54	22	2	36	 	 	 
2013	11240	929	Adams St.	20	1296520	White, Keyondra	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1296520	So	G	5-5	26	23	664:00	61	210	29.05	30	88	34.09	66	91	72.53	218	8.38	13	85	98	3.77	74	103	29	7	55	1	 	 
2013	11240	929	Adams St.	23	1410651	Pauly, Ann	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410651	Jr	G	5-6	26	22	789:00	67	183	36.61	32	105	30.48	40	60	66.67	206	7.92	5	50	55	2.12	75	48	18	 	33	 	 	 
2013	11240	929	Adams St.	21	1410650	Pikula, Tessie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410650	Jr	C	5-11	26	24	731:00	69	175	39.43	1	9	11.11	51	65	78.46	190	7.31	33	98	131	5.04	20	42	20	7	53	 	1	 
2013	11240	929	Adams St.	4	1410648	Crump, Jalea	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410648	Fr	G	5-8	25	5	334:00	19	56	33.93	2	7	28.57	11	14	78.57	51	2.04	5	21	26	1.04	6	36	16	8	44	 	 	 
2013	11240	929	Adams St.	50	1410654	Hernandez, Kelly	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410654	Jr	C	6-0	24	18	648:00	101	221	45.70	12	38	31.58	85	109	77.98	299	12.46	46	100	146	6.08	13	53	15	8	54	 	2	 
2013	11240	929	Adams St.	3	1418422	Romero, Audra	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1418422	Fr	G	5-5	10	0	24:00	1	3	33.33	 	1	""	 	 	""	2	0.20	 	1	1	0.10	 	 	1	 	2	 	 	 
2013	11240	929	Adams St.	5	1410649	Betts, Elissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410649	Jr	G	5-9	9	2	177:00	18	55	32.73	8	28	28.57	10	16	62.50	54	6.00	4	22	26	2.89	7	15	6	3	11	 	 	 
2013	11240	929	Adams St.	24	1418421	Knudsen, Lacey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1418421	Fr	F	5-7	8	0	18:00	1	5	20.00	 	1	""	 	 	""	2	0.25	2	2	4	0.50	3	1	1	 	2	 	 	 
2013	11240	929	Adams St.	99	1410647	Hall, Brianna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410647	Fr	G	5-1	3	0	30:00	1	4	25.00	1	2	50.00	 	 	""	3	1.00	 	 	 	""	1	9	 	 	2	 	 	 
2013	11240	3	Adelphi	4	1397906	Nuss, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1397906	Fr	G	5-9	28	4	480:00	44	141	31.21	37	119	31.09	11	13	84.62	136	4.86	4	29	33	1.18	20	26	14	2	22	 	 	 
2013	11240	3	Adelphi	13	1292130	Milhaven, Samantha	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292130	So	F	5-11	28	18	545:00	51	143	35.66	22	72	30.56	21	31	67.74	145	5.18	30	50	80	2.86	20	46	11	1	59	2	 	 
2013	11240	3	Adelphi	05	1292129	Mannix, Kelly	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292129	So	F	5-10	28	24	821:00	108	255	42.35	70	179	39.11	40	49	81.63	326	11.64	26	124	150	5.36	41	48	39	7	45	 	3	 
2013	11240	3	Adelphi	11	1178443	Kitrys, Jessica	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1178443	Jr	F	6-0	28	26	839:00	199	390	51.03	 	2	""	83	107	77.57	481	17.18	53	154	207	7.39	32	88	25	29	64	1	5	 
2013	11240	3	Adelphi	03	1178442	Jackson, Sade	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1178442	Jr	G	5-8	28	27	961:00	137	302	45.36	23	87	26.44	63	90	70.00	360	12.86	35	135	170	6.07	203	125	77	32	75	2	7	3
2013	11240	3	Adelphi	15	1292131	Halaby, Jenna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292131	So	F	6-0	27	19	609:00	56	131	42.75	 	2	""	45	69	65.22	157	5.81	31	44	75	2.78	35	34	33	12	80	5	 	 
2013	11240	3	Adelphi	5	1397907	Flynn, Tara	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1397907	Fr	G	5-6	26	0	303:00	30	89	33.71	24	71	33.80	2	8	25.00	86	3.31	3	10	13	0.50	14	33	6	 	17	 	 	 
2013	11240	3	Adelphi	12	1397908	Ofili, Ifeanyi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1397908	Jr	F	5-7	24	1	280:00	44	101	43.56	7	24	29.17	26	37	70.27	121	5.04	14	34	48	2.00	22	34	17	2	30	 	 	 
2013	11240	3	Adelphi	14	1178441	Flynn, Shannon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1178441	Jr	G	5-8	21	14	492:00	32	87	36.78	16	56	28.57	10	15	66.67	90	4.29	23	37	60	2.86	15	19	38	 	35	 	 	 
2013	11240	3	Adelphi	1	1397905	O'Brien, Melanie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1397905	Jr	F	5-9	18	0	121:00	12	29	41.38	1	1	100.00	3	7	42.86	28	1.56	10	20	30	1.67	3	12	 	1	24	1	 	 
2013	11240	3	Adelphi	23	1292132	Gonsalves, Brenna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292132	So	F	5-10	15	1	127:00	7	26	26.92	4	15	26.67	5	8	62.50	23	1.53	6	16	22	1.47	4	14	2	 	5	 	 	 
2013	11240	3	Adelphi	52	1397910	Elliot, Grace	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1397910	Fr	C	6-2	15	0	103:00	4	20	20.00	 	 	""	4	12	33.33	12	0.80	13	11	24	1.60	10	13	5	5	19	 	 	 
2013	11240	3	Adelphi	25	1397909	O'Brien, Kristen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1397909	Fr	G	5-8	5	1	20:00	3	7	42.86	 	 	""	 	 	""	6	1.20	1	1	2	0.40	 	1	 	 	1	 	 	 
2013	11240	10	Ala.-Huntsville	22	1290663	Kelley, Natalie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290663	Sr	F	6-1	33	32	846:00	95	185	51.35	 	3	""	41	48	85.42	231	7.00	98	141	239	7.24	26	42	33	37	84	1	3	 
2013	11240	10	Ala.-Huntsville	2	1188358	Hammon, Jasmine	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1188358	Jr	G	5-9	33	33	1005:00	186	507	36.69	44	130	33.85	166	222	74.77	582	17.64	88	78	166	5.03	39	82	70	14	61	1	1	 
2013	11240	10	Ala.-Huntsville	30	1290664	Duncan, Morgan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290664	Sr	G	5-9	33	6	508:00	42	122	34.43	19	66	28.79	31	44	70.45	134	4.06	17	39	56	1.70	28	58	17	2	35	 	 	 
2013	11240	10	Ala.-Huntsville	32	1410659	Jarnagin, Halle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410659	Fr	G	6-1	33	29	709:00	63	213	29.58	20	76	26.32	79	108	73.15	225	6.82	49	158	207	6.27	26	77	32	10	93	3	3	 
2013	11240	10	Ala.-Huntsville	3	1290658	Steinert, Shannon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290658	So	G	5-7	33	4	312:00	15	69	21.74	13	53	24.53	6	17	35.29	49	1.48	13	29	42	1.27	20	34	19	1	37	 	 	 
2013	11240	10	Ala.-Huntsville	15	1290661	Bishop, Alysse	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290661	So	G	5-3	33	14	552:00	31	101	30.69	5	31	16.13	16	23	69.57	83	2.52	29	37	66	2.00	34	45	32	 	76	2	 	 
2013	11240	10	Ala.-Huntsville	1	1290657	Robinson, Bailee	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290657	Sr	G	5-7	32	16	617:00	58	174	33.33	32	99	32.32	45	54	83.33	193	6.03	22	62	84	2.62	47	50	24	 	29	1	 	 
2013	11240	10	Ala.-Huntsville	14	1188360	Smith, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1188360	Jr	G	5-8	32	29	964:00	144	425	33.88	66	220	30.00	128	185	69.19	482	15.06	31	101	132	4.12	79	82	43	5	56	1	 	 
2013	11240	10	Ala.-Huntsville	12	1290660	Newton, Juanice	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290660	So	F	6-1	32	1	437:00	30	74	40.54	 	 	""	32	54	59.26	92	2.88	54	61	115	3.59	8	28	24	8	65	1	 	 
2013	11240	10	Ala.-Huntsville	21	1410661	Jones, Kendra	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410661	So	F	5-11	31	1	471:00	40	114	35.09	5	19	26.32	27	42	64.29	112	3.61	24	52	76	2.45	11	44	14	6	64	1	 	 
2013	11240	10	Ala.-Huntsville	10	1410663	Saunders, Dina	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410663	Fr	G	5-7	13	0	56:00	5	21	23.81	3	10	30.00	11	12	91.67	24	1.85	2	4	6	0.46	2	6	4	 	8	 	 	 
2013	11240	10	Ala.-Huntsville	33	1410662	Saunders, Josi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410662	Fr	G	5-7	13	0	50:00	5	14	35.71	3	8	37.50	3	4	75.00	16	1.23	3	3	6	0.46	2	7	1	 	10	 	 	 
2013	11240	10	Ala.-Huntsville	40	1410660	Jarnagin, Sara	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1410660	Fr	F	6-2	8	0	37:00	 	6	""	 	1	""	1	2	50.00	1	0.12	3	5	8	1.00	 	2	 	 	7	 	 	 
2013	11240	10	Ala.-Huntsville	20	1290662	Nimes, Francheska	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290662	Sr	G	5-6	5	0	11:00	1	6	16.67	 	4	""	5	6	83.33	7	1.40	1	 	1	0.20	 	2	1	 	1	 	 	 
2013	11240	10	Ala.-Huntsville	5	1188365	Bryant, Chelsi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1188365	So	G	5-9	3	0	11:00	 	3	""	 	3	""	 	 	""	 	""	1	2	3	1.00	 	1	 	1	3	 	 	 
2013	11240	10	Ala.-Huntsville	4	1290659	McLendon, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290659	So	G	5-6	2	0	6:00	 	1	""	 	1	""	2	4	50.00	2	1.00	1	 	1	0.50	 	2	 	 	1	 	 	 
2013	11240	10	Ala.-Huntsville	55	1290666	Tomaszewski, Marisa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1290666	So	F	5-10	2	0	9:00	 	 	""	 	 	""	2	2	100.00	2	1.00	 	3	3	1.50	 	 	1	 	 	 	 	 
2013	11240	11	Alas. Anchorage	12	1398720	Buchanan, Jenna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1398720	Fr	G	5-8	27	20	733:00	81	182	44.51	29	85	34.12	15	21	71.43	206	7.63	39	75	114	4.22	51	42	31	4	58	1	 	 
2013	11240	11	Alas. Anchorage	23	1075019	Horn, Alysa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1075019	Sr	F	6-0	27	27	965:00	142	350	40.57	29	89	32.58	103	140	73.57	416	15.41	77	167	244	9.04	47	67	44	34	83	2	8	 
2013	11240	11	Alas. Anchorage	25	1300189	Madison, Jessica	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1300189	Fr	G	5-8	27	18	752:00	94	218	43.12	36	114	31.58	34	41	82.93	258	9.56	32	59	91	3.37	39	40	28	4	63	1	 	 
2013	11240	11	Alas. Anchorage	10	1398719	Hutchins, Alyssa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1398719	Fr	G	5-7	25	2	225:00	16	55	29.09	14	45	31.11	3	5	60.00	49	1.96	3	8	11	0.44	20	16	9	 	12	 	 	 
2013	11240	11	Alas. Anchorage	43	1187656	Burns, Kylie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1187656	Jr	G	5-8	24	24	801:00	87	212	41.04	26	82	31.71	55	74	74.32	255	10.62	54	120	174	7.25	43	58	27	3	57	1	2	 
2013	11240	11	Alas. Anchorage	13	1189625	King, Sasha	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1189625	Sr	G	5-5	23	22	769:00	118	298	39.60	59	159	37.11	63	78	80.77	358	15.57	5	48	53	2.30	136	98	66	11	59	1	2	 
2013	11240	11	Alas. Anchorage	5	1075016	Martin, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1075016	Sr	G	5-6	21	6	442:00	45	87	51.72	16	34	47.06	11	14	78.57	117	5.57	19	40	59	2.81	13	21	12	 	26	 	 	 
2013	11240	11	Alas. Anchorage	2	1398716	Brewster, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1398716	Jr	F	5-10	17	0	53:00	1	6	16.67	 	 	""	3	5	60.00	5	0.29	5	9	14	0.82	 	4	1	2	10	 	 	 
2013	11240	11	Alas. Anchorage	4	1298901	Madison, Alli	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1298901	So	G	5-8	14	7	382:00	49	133	36.84	12	31	38.71	23	34	67.65	133	9.50	15	36	51	3.64	36	45	14	 	24	 	1	 
2013	11240	11	Alas. Anchorage	11	1398718	Harris, Mariesha	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1398718	Jr	G	5-10	9	9	259:00	30	73	41.10	 	1	""	25	29	86.21	85	9.44	13	25	38	4.22	29	24	20	1	21	1	 	 
2013	11240	11	Alas. Anchorage	24	1398721	Wilson, Jamie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1398721	Jr	G	5-7	8	0	19:00	 	3	""	 	3	""	 	 	""	 	""	1	3	4	0.50	 	1	 	 	1	 	 	 
2013	11240	12	Alas. Fairbanks	44	1406342	O'Neal, Ruth	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406342	Jr	F	5-9	26	4	340:00	48	104	46.15	1	6	16.67	18	32	56.25	115	4.42	39	64	103	3.96	24	31	11	7	23	 	1	 
2013	11240	12	Alas. Fairbanks	01	1292062	Altenburg, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292062	Sr	G	6-0	26	26	739:00	94	249	37.75	8	51	15.69	62	85	72.94	258	9.92	55	109	164	6.31	46	61	44	19	61	1	1	 
2013	11240	12	Alas. Fairbanks	22	1292061	Lovato, Jacqueline	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292061	Sr	F	5-11	26	22	752:00	68	205	33.17	39	153	25.49	33	36	91.67	208	8.00	35	80	115	4.42	19	39	15	3	32	 	 	 
2013	11240	12	Alas. Fairbanks	23	1292054	Atoruk, Marissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292054	Jr	G	5-6	26	2	296:00	38	123	30.89	32	101	31.68	6	9	66.67	114	4.38	14	21	35	1.35	7	12	7	2	26	 	 	 
2013	11240	12	Alas. Fairbanks	33	1406341	Thornton, Samantha	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406341	Jr	F	5-11	25	10	395:00	61	151	40.40	3	10	30.00	33	43	76.74	158	6.32	28	64	92	3.68	15	37	12	17	59	2	2	 
2013	11240	12	Alas. Fairbanks	04	1292056	Bulaya, Benissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292056	So	G	5-6	25	24	742:00	86	180	47.78	2	11	18.18	45	94	47.87	219	8.76	23	59	82	3.28	88	100	52	 	60	3	 	 
2013	11240	12	Alas. Fairbanks	12	1292058	Logue, Kelly	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1292058	So	G	5-9	24	20	692:00	68	205	33.17	10	52	19.23	26	53	49.06	172	7.17	24	79	103	4.29	61	58	63	15	70	4	 	 
2013	11240	12	Alas. Fairbanks	13	1406336	Kirk, Brianna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406336	Fr	G	5-8	24	0	321:00	32	75	42.67	8	21	38.10	6	12	50.00	78	3.25	35	41	76	3.17	19	32	14	1	36	 	1	 
2013	11240	12	Alas. Fairbanks	50	1406343	Bartleson, Jacqueline	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406343	Jr	C	6-2	15	7	147:00	26	69	37.68	 	4	""	5	10	50.00	57	3.80	11	20	31	2.07	8	6	8	1	15	 	 	 
2013	11240	12	Alas. Fairbanks	32	1406338	Fultz, April	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406338	Jr	G	5-6	13	8	309:00	59	161	36.65	5	25	20.00	33	55	60.00	156	12.00	37	30	67	5.15	18	39	28	3	30	2	 	 
2013	11240	12	Alas. Fairbanks	30	1406339	Newman, Janessa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406339	Fr	G	5-8	10	0	67:00	1	13	7.69	1	7	14.29	 	2	""	3	0.30	 	2	2	0.20	3	3	1	 	2	 	 	 
2013	11240	12	Alas. Fairbanks	21	1406337	Kleber, Greer	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406337	Fr	G	5-7	10	0	53:00	5	10	50.00	 	2	""	1	1	100.00	11	1.10	3	6	9	0.90	4	4	1	 	1	 	 	 
2013	11240	12	Alas. Fairbanks	05	1406334	Lewis, Destini	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406334	Jr	G	5-4	9	5	211:00	11	50	22.00	9	31	29.03	5	6	83.33	36	4.00	7	18	25	2.78	24	35	9	1	33	2	 	 
2013	11240	12	Alas. Fairbanks	11	1406335	Boxley, Teanna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1406335	Sr	G	5-5	7	2	119:00	18	48	37.50	5	19	26.32	8	12	66.67	49	7.00	7	9	16	2.29	9	18	8	 	16	 	 	 
