year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11240	4	Adrian	10	1414487	McElroy, Antoinea	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414487	Fr	G	5-4	24	1	431:00	65	186	34.95	1	16	6.25	38	48	79.17	169	7.04	44	80	124	5.17	23	57	30	13	46	 	3	 
2013	11240	4	Adrian	23	1294952	Rhoads, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1294952	Jr	F	5-7	24	22	641:00	58	200	29.00	22	83	26.51	58	75	77.33	196	8.17	25	33	58	2.42	35	49	29	1	33	1	 	 
2013	11240	4	Adrian	15	1182995	Dockery, Laqwana	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1182995	Jr	G	5-8	24	10	557:00	69	202	34.16	9	49	18.37	56	84	66.67	203	8.46	43	59	102	4.25	17	50	17	16	54	 	 	 
2013	11240	4	Adrian	14	1414489	Shelton, Traevie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414489	So	F	5-9	23	12	333:00	20	73	27.40	 	 	""	8	30	26.67	48	2.09	25	44	69	3.00	12	27	23	17	44	1	 	 
2013	11240	4	Adrian	11	1300937	Fougerousse, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1300937	Jr	G	5-5	23	17	594:00	59	181	32.60	48	137	35.04	14	19	73.68	180	7.83	13	32	45	1.96	49	61	19	 	40	 	 	 
2013	11240	4	Adrian	44	1414493	Broggi, Angela	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414493	Fr	F	5-10	22	4	319:00	24	55	43.64	 	 	""	9	15	60.00	57	2.59	22	43	65	2.95	13	20	8	2	26	 	 	 
2013	11240	4	Adrian	33	1079645	Walker, Rachael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1079645	Sr	G	5-7	22	10	334:00	48	147	32.65	19	57	33.33	7	8	87.50	122	5.55	13	28	41	1.86	15	46	7	1	17	 	1	 
2013	11240	4	Adrian	32	1183001	Byers, Jasmine	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1183001	Sr	F	5-11	21	15	460:00	38	95	40.00	 	1	""	19	43	44.19	95	4.52	59	80	139	6.62	27	36	17	18	52	2	2	 
2013	11240	4	Adrian	21	1414491	McCullough, Amber	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414491	Fr	G	5-7	19	1	208:00	22	43	51.16	 	1	""	6	9	66.67	50	2.63	19	37	56	2.95	4	18	10	8	41	2	 	 
2013	11240	4	Adrian	34	1079642	Boggs, Nicole	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1079642	Sr	G	5-7	14	12	294:00	18	70	25.71	11	44	25.00	12	18	66.67	59	4.21	17	19	36	2.57	29	30	6	 	23	 	 	 
2013	11240	4	Adrian	20	1414490	Fulton, Crystal	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414490	Fr	G	5-8	13	8	166:00	2	18	11.11	 	3	""	6	14	42.86	10	0.77	10	17	27	2.08	10	27	11	3	22	 	 	 
2013	11240	4	Adrian	12	1414488	Anderson, Raven	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414488	So	G	5-7	10	0	160:00	30	72	41.67	1	3	33.33	11	19	57.89	72	7.20	16	28	44	4.40	6	26	8	2	17	 	 	 
2013	11240	4	Adrian	40	1294953	Van Gessel, Amy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1294953	Jr	F	5-10	8	8	228:00	36	85	42.35	1	3	33.33	21	30	70.00	94	11.75	18	30	48	6.00	10	17	5	 	20	 	 	 
2013	11240	4	Adrian	25	1294951	Owens, Jasmyne	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1294951	So	F	5-11	6	0	25:00	4	11	36.36	 	3	""	1	1	100.00	9	1.50	1	3	4	0.67	 	4	 	 	2	 	 	 
2013	11240	4	Adrian	30	1414492	Cannon, Nadia	http://stats.ncaa.org/player?game_sport_year_ctl_id=11240&stats_player_seq=1414492	Fr	C	6-3	6	0	49:00	3	9	33.33	 	 	""	 	1	""	6	1.00	5	4	9	1.50	 	6	1	5	10	 	 	 
