year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11240	2	Abilene Christian	-	Totals	-	-	-	-	-	5592:00	688	1,644	41.85	236	712	33.15	483	652	74.08	2,095	74.82	330	783	1,113	39.75	416	497	259	112	505	8	 	 
2013	11240	2	Abilene Christian	-	Opponent Totals	-	-	-	-	-	5586:00	606	1,718	35.27	131	526	24.90	396	570	69.47	1,739	62.11	424	724	1,148	41.00	341	547	232	72	570	14	 	 
2013	11240	30123	Academy of Art	-	Totals	-	-	-	-	-	6450:00	871	2,319	37.56	176	654	26.91	475	739	64.28	2,393	74.78	596	852	1,448	45.25	529	539	476	152	606	9	 	 
2013	11240	30123	Academy of Art	-	Opponent Totals	-	-	-	-	-	6450:00	709	1,854	38.24	151	499	30.26	485	722	67.17	2,054	64.19	413	953	1,366	42.69	420	796	259	98	618	20	 	 
2013	11240	929	Adams St.	-	Totals	-	-	-	-	-	5201:00	474	1,280	37.03	103	331	31.12	366	485	75.46	1,417	54.50	243	662	905	34.81	296	485	163	43	409	1	 	 
2013	11240	929	Adams St.	-	Opponent Totals	-	-	-	-	-	5202:00	587	1,452	40.43	136	456	29.82	297	415	71.57	1,607	61.81	266	612	878	33.77	353	364	223	76	437	 	 	 
2013	11240	3	Adelphi	-	Totals	-	-	-	-	-	5701:00	727	1,721	42.24	204	628	32.48	313	446	70.18	1,971	70.39	298	746	1,044	37.29	419	499	267	91	477	11	 	 
2013	11240	3	Adelphi	-	Opponent Totals	-	-	-	-	-	5707:00	705	1,734	40.66	133	454	29.30	365	547	66.73	1,908	68.14	380	765	1,145	40.89	341	517	243	78	432	7	 	 
2013	11240	10	Ala.-Huntsville	-	Totals	-	-	-	-	-	6601:00	715	2,035	35.14	210	724	29.01	595	827	71.95	2,235	67.73	526	870	1,396	42.30	322	568	315	84	630	11	 	 
2013	11240	10	Ala.-Huntsville	-	Opponent Totals	-	-	-	-	-	6598:00	762	1,936	39.36	162	532	30.45	537	780	68.85	2,223	67.36	439	906	1,345	40.76	420	611	285	129	629	12	 	 
2013	11240	11	Alas. Anchorage	-	Totals	-	-	-	-	-	5400:00	663	1,617	41.00	221	643	34.37	335	441	75.96	1,882	69.70	318	636	954	35.33	414	418	252	59	414	7	 	 
2013	11240	11	Alas. Anchorage	-	Opponent Totals	-	-	-	-	-	5400:00	646	1,559	41.44	154	507	30.37	299	422	70.85	1,745	64.63	325	669	994	36.81	429	508	204	94	405	10	 	 
2013	11240	12	Alas. Fairbanks	-	Totals	-	-	-	-	-	5225:00	617	1,649	37.42	123	494	24.90	281	450	62.44	1,638	63.00	379	656	1,035	39.81	349	483	274	69	474	14	 	 
2013	11240	12	Alas. Fairbanks	-	Opponent Totals	-	-	-	-	-	5224:00	658	1,634	40.27	162	480	33.75	419	562	74.56	1,897	72.96	384	739	1,123	43.19	369	461	231	95	403	3	 	 
2013	11240	13	Albany St. (GA)	-	Totals	-	-	-	-	-	5249:00	566	1,508	37.53	151	463	32.61	340	496	68.55	1,623	62.42	330	697	1,027	39.50	272	525	240	62	442	6	 	 
