game_id	section_id	team_id	team_name	team_url	period_scores
2690306	0	216	Emory & Henry	http://stats.ncaa.org/team/index/11560?org_id=216	[15, 23, 38]
2690306	1	563	Radford	http://stats.ncaa.org/team/index/11560?org_id=563	[36, 38, 74]
2693453	0	11538	Fontbonne	http://stats.ncaa.org/team/index/11560?org_id=11538	[26, 13, 39]
2693453	1	395	Maryville (MO)	http://stats.ncaa.org/team/index/11560?org_id=395	[47, 46, 93]
2697053	0	1400	Texas Lutheran	http://stats.ncaa.org/team/index/11560?org_id=1400	[36, 37, 73]
2697053	1	2	Abilene Christian	http://stats.ncaa.org/team/index/11560?org_id=2	[61, 50, 111]
2697461	0	1355	Schreiner	http://stats.ncaa.org/team/index/11560?org_id=1355	[23, 23, 46]
2697461	1	536	UTRGV	http://stats.ncaa.org/team/index/11560?org_id=536	[40, 47, 87]
2700554	0	30035	Crown (MN)	http://stats.ncaa.org/team/index/11560?org_id=30035	[17, 26, 43]
2700554	1	8736	Southwest Minn. St.	http://stats.ncaa.org/team/index/11560?org_id=8736	[53, 48, 101]
2703467	0	1182	Louisiana Col.	http://stats.ncaa.org/team/index/11560?org_id=1182	[26, 26, 52]
2703467	1	498	La.-Monroe	http://stats.ncaa.org/team/index/11560?org_id=498	[47, 45, 92]
2704013	0	1450	Westminster (MO)	http://stats.ncaa.org/team/index/11560?org_id=1450	[24, 28, 52]
2704013	1	435	Missouri S&T	http://stats.ncaa.org/team/index/11560?org_id=435	[45, 40, 85]
2704033	0	1124	Hendrix	http://stats.ncaa.org/team/index/11560?org_id=1124	[17, 27, 44]
2704033	1	1123	Henderson St.	http://stats.ncaa.org/team/index/11560?org_id=1123	[42, 38, 80]
2704173	0	8968	Eastern	http://stats.ncaa.org/team/index/11560?org_id=8968	[29, 21, 50]
2704173	1	391	UMBC	http://stats.ncaa.org/team/index/11560?org_id=391	[35, 24, 59]
2706836	0	374	Lynchburg	http://stats.ncaa.org/team/index/11560?org_id=374	[30, 19, 49]
2706836	1	563	Radford	http://stats.ncaa.org/team/index/11560?org_id=563	[41, 31, 72]
2706993	0	84	Buena Vista	http://stats.ncaa.org/team/index/11560?org_id=84	[24, 33, 57]
2706993	1	383	Minn. St. Mankato	http://stats.ncaa.org/team/index/11560?org_id=383	[56, 63, 119]
2708474	0	24400	Concordia (TX)	http://stats.ncaa.org/team/index/11560?org_id=24400	[15, 16, 31]
2708474	1	1334	St. Edward's	http://stats.ncaa.org/team/index/11560?org_id=1334	[36, 41, 77]
2717373	0	134	Chapman	http://stats.ncaa.org/team/index/11560?org_id=134	[41, 40, 81]
2717373	1	475	SUNY New Paltz	http://stats.ncaa.org/team/index/11560?org_id=475	[32, 40, 72]
2717533	0	27901	Mount Ida	http://stats.ncaa.org/team/index/11560?org_id=27901	[16, 23, 39]
2717533	1	73	Brandeis	http://stats.ncaa.org/team/index/11560?org_id=73	[39, 35, 74]
2717853	0	526	SUNY Oneonta	http://stats.ncaa.org/team/index/11560?org_id=526	[37, 33, 70]
2717853	1	267	Hamilton	http://stats.ncaa.org/team/index/11560?org_id=267	[38, 27, 65]
2717868	0	1064	Eastern Nazarene	http://stats.ncaa.org/team/index/11560?org_id=1064	[24, 35, 59]
2717868	1	151	Colby	http://stats.ncaa.org/team/index/11560?org_id=151	[37, 40, 77]
2718054	0	227	Fitchburg St.	http://stats.ncaa.org/team/index/11560?org_id=227	[45, 32, 77]
2718054	1	152	Colby-Sawyer	http://stats.ncaa.org/team/index/11560?org_id=152	[33, 31, 64]
2718146	0	30035	Crown (MN)	http://stats.ncaa.org/team/index/11560?org_id=30035	[29, 24, 53]
