year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2017	12500	26172	A&M-Corpus Chris	15	1511599	Mbamalu, Brittany	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1511599	Jr	G	5-8	15	7	398:00	51	157	32.48	36	113	31.86	19	26	73.08	157	10.47	11	41	52	3.47	15	32	11	3	23	15	""	1	""
2017	12500	26172	A&M-Corpus Chris	03	1843824	Carter, Rayanna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1843824	Fr	G	5-6	9	0	39:00	2	7	28.57	1	3	33.33	""	""	""	5	0.56	2	3	5	0.56	2	4	3	1	3	9	""	""	""
2017	12500	26172	A&M-Corpus Chris	30	1734565	Cottrell, Sydney-Anne	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1734565	So	G	5-4	8	0	26:00	3	7	42.86	2	5	40.00	1	2	50.00	9	1.12	1	2	3	0.38	2	3	""	""	1	8	""	""	""
2017	12500	2	Abilene Christian	22	1620778	Allen, Sierra	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1620778	Jr	C	6-1	19	0	330:00	53	110	48.18	15	40	37.50	5	8	62.50	126	6.63	20	42	62	3.26	4	39	6	3	37	19	""	1	""
2017	12500	2	Abilene Christian	32	1508462	Dimba, Lizzy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1508462	Sr	F	5-11	19	19	543:00	65	153	42.48	25	65	38.46	51	75	68.00	206	10.84	42	90	132	6.95	28	38	25	8	42	19	1	5	""
2017	12500	2	Abilene Christian	23	1508463	Dimba, Suzzy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1508463	Sr	F	5-11	19	19	585:00	85	200	42.50	27	86	31.40	34	47	72.34	231	12.16	49	83	132	6.95	59	49	41	33	61	19	5	3	""
2017	12500	2	Abilene Christian	33	1508470	Shelstead, Sydney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1508470	Sr	F	6-3	19	19	532:00	76	186	40.86	4	18	22.22	73	99	73.74	229	12.05	57	114	171	9.00	19	47	19	11	57	19	1	4	""
2017	12500	2	Abilene Christian	10	1849070	Wright, Breanna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1849070	Fr	G	5-8	19	18	598:00	33	90	36.67	15	65	23.08	23	33	69.70	104	5.47	33	25	58	3.05	67	62	16	4	27	19	""	""	""
2017	12500	2	Abilene Christian	3	1849069	Golightly, Dominique	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1849069	Fr	F	5-11	19	0	228:00	22	60	36.67	18	50	36.00	5	6	83.33	67	3.53	8	16	24	1.26	8	18	8	3	14	19	""	""	""
2017	12500	2	Abilene Christian	11	1735848	Williamson, Sara	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1735848	So	G	5-10	19	9	346:00	30	62	48.39	4	14	28.57	28	36	77.78	92	4.84	18	24	42	2.21	48	36	16	8	25	19	""	""	""
2017	12500	2	Abilene Christian	14	1849072	Herrera, Pamela	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1849072	Fr	G	5-6	17	0	127:00	9	25	36.00	2	9	22.22	9	10	90.00	29	1.71	6	20	26	1.53	16	21	5	""	12	17	""	""	""
2017	12500	2	Abilene Christian	25	1849073	Kirgan, Lexi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1849073	Fr	C	6-4	15	0	70:00	9	20	45.00	""	2	0.00	""	""	""	18	1.20	2	8	10	0.67	""	3	1	2	17	15	""	""	""
2017	12500	2	Abilene Christian	15	1508467	Mason, Alexis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1508467	Sr	G	5-9	14	11	432:00	73	191	38.22	40	126	31.75	33	41	80.49	219	15.64	16	32	48	3.43	38	39	22	4	24	14	""	""	""
2017	12500	2	Abilene Christian	13	1849071	Oluoch, Taudenciah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1849071	Jr	C	6-3	8	0	21:00	4	9	44.44	""	""	""	4	6	66.67	12	1.50	5	2	7	0.88	""	1	""	""	3	8	""	""	""
2017	12500	2	Abilene Christian	5	1735849	Martin, Mckenzie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1735849	So	F	6-2	2	0	13:00	6	11	54.55	4	7	57.14	""	""	""	16	8.00	1	1	2	1.00	""	""	""	""	""	2	""	""	""
2017	12500	721	Air Force	55	1845216	Huffman, Kassady	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1845216	Fr	F	6-2	18	16	468:00	46	120	38.33	1	6	16.67	52	80	65.00	145	8.06	24	73	97	5.39	9	34	12	38	35	18	""	""	""
2017	12500	721	Air Force	33	1845214	Forde, Mariah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1845214	Fr	G	5-10	18	16	491:00	61	173	35.26	29	92	31.52	35	44	79.55	186	10.33	10	27	37	2.06	25	62	17	3	46	18	3	""	""
2017	12500	721	Air Force	12	1845209	Davis, Kailin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1845209	Fr	G	5-11	18	8	480:00	59	157	37.58	26	84	30.95	19	31	61.29	163	9.06	9	34	43	2.39	9	42	15	4	34	18	""	""	""
2017	12500	721	Air Force	0	1624333	Bennett, Dee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624333	Jr	F	6-0	18	17	527:00	42	138	30.43	3	14	21.43	36	51	70.59	123	6.83	37	117	154	8.56	32	52	16	9	42	18	1	4	""
2017	12500	721	Air Force	10	1733116	Itugbu, Vennessannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1733116	So	G	5-9	18	12	298:00	11	44	25.00	""	2	0.00	6	13	46.15	28	1.56	27	17	44	2.44	12	27	14	2	43	18	1	""	""
2017	12500	721	Air Force	11	1624331	Porter, Cortney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624331	Jr	G	5-9	18	16	512:00	65	174	37.36	2	14	14.29	25	39	64.10	157	8.72	20	64	84	4.67	55	52	30	""	52	18	3	1	""
2017	12500	721	Air Force	32	1733121	Glaab, Darby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1733121	So	F	5-11	16	1	152:00	5	13	38.46	""	""	""	5	6	83.33	15	0.94	9	12	21	1.31	2	9	4	1	20	16	""	""	""
2017	12500	721	Air Force	25	1624335	Chapman, Erika	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624335	Jr	F	5-10	14	0	285:00	29	82	35.37	1	4	25.00	22	35	62.86	81	5.79	15	22	37	2.64	16	28	10	2	27	14	""	""	""
2017	12500	721	Air Force	5	1624330	Falvey, Sarah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624330	Sr	G	5-6	11	0	64:00	""	7	0.00	""	2	0.00	1	2	50.00	1	0.09	""	3	3	0.27	5	7	""	""	11	11	""	""	""
2017	12500	721	Air Force	15	1845211	Emeka, Ifeoma	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1845211	Fr	G	5-10	8	0	132:00	7	29	24.14	""	""	""	11	25	44.00	25	3.12	9	19	28	3.50	3	15	9	4	27	8	1	""	""
2017	12500	721	Air Force	34	1845215	Rosich, Patricia	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1845215	Fr	G	5-10	7	0	44:00	""	12	0.00	""	4	0.00	4	4	100.00	4	0.57	4	""	4	0.57	3	6	2	""	4	7	""	""	""
2017	12500	721	Air Force	20	1733119	Wall, Cheyenne	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1733119	So	F	6-1	6	2	93:00	5	24	20.83	""	""	""	5	10	50.00	15	2.50	5	11	16	2.67	""	13	""	""	14	6	""	""	""
2017	12500	721	Air Force	22	1845212	Pierce, Sarah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1845212	Fr	G	5-7	2	2	54:00	7	23	30.43	5	13	38.46	3	4	75.00	22	11.00	5	5	10	5.00	2	6	""	""	7	2	""	""	""
2017	12500	5	Akron	11	1624226	Sefcik, Megan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624226	So	G	5-10	18	2	402:00	59	154	38.31	43	115	37.39	17	18	94.44	178	9.89	1	48	49	2.72	19	22	11	4	21	18	""	""	""
2017	12500	5	Akron	22	1514588	Plybon, Hannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1514588	Sr	G	5-9	18	18	580:00	100	269	37.17	53	153	34.64	73	89	82.02	326	18.11	15	82	97	5.39	29	37	16	4	34	18	""	3	""
2017	12500	5	Akron	24	1514589	Ricketts, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1514589	Sr	G	5-11	18	18	483:00	72	158	45.57	17	35	48.57	31	47	65.96	192	10.67	26	56	82	4.56	19	44	14	4	32	18	""	1	""
2017	12500	5	Akron	01	1624220	Ball, Alli	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624220	Jr	F	6-1	18	12	314:00	23	76	30.26	5	35	14.29	17	28	60.71	68	3.78	17	48	65	3.61	23	24	8	8	35	18	""	""	""
2017	12500	5	Akron	14	1624221	Burry, Greta	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624221	Jr	F	6-1	18	18	395:00	41	81	50.62	""	""	""	30	49	61.22	112	6.22	44	55	99	5.50	19	26	7	16	53	18	2	2	""
2017	12500	5	Akron	10	1847027	Vari, Caitlin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847027	Fr	F	6-1	18	0	210:00	16	29	55.17	""	""	""	6	14	42.86	38	2.11	20	37	57	3.17	2	8	3	13	33	18	""	""	""
2017	12500	5	Akron	03	1847025	Edmonds, Shaunay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847025	Fr	G	5-4	18	18	467:00	47	135	34.81	4	19	21.05	20	26	76.92	118	6.56	5	26	31	1.72	63	62	34	4	29	18	""	""	""
2017	12500	5	Akron	00	1847023	Gordon, Brittany	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847023	Sr	G	5-8	18	0	229:00	12	33	36.36	2	7	28.57	1	2	50.00	27	1.50	2	18	20	1.11	49	28	2	1	16	18	""	""	""
2017	12500	5	Akron	04	1847026	Harmon, Shayna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847026	Fr	G	5-9	17	0	158:00	15	48	31.25	4	17	23.53	5	12	41.67	39	2.29	9	21	30	1.76	8	15	4	1	6	17	""	""	""
2017	12500	5	Akron	05	1847029	Reinoehl, Haliegh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847029	Fr	F	6-1	17	4	256:00	23	73	31.51	8	32	25.00	5	6	83.33	59	3.47	22	40	62	3.65	10	15	6	6	28	17	""	""	""
2017	12500	5	Akron	12	1624223	Hung, Lauren	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624223	Jr	G	5-8	13	0	53:00	4	14	28.57	3	11	27.27	2	4	50.00	13	1.00	""	4	4	0.31	""	3	1	""	2	13	""	""	""
2017	12500	5	Akron	02	1847024	Clay, Alyssa	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847024	Fr	G	5-9	8	0	27:00	3	8	37.50	2	4	50.00	""	""	""	8	1.00	3	4	7	0.88	""	""	""	""	1	8	""	""	""
2017	12500	5	Akron	34	1736140	Walker, Fredniqua	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1736140	So	F	6-1	7	0	28:00	4	6	66.67	""	""	""	""	""	""	8	1.14	4	5	9	1.29	2	5	1	""	10	7	""	""	""
2017	12500	5	Akron	20	1847028	Kurucz, Brooke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847028	Fr	G	5-10	7	0	23:00	4	6	66.67	1	2	50.00	4	6	66.67	13	1.86	1	4	5	0.71	4	6	""	1	3	7	""	""	""
2017	12500	8	Alabama	25	1847623	Knight, Ashley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847623	Fr	F	6-5	21	2	364:00	65	119	54.62	""	""	""	26	47	55.32	156	7.43	51	67	118	5.62	6	22	8	55	39	21	1	2	""
2017	12500	8	Alabama	20	1847622	Williams, Ashley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847622	Jr	F	6-0	21	19	455:00	45	120	37.50	""	""	""	52	79	65.82	142	6.76	52	60	112	5.33	17	41	16	3	40	21	""	1	""
2017	12500	8	Alabama	13	1847621	Knight, Coco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847621	Jr	G	5-7	21	0	240:00	27	65	41.54	""	""	""	16	26	61.54	70	3.33	12	26	38	1.81	19	21	15	""	17	21	""	""	""
2017	12500	8	Alabama	5	1847619	da Silva, Alana	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847619	Jr	G	5-6	21	0	212:00	12	37	32.43	3	16	18.75	3	13	23.08	30	1.43	2	21	23	1.10	28	22	7	1	8	21	""	""	""
2017	12500	8	Alabama	3	1847618	Lewis, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847618	Fr	G	5-7	21	21	647:00	67	181	37.02	20	67	29.85	59	94	62.77	213	10.14	23	62	85	4.05	89	67	36	""	39	21	2	""	""
2017	12500	8	Alabama	23	1735112	Wade, Shaquera	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1735112	So	G	6-0	21	21	600:00	89	192	46.35	19	53	35.85	40	59	67.80	237	11.29	39	95	134	6.38	34	41	43	8	54	21	""	3	""
2017	12500	8	Alabama	11	1624489	Cook, Hannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624489	Jr	G	6-0	21	21	651:00	80	204	39.22	54	139	38.85	38	43	88.37	252	12.00	24	88	112	5.33	36	52	28	2	42	21	""	""	""
2017	12500	8	Alabama	15	1624493	Knight, Meoshonti	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624493	Jr	G	5-8	21	21	657:00	86	206	41.75	13	49	26.53	76	115	66.09	261	12.43	25	79	104	4.95	42	55	37	6	41	21	1	""	""
2017	12500	8	Alabama	1	1624488	Bolton, Quanetria	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1624488	Jr	F	6-0	20	0	301:00	62	134	46.27	5	14	35.71	23	41	56.10	152	7.60	27	41	68	3.40	9	20	9	18	37	20	1	""	""
2017	12500	8	Alabama	0	1847617	Stennis, Lakyesha	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1847617	Jr	G	5-9	13	0	70:00	5	20	25.00	""	12	0.00	""	""	""	10	0.77	2	8	10	0.77	1	2	""	""	4	13	""	""	""
2017	12500	8	Alabama	21	1735111	Berry, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1735111	So	G	5-9	7	0	28:00	1	6	16.67	""	5	0.00	1	1	100.00	3	0.43	""	2	2	0.29	1	5	1	""	4	7	""	""	""
2017	12500	6	Alabama A&M	22	1856986	Davis, Alisha	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856986	N/A	F	-	16	14	436:00	23	58	39.66	""	""	""	11	28	39.29	57	3.56	21	40	61	3.81	3	16	6	31	42	16	1	""	""
2017	12500	6	Alabama A&M	04	1856982	Cobb, Jameica	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856982	N/A	G	-	16	14	504:00	93	253	36.76	2	14	14.29	41	84	48.81	229	14.31	44	64	108	6.75	20	49	24	7	49	16	3	2	""
2017	12500	6	Alabama A&M	44	1856988	Akinwole, Juliette	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856988	N/A	""	-	16	9	257:00	11	30	36.67	""	""	""	6	10	60.00	28	1.75	26	29	55	3.44	2	18	6	4	35	16	""	""	""
2017	12500	6	Alabama A&M	15	1747335	Totten, Josta	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1747335	Fr	""	-	16	0	231:00	24	79	30.38	13	47	27.66	1	4	25.00	62	3.88	7	17	24	1.50	9	22	6	""	15	16	""	""	""
2017	12500	6	Alabama A&M	23	1856985	Johnson, Ebony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856985	N/A	F	-	16	16	500:00	59	171	34.50	2	19	10.53	21	29	72.41	141	8.81	29	57	86	5.38	16	53	12	2	42	16	2	1	""
2017	12500	6	Alabama A&M	05	1856983	Williams, Hillary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856983	N/A	G	-	16	16	555:00	43	126	34.13	7	25	28.00	37	55	67.27	130	8.12	6	56	62	3.88	47	94	35	5	37	16	1	""	""
2017	12500	6	Alabama A&M	10	1856987	McKee, Lauren	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856987	N/A	G	-	15	10	400:00	29	88	32.95	12	40	30.00	8	9	88.89	78	5.20	19	18	37	2.47	23	64	16	3	28	15	1	""	""
2017	12500	6	Alabama A&M	01	1856989	Oden, Asiah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856989	N/A	""	-	13	0	137:00	8	40	20.00	1	14	7.14	3	7	42.86	20	1.54	4	10	14	1.08	3	10	4	2	8	13	""	""	""
2017	12500	6	Alabama A&M	20	1856984	Hill, Lakashia	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856984	N/A	""	-	6	0	109:00	5	21	23.81	""	""	""	1	4	25.00	11	1.83	12	14	26	4.33	2	9	3	""	12	6	""	""	""
2017	12500	6	Alabama A&M	03	1867000	Eggleston, Courtney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1867000	N/A	""	-	5	1	76:00	9	21	42.86	1	9	11.11	1	2	50.00	20	4.00	3	7	10	2.00	4	3	3	""	8	5	""	""	""
2017	12500	6	Alabama A&M	24	1633614	Logan, Shakira	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1633614	Jr	F	5-10	2	0	46:00	3	8	37.50	""	""	""	""	""	""	6	3.00	4	6	10	5.00	3	3	2	""	3	2	""	""	""
2017	12500	7	Alabama St.	54	1732355	Calhoun, Tatyana	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1732355	So	C	6-3	17	11	261:00	29	75	38.67	""	""	""	23	50	46.00	81	4.76	29	44	73	4.29	2	28	3	10	46	17	4	""	""
2017	12500	7	Alabama St.	24	1512080	Wright, Britney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1512080	Sr	F	5-10	17	17	551:00	84	211	39.81	18	63	28.57	87	105	82.86	273	16.06	31	90	121	7.12	17	51	17	7	47	17	1	2	""
2017	12500	7	Alabama St.	2	1732356	Clark, Danielle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1732356	Sr	G	5-9	17	5	193:00	14	82	17.07	11	67	16.42	15	16	93.75	54	3.18	9	11	20	1.18	6	17	2	1	18	17	""	""	""
2017	12500	7	Alabama St.	34	1732360	Harvey, Victoria	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1732360	So	C	6-4	17	0	137:00	16	20	80.00	""	""	""	8	12	66.67	40	2.35	14	23	37	2.18	3	13	2	9	20	17	""	""	""
2017	12500	7	Alabama St.	14	1732361	Jones, Elisiah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1732361	So	G	5-6	17	11	320:00	13	47	27.66	""	4	0.00	17	21	80.95	43	2.53	16	21	37	2.18	14	38	16	""	53	17	3	""	""
2017	12500	7	Alabama St.	5	1732366	Toney, Damya	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1732366	Sr	G	5-6	17	3	234:00	23	77	29.87	5	24	20.83	30	36	83.33	81	4.76	11	27	38	2.24	14	29	10	""	20	17	""	""	""
2017	12500	7	Alabama St.	22	1621268	Stephens, Kayla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1621268	Jr	G	6-1	16	12	408:00	17	63	26.98	""	4	0.00	22	26	84.62	56	3.50	20	27	47	2.94	30	38	5	7	54	16	3	""	""
2017	12500	7	Alabama St.	11	1621264	Smith, Shamyiah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1621264	Jr	G	5-2	16	9	305:00	13	59	22.03	""	8	0.00	29	38	76.32	55	3.44	10	28	38	2.38	33	47	20	""	32	16	""	""	""
2017	12500	7	Alabama St.	33	1512074	Ewert, Daniele	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1512074	Sr	G	5-9	16	3	446:00	55	134	41.04	14	65	21.54	44	55	80.00	168	10.50	23	48	71	4.44	26	42	21	5	39	16	1	""	""
2017	12500	7	Alabama St.	04	1856852	Doe, Ziara	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856852	N/A	G	-	15	7	237:00	26	71	36.62	7	20	35.00	6	15	40.00	65	4.33	18	13	31	2.07	12	33	8	1	17	15	""	""	""
2017	12500	7	Alabama St.	35	1732359	Clark, Zomoria	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1732359	So	F	6-2	11	6	160:00	17	48	35.42	""	""	""	4	10	40.00	38	3.45	17	26	43	3.91	3	17	7	9	32	11	3	1	""
2017	12500	7	Alabama St.	03	1856851	Carter, Kaihla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1856851	N/A	P	-	10	1	102:00	11	24	45.83	3	5	60.00	9	20	45.00	34	3.40	4	8	12	1.20	9	14	9	""	12	10	""	""	""
2017	12500	7	Alabama St.	13	1860467	Blue, Tamecia	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1860467	N/A	""	-	7	0	55:00	1	8	12.50	""	1	0.00	""	2	0.00	2	0.29	3	3	6	0.86	3	10	1	""	7	7	""	""	""
2017	12500	7	Alabama St.	30	1621269	Mayo, Mircale	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1621269	Jr	G	6-1	3	0	42:00	4	24	16.67	""	""	""	3	4	75.00	11	3.67	8	4	12	4.00	1	3	2	1	13	3	2	""	""
2017	12500	14	Albany (NY)	3	1848602	Stokes, Khepera	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1848602	Fr	G	5-6	20	6	422:00	27	80	33.75	1	11	9.09	5	15	33.33	60	3.00	5	27	32	1.60	62	66	34	""	44	20	""	""	""
2017	12500	14	Albany (NY)	13	1508786	Aiyalogbe, Bose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12500&stats_player_seq=1508786	Jr	G	6-0	20	12	528:00	42	118	35.59	10	32	31.25	17	27	62.96	111	5.55	41	57	98	4.90	24	47	29	8	54	20	2	""	""
