game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
167860	1st Half	0	Youngstown St.	12	36	6	24	4	4	34	5	12	17	6	9	3	1	11	""
167860	1st Half	1	Pittsburgh	13	32	1	7	9	15	36	9	19	28	11	12	3	2	8	""
167860	2nd Half	0	Youngstown St.	7	35	4	24	6	9	24	8	12	20	5	8	3	1	5	""
167860	2nd Half	1	Pittsburgh	18	34	2	6	4	4	42	4	22	26	13	7	2	0	11	""
167860	Game Stats	0	Youngstown St.	19	71	10	48*/	10	13	58	13	24	37	11	17	6	2	16	0
167860	Game Stats	1	Pittsburgh	31	66	3	13	13	19	78	13	41*	54	24*	19	5	2	19	0
167871	1st Half	0	Morehead St.	7	29	5	13	1	2	20	10	15	25	2	16	2	1	9	""
167871	1st Half	1	Kentucky	10	28	3	8	4	7	27	5	13	18	5	9	3	4	5	""
167871	2nd Half	0	Morehead St.	8	25	2	8	10	12	28	9	9	18	2	20	5	1	19	""
167871	2nd Half	1	Kentucky	19	38	2	7	15	23	55	12	9	21	6	6	11	4	11	""
167871	Game Stats	0	Morehead St.	15	54	7	21	11	14	48	19	24	43	4	36	7	2	28*	2*
167871	Game Stats	1	Kentucky	29	66	5	15	19	30	82	17	22	39	11	15	14	8*	16	0
167872	1st Half	0	LIU Brooklyn	12	33	2	8	4	6	30	5	16	21	4	8	6	2	12	""
167872	1st Half	1	Columbia	10	31	1	10	8	11	29	7	17	24	5	10	4	4	6	""
167872	2nd Half	0	LIU Brooklyn	12	18	3	4	16	21	43	6	10	16	8	9	6	1	11	""
167872	2nd Half	1	Columbia	9	27	4	8	9	13	31	9	5	14	8	8	4	1	12	""
167872	Game Stats	0	LIU Brooklyn	24	51	5	12	20	27	73	11	26	37	12	17	12	3	23	1*
167872	Game Stats	1	Columbia	19	58	5	18	17	24	60	16	22	38	13	18	8	5	18	0
167874	1st Half	0	Texas-Arlington	8	22	4	10	7	8	27	2	12	14	5	22	4	1	8	""
167874	1st Half	1	Oral Roberts	23	46	3	7	8	9	57	12	13	25	10	10	14	1	10	""
167874	2nd Half	0	Texas-Arlington	11	29	3	9	6	10	31	5	16	21	5	13	1	1	10	""
167874	2nd Half	1	Oral Roberts	21	41	6	9	5	7	53	6	16	22	13	4	7	2	9	""
167874	Game Stats	0	Texas-Arlington	19	51	7	19	13	18	58	7	28	35	10	35*/	5	2	18	0
167874	Game Stats	1	Oral Roberts	44*/	87	9	16	13	16	110	18	29	47	23	14	21	3	19	0
167877	1st Half	0	McNeese St.	8	34	2	12	12	15	30	9	10	19	3	15	4	0	12	""
167877	1st Half	1	Southern Miss.	14	31	0	3	8	13	36	11	17	28	6	19	8	2	15	""
167877	2nd Half	0	McNeese St.	14	28	5	10	1	2	34	3	6	9	8	17	9	4	12	""
167877	2nd Half	1	Southern Miss.	11	26	1	3	11	15	34	10	11	21	7	21	7	0	6	""
167877	Game Stats	0	McNeese St.	22	62	7	22	13	17	64	12	16	28	11	32*	13	4	24	0
167877	Game Stats	1	Southern Miss.	25	57	1	6	19	28*	70	21	28	49	13	40*/	15	2	21	0
167879	1st Half	0	Troy	11	24	5	9	4	6	31	7	17	24	6	18	1	1	6	""
167879	1st Half	1	Stony Brook	13	34	2	9	4	6	32	5	7	12	5	6	6	1	8	""
167879	2nd Half	0	Troy	7	27	0	6	15	19	29	8	8	16	3	7	5	2	9	""
167879	2nd Half	1	Stony Brook	15	31	4	8	11	12	45	9	13	22	6	9	2	0	14	""
167879	Game Stats	0	Troy	18	51	5	15	19*	25	60	15	25	40	9	25	6	3	15	0
167879	Game Stats	1	Stony Brook	28	65	6	17	15	18	77	14	20	34	11	15	8	1	22	1
167880	1st Half	0	Liberty	9	22	0	3	6	8	24	3	12	15	5	12	8	6	5	""
167880	1st Half	1	Creighton	8	26	3	13	1	3	20	7	12	19	4	14	4	0	7	""
167880	2nd Half	0	Liberty	1	15	0	6	9	11	11	5	13	18	0	18	8	0	10	""
167880	2nd Half	1	Creighton	5	18	3	8	7	14	20	4	10	14	4	14	6	0	9	""
167880	Game Stats	0	Creighton	13	44	6	21	8	17	40	11	22	33	8	28*	10	0	16	0
167880	Game Stats	1	Liberty	10	37	0	9	15	19	35	8	25	33	5	30	16	6	15	0
167881	1st Half	0	Southeast Mo. St.	8	24	3	9	4	8	23	5	14	19	4	20	5	1	12	""
167881	1st Half	1	Sam Houston St.	9	29	2	8	12	13	32	7	13	20	6	14	12	2	10	""
167881	2nd Half	0	Southeast Mo. St.	10	29	1	12	7	11	28	9	10	19	6	10	4	0	9	""
167881	2nd Half	1	Sam Houston St.	9	22	3	9	7	11	28	4	13	17	6	11	6	0	9	""
167881	Game Stats	0	Southeast Mo. St.	18	53	4	21	11	19	51	14	24	38	10	30*	9	1	21	1
167881	Game Stats	1	Sam Houston St.	18	51	5	17	19	24	60	11	26	37	12	25	18*	2	19	0
167882	1st Half	0	New Hampshire	5	17	2	7	0	0	12	5	4	9	3	30	5	1	13	""
167882	1st Half	1	Notre Dame	20	35	0	3	13	17	53	11	7	18	13	11	19	2	3	""
167882	2nd Half	0	New Hampshire	14	20	1	4	7	11	36	4	12	16	7	19	5	2	10	""
167882	2nd Half	1	Notre Dame	17	37	2	7	10	14	46	11	5	16	13	8	17	1	12	""
167882	Game Stats	0	New Hampshire	19	37	3	11	7	11	48	9	16	25	10	49*/	10*	3	23	0
167882	Game Stats	1	Notre Dame	37	72	2	10	23	31	99*	22	12	34	26	19	36*/	3	15	1
167883	1st Half	0	La Salle	6	28	4	10	3	4	19	6	12	18	4	5	2	0	5	""
167883	1st Half	1	Villanova	11	28	9	20	0	0	31	4	16	20	11	6	1	2	6	""
167883	2nd Half	0	La Salle	6	20	1	7	10	11	23	2	13	15	3	8	6	0	9	""
