year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12280	26172	A&M-Corpus Chris	23	1620732	Lawler, Gee	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1620732	Sr	F	6-1	9	4	122:00	11	22	50.00	 	 	""	12	17	70.59	34	3.78	4	12	16	1.78	10	9	5	5	11	9	 	 	 
2016	12280	26172	A&M-Corpus Chris	44	1620735	Walls, Jaiton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1620735	So	F	6-2	2	0	16:00	 	6	0.00	 	 	""	 	 	""	 	""	3	3	6	3.00	 	1	 	1	4	2	 	 	 
2016	12280	2	Abilene Christian	33	1508470	Shelstead, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1508470	Jr	F	6-3	18	18	563:00	91	186	48.92	4	10	40.00	87	114	76.32	273	15.17	48	89	137	7.61	20	39	21	15	55	18	4	4	 
2016	12280	2	Abilene Christian	12	1398877	West, Whitney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1398877	Sr	G	6-0	18	18	528:00	74	173	42.77	41	118	34.75	23	37	62.16	212	11.78	23	42	65	3.61	49	43	21	12	34	18	 	 	 
2016	12280	2	Abilene Christian	1	1735848	Williamson, Sara	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735848	Fr	G	5-10	18	0	181:00	15	39	38.46	3	12	25.00	23	29	79.31	56	3.11	6	14	20	1.11	23	11	5	3	11	18	 	 	 
2016	12280	2	Abilene Christian	22	1620778	Allen, Sierra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1620778	So	C	6-1	18	0	218:00	35	75	46.67	5	11	45.45	18	23	78.26	93	5.17	28	28	56	3.11	6	31	4	2	21	18	 	 	 
2016	12280	2	Abilene Christian	10	1620776	Webb, Paris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1620776	Sr	G	5-4	18	0	221:00	6	22	27.27	 	6	0.00	7	12	58.33	19	1.06	10	15	25	1.39	31	14	15	 	11	18	 	 	 
2016	12280	2	Abilene Christian	15	1508467	Mason, Alexis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1508467	Jr	G	5-9	18	18	558:00	92	220	41.82	51	145	35.17	64	79	81.01	299	16.61	18	48	66	3.67	42	42	31	2	29	18	 	 	 
2016	12280	2	Abilene Christian	23	1508463	Dimba, Suzzy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1508463	Jr	F	5-11	18	18	544:00	58	154	37.66	14	59	23.73	47	74	63.51	177	9.83	28	92	120	6.67	51	46	48	32	51	18	1	4	 
2016	12280	2	Abilene Christian	32	1508462	Dimba, Lizzy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1508462	Jr	F	5-11	18	18	536:00	62	149	41.61	5	25	20.00	44	74	59.46	173	9.61	62	75	137	7.61	31	42	34	9	49	18	1	4	 
2016	12280	2	Abilene Christian	2	1620774	Echols, Alyssa	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1620774	So	G	5-7	16	0	143:00	10	20	50.00	4	9	44.44	7	14	50.00	31	1.94	8	20	28	1.75	12	13	11	 	4	16	 	 	 
2016	12280	2	Abilene Christian	24	1735850	Wentz, Breklyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735850	Fr	G	5-2	13	0	67:00	1	9	11.11	1	8	12.50	6	6	100.00	9	0.69	2	4	6	0.46	8	8	8	 	12	13	 	 	 
2016	12280	2	Abilene Christian	5	1735849	Martin, Mckenzie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735849	Fr	F	6-2	11	0	66:00	16	34	47.06	9	23	39.13	5	5	100.00	46	4.18	5	7	12	1.09	2	5	 	 	4	11	 	 	 
2016	12280	721	Air Force	23	1624333	Bennett, Dee	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624333	So	F	6-0	18	14	419:00	32	111	28.83	1	15	6.67	13	20	65.00	78	4.33	23	56	79	4.39	17	53	9	3	44	18	2	1	 
2016	12280	721	Air Force	4	1512841	Graham, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1512841	Jr	G	5-8	18	8	409:00	29	102	28.43	12	46	26.09	9	12	75.00	79	4.39	6	17	23	1.28	27	49	14	 	22	18	 	 	 
2016	12280	721	Air Force	11	1624331	Porter, Cortney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624331	So	G	5-9	18	17	542:00	75	215	34.88	18	66	27.27	32	58	55.17	200	11.11	20	41	61	3.39	57	74	41	2	40	18	1	 	 
2016	12280	721	Air Force	5	1624330	Falvey, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624330	Jr	G	5-6	17	1	138:00	3	18	16.67	 	4	0.00	1	2	50.00	7	0.41	3	6	9	0.53	20	18	3	 	14	17	 	 	 
2016	12280	721	Air Force	20	1733119	Wall, Cheyenne	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1733119	Fr	F	6-1	17	6	231:00	24	65	36.92	 	 	""	9	19	47.37	57	3.35	24	25	49	2.88	1	28	6	9	29	17	 	 	 
2016	12280	721	Air Force	2	1512849	Jackson, Myah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1512849	Jr	F	5-9	17	0	201:00	12	31	38.71	 	 	""	7	22	31.82	31	1.82	18	36	54	3.18	5	17	7	 	28	17	1	 	 
2016	12280	721	Air Force	13	1512844	Fotsch, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1512844	Jr	F	5-11	17	12	363:00	38	104	36.54	4	11	36.36	23	29	79.31	103	6.06	16	48	64	3.76	12	21	10	3	25	17	 	 	 
2016	12280	721	Air Force	32	1733121	Glaab, Darby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1733121	Fr	F	5-11	16	1	155:00	5	20	25.00	 	1	0.00	9	16	56.25	19	1.19	10	15	25	1.56	2	10	4	 	17	16	 	 	 
2016	12280	721	Air Force	3	1733115	Clarke, Rileymarie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1733115	Fr	G	5-11	16	10	301:00	30	80	37.50	8	24	33.33	21	29	72.41	89	5.56	8	15	23	1.44	16	36	5	 	28	16	1	 	 
2016	12280	721	Air Force	10	1733116	Itugbu, Vennessannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1733116	Fr	G	5-9	15	6	209:00	9	29	31.03	 	3	0.00	6	14	42.86	24	1.60	8	28	36	2.40	9	29	8	3	28	15	1	 	 
2016	12280	721	Air Force	31	1624336	Borngesser, Maggie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624336	So	C	6-1	14	4	115:00	10	26	38.46	 	 	""	6	11	54.55	26	1.86	10	14	24	1.71	2	6	1	2	12	14	 	 	 
2016	12280	721	Air Force	12	1733117	Parker, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1733117	Sr	F	6-1	13	9	295:00	29	88	32.95	2	7	28.57	8	13	61.54	68	5.23	17	40	57	4.38	12	25	10	9	32	13	 	 	 
2016	12280	721	Air Force	24	1624334	Cantu, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624334	So	G	5-7	7	2	146:00	12	46	26.09	7	34	20.59	8	15	53.33	39	5.57	 	7	7	1.00	5	8	3	 	2	7	 	 	 
2016	12280	721	Air Force	21	1733120	Cavanaugh, Mary	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1733120	Jr	G	5-8	4	0	76:00	12	31	38.71	2	18	11.11	 	 	""	26	6.50	1	6	7	1.75	1	8	 	 	3	4	 	 	 
2016	12280	5	Akron	21	1514590	Scipio, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1514590	Jr	G	5-4	18	0	132:00	2	18	11.11	 	10	0.00	3	4	75.00	7	0.39	1	9	10	0.56	19	11	4	1	14	18	 	 	 
2016	12280	5	Akron	2	1398828	Barilla, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1398828	Sr	G	5-10	18	18	587:00	15	48	31.25	6	22	27.27	10	16	62.50	46	2.56	22	61	83	4.61	97	40	26	10	43	18	 	1	1
2016	12280	5	Akron	15	1398829	Brown, Anita	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1398829	Sr	G	5-8	18	18	592:00	150	342	43.86	16	47	34.04	79	112	70.54	395	21.94	50	90	140	7.78	44	58	23	11	47	18	 	4	 
2016	12280	5	Akron	23	1398831	Gibson, Diandra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1398831	Sr	G	5-11	18	18	484:00	57	145	39.31	26	73	35.62	25	50	50.00	165	9.17	38	83	121	6.72	29	29	15	17	55	18	4	2	 
2016	12280	5	Akron	22	1514588	Plybon, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1514588	Jr	G	5-9	18	18	548:00	92	251	36.65	53	161	32.92	56	78	71.79	293	16.28	11	47	58	3.22	19	18	10	1	40	18	1	 	 
2016	12280	5	Akron	14	1624221	Burry, Greta	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624221	So	F	6-1	18	18	425:00	69	135	51.11	 	 	""	27	40	67.50	165	9.17	52	79	131	7.28	15	37	13	8	59	18	1	3	 
2016	12280	5	Akron	01	1624220	Ball, Alli	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624220	So	F	6-1	18	0	255:00	21	53	39.62	4	19	21.05	6	11	54.55	52	2.89	16	37	53	2.94	9	18	4	3	31	18	 	1	 
2016	12280	5	Akron	24	1514589	Ricketts, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1514589	Jr	G	5-11	18	0	251:00	21	63	33.33	4	11	36.36	7	10	70.00	53	2.94	16	28	44	2.44	12	20	9	3	32	18	 	 	 
2016	12280	5	Akron	12	1624223	Hung, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624223	So	G	5-8	16	0	131:00	22	54	40.74	14	42	33.33	3	5	60.00	61	3.81	1	8	9	0.56	6	12	2	 	7	16	 	 	 
2016	12280	5	Akron	35	1736139	Piper, Lilli	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1736139	Fr	G	5-10	15	0	102:00	8	31	25.81	4	16	25.00	10	11	90.91	30	2.00	6	16	22	1.47	6	4	1	1	11	15	 	 	 
2016	12280	5	Akron	40	1514591	Simone, Sophia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1514591	Jr	F	5-11	13	0	71:00	5	13	38.46	 	 	""	3	8	37.50	13	1.00	6	7	13	1.00	2	4	1	 	9	13	 	 	 
2016	12280	5	Akron	11	1624226	Sefcik, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624226	Fr	G	5-10	12	0	58:00	4	25	16.00	3	19	15.79	2	2	100.00	13	1.08	 	5	5	0.42	2	7	3	2	6	12	 	 	 
2016	12280	5	Akron	20	1624222	Flowers, Kaitlyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624222	So	G	5-5	3	0	9:00	1	3	33.33	 	2	0.00	 	 	""	2	0.67	2	1	3	1.00	3	1	1	 	 	3	 	 	 
2016	12280	5	Akron	34	1736140	Walker, Fredniqua	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1736140	Fr	F	6-1	3	0	5:00	 	2	0.00	 	 	""	 	 	""	 	""	1	2	3	1.00	 	1	 	 	3	3	 	 	 
2016	12280	8	Alabama	23	1735112	Wade, Shaquera	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735112	Fr	G	6-0	19	0	372:00	47	117	40.17	7	24	29.17	14	26	53.85	115	6.05	29	40	69	3.63	21	28	26	6	37	19	 	 	 
2016	12280	8	Alabama	11	1624489	Cook, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624489	So	G	6-0	19	19	534:00	81	196	41.33	48	121	39.67	41	56	73.21	251	13.21	25	89	114	6.00	18	43	30	2	47	19	1	2	 
2016	12280	8	Alabama	13	1406386	Hegstetter, Nikki	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1406386	Sr	F	6-2	19	19	556:00	52	124	41.94	3	15	20.00	46	61	75.41	153	8.05	58	80	138	7.26	23	46	28	24	46	19	2	2	 
2016	12280	8	Alabama	22	1509543	Middlebrook, Karyla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1509543	So	G	5-7	19	19	563:00	56	145	38.62	10	36	27.78	53	66	80.30	175	9.21	15	57	72	3.79	59	49	28	2	42	19	 	 	 
2016	12280	8	Alabama	1	1624488	Bolton, Quanetria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624488	So	F	6-0	19	17	332:00	76	150	50.67	7	26	26.92	19	31	61.29	178	9.37	36	44	80	4.21	7	22	13	25	42	19	1	3	 
2016	12280	8	Alabama	15	1624493	Knight, Meoshonti	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624493	So	G	5-8	19	19	494:00	66	165	40.00	7	38	18.42	52	84	61.90	191	10.05	13	61	74	3.89	40	50	34	6	33	19	1	1	 
2016	12280	8	Alabama	5	1624491	Hayden, Breanna	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624491	Jr	G	5-9	18	2	399:00	52	119	43.70	4	17	23.53	32	43	74.42	140	7.78	20	50	70	3.89	44	38	12	6	26	18	 	 	 
2016	12280	8	Alabama	35	1624494	Martinez, Diamante	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1624494	So	F	6-3	17	0	108:00	9	23	39.13	 	 	""	8	14	57.14	26	1.53	10	11	21	1.24	2	11	1	22	24	17	2	 	 
2016	12280	8	Alabama	3	1509539	Carter, Khadijah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1509539	Sr	F	6-1	16	0	115:00	11	35	31.43	4	24	16.67	16	17	94.12	42	2.62	2	15	17	1.06	4	5	8	6	7	16	 	 	 
2016	12280	8	Alabama	2	1735109	Magee, Trista	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735109	Fr	G	6-0	16	0	228:00	11	46	23.91	10	38	26.32	6	6	100.00	38	2.38	4	18	22	1.38	6	8	8	 	19	16	 	 	 
2016	12280	8	Alabama	12	1735110	Foy, C'Coriea	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735110	Fr	G	5-11	11	0	75:00	16	31	51.61	3	12	25.00	4	5	80.00	39	3.55	4	4	8	0.73	4	6	8	2	8	11	 	 	 
2016	12280	8	Alabama	21	1735111	Berry, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735111	Fr	G	5-9	8	0	24:00	1	6	16.67	 	4	0.00	 	 	""	2	0.25	 	 	 	""	1	2	2	 	2	8	 	 	 
2016	12280	6	Alabama A&M	05	1747337	Spencer, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1747337	N/A	""	-	15	8	259:00	21	73	28.77	5	24	20.83	13	27	48.15	60	4.00	 	18	18	1.20	26	42	18	1	31	15	1	 	 
2016	12280	6	Alabama A&M	14	1413841	Moffett, Shaterrion	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1413841	Sr	F	6-2	15	15	370:00	14	42	33.33	 	 	""	11	22	50.00	39	2.60	10	18	28	1.87	32	27	10	1	38	15	2	 	 
2016	12280	6	Alabama A&M	02	1633608	Sutton, Nashaye	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633608	So	G	5-6	15	1	284:00	38	110	34.55	23	67	34.33	6	9	66.67	105	7.00	11	17	28	1.87	8	28	9	1	31	15	 	 	 
2016	12280	6	Alabama A&M	13	1633612	Martin, Deborah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633612	Sr	F	6-2	15	3	238:00	16	48	33.33	 	 	""	7	13	53.85	39	2.60	10	44	54	3.60	4	8	3	8	33	15	1	 	 
2016	12280	6	Alabama A&M	24	1633614	Logan, Shakira	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633614	So	F	5-10	15	14	321:00	33	78	42.31	 	 	""	7	14	50.00	73	4.87	19	59	78	5.20	4	21	6	2	37	15	 	1	 
2016	12280	6	Alabama A&M	04	1633610	DeBose, Alexia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633610	So	F	6-0	14	10	276:00	19	56	33.93	 	 	""	16	27	59.26	54	3.86	4	20	24	1.71	25	40	5	 	20	14	1	 	 
2016	12280	6	Alabama A&M	12	1747336	Howard, Haniyyah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1747336	N/A	""	-	14	2	151:00	10	46	21.74	 	8	0.00	6	10	60.00	26	1.86	3	18	21	1.50	3	13	5	1	28	14	 	 	 
2016	12280	6	Alabama A&M	20	1633613	Myles, Janie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633613	Sr	F	5-1	13	13	364:00	89	174	51.15	 	 	""	22	49	44.90	200	15.38	42	86	128	9.85	13	40	24	4	38	13	2	5	 
2016	12280	6	Alabama A&M	23	1413752	Johnson, Ebony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1413752	Sr	F	5-6	13	3	236:00	25	73	34.25	4	22	18.18	19	26	73.08	73	5.62	9	25	34	2.62	5	21	12	1	21	13	 	 	 
2016	12280	6	Alabama A&M	15	1747335	Totten, Josta	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1747335	N/A	""	-	13	2	140:00	14	55	25.45	1	12	8.33	15	24	62.50	44	3.38	2	10	12	0.92	7	16	8	 	9	13	 	 	 
2016	12280	6	Alabama A&M	03	1633609	Snowden, Jaylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633609	Sr	G	5-8	11	3	212:00	25	76	32.89	13	43	30.23	14	25	56.00	77	7.00	8	17	25	2.27	30	25	14	1	25	11	 	 	 
2016	12280	6	Alabama A&M	01	1753678	Moore, Taliah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1753678	N/A	""	-	4	1	95:00	13	37	35.14	2	13	15.38	9	18	50.00	37	9.25	5	7	12	3.00	4	8	4	1	8	4	 	 	 
2016	12280	6	Alabama A&M	44	1633617	Dixon, Brooke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633617	Sr	F	6-1	4	0	49:00	5	14	35.71	 	1	0.00	7	14	50.00	17	4.25	6	5	11	2.75	1	6	2	 	4	4	 	 	 
2016	12280	6	Alabama A&M	32	1633615	Venson, Bria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633615	Sr	C	6-0	2	0	7:00	1	2	50.00	 	 	""	 	 	""	2	1.00	1	 	1	0.50	 	3	 	 	2	2	 	 	 
2016	12280	7	Alabama St.	22	1621268	Stephens, Kayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1621268	So	G	6-1	15	12	381:00	24	56	42.86	1	4	25.00	27	34	79.41	76	5.07	15	41	56	3.73	23	29	8	9	39	15	2	 	 
2016	12280	7	Alabama St.	13	1401729	Peeples, Jasmine	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1401729	Sr	C	6-2	15	14	340:00	37	71	52.11	 	 	""	25	54	46.30	99	6.60	33	63	96	6.40	5	23	16	27	43	15	 	 	 
2016	12280	7	Alabama St.	24	1512080	Wright, Britney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1512080	Jr	F	5-10	15	15	448:00	76	172	44.19	16	48	33.33	41	57	71.93	209	13.93	35	79	114	7.60	8	34	24	4	31	15	 	3	 
2016	12280	7	Alabama St.	11	1621264	Smith, Shamyiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1621264	So	G	5-2	15	9	374:00	16	71	22.54	2	12	16.67	37	55	67.27	71	4.73	6	27	33	2.20	52	53	23	 	34	15	 	 	 
2016	12280	7	Alabama St.	20	1621267	Spencer, Ashanti	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1621267	Sr	G	5-8	15	7	237:00	30	93	32.26	10	33	30.30	28	35	80.00	98	6.53	10	22	32	2.13	11	28	9	2	46	15	3	 	 
2016	12280	7	Alabama St.	14	1732361	Jones, Elisiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1732361	Fr	G	5-6	15	6	197:00	10	26	38.46	1	2	50.00	5	9	55.56	26	1.73	4	12	16	1.07	13	27	12	 	31	15	1	 	 
2016	12280	7	Alabama St.	54	1732355	Calhoun, Tatyana	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1732355	Fr	C	6-3	14	0	119:00	22	37	59.46	 	1	0.00	9	21	42.86	53	3.79	10	32	42	3.00	3	12	2	5	17	14	 	1	 
2016	12280	7	Alabama St.	21	1512078	Tucker, Kayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1512078	Jr	G	5-6	14	1	183:00	22	75	29.33	21	69	30.43	2	4	50.00	67	4.79	4	18	22	1.57	18	19	5	1	17	14	 	 	 
2016	12280	7	Alabama St.	30	1621269	Mayo, Mircale	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1621269	So	G	6-1	12	1	117:00	8	23	34.78	 	 	""	5	8	62.50	21	1.75	10	18	28	2.33	7	8	3	7	14	12	 	 	 
2016	12280	7	Alabama St.	33	1512074	Ewert, Daniele	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1512074	Jr	G	5-9	12	1	250:00	26	57	45.61	11	24	45.83	24	28	85.71	87	7.25	11	35	46	3.83	28	22	9	 	34	12	1	 	 
2016	12280	7	Alabama St.	2	1732356	Clark, Danielle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1732356	Jr	G	5-9	12	3	147:00	14	72	19.44	11	49	22.45	6	14	42.86	45	3.75	6	9	15	1.25	5	12	4	2	23	12	3	 	 
2016	12280	7	Alabama St.	12	1732365	Russell, Raven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1732365	Fr	G	5-10	7	0	62:00	8	19	42.11	 	 	""	9	14	64.29	25	3.57	4	7	11	1.57	2	5	2	1	9	7	 	 	 
