year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2015	12021	30123	Academy of Art	05	1511145	O'Brien, Molly	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1511145	Sr	G	5-9	29	16	737:00	72	182	39.56	10	40	25.00	53	69	76.81	207	7.14	46	97	143	4.93	44	74	50	3	70	29	2	 	 
2015	12021	30123	Academy of Art	22	1402116	Storey, Sha'Nice	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1402116	Jr	G	5-6	29	26	762:00	121	330	36.67	54	168	32.14	31	43	72.09	327	11.28	25	63	88	3.03	37	54	36	5	45	29	 	1	 
2015	12021	30123	Academy of Art	21	1402114	Guinn, Jasmin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1402114	Jr	G	5-6	29	29	888:00	152	384	39.58	26	91	28.57	98	146	67.12	428	14.76	86	144	230	7.93	77	52	62	9	88	29	5	5	 
2015	12021	30123	Academy of Art	20	1402115	Sheng, Zoie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1402115	Jr	G	5-6	29	29	874:00	121	355	34.08	29	121	23.97	117	147	79.59	388	13.38	43	60	103	3.55	83	66	49	6	57	29	1	 	 
2015	12021	30123	Academy of Art	12	1183128	Martin, Madeline	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1183128	Sr	G	5-5	29	0	431:00	5	27	18.52	 	2	0.00	10	14	71.43	20	0.69	23	29	52	1.79	31	29	14	 	27	29	1	 	 
2015	12021	30123	Academy of Art	44	1628951	Brown, Caron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1628951	Jr	C	6-2	28	13	482:00	70	181	38.67	 	 	""	42	74	56.76	182	6.50	65	109	174	6.21	10	51	14	33	102	28	7	1	 
2015	12021	30123	Academy of Art	03	1286966	Austin, Vianai	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1286966	Jr	G	5-9	26	0	284:00	28	87	32.18	13	47	27.66	11	17	64.71	80	3.08	16	28	44	1.69	4	11	5	1	24	26	 	 	 
2015	12021	30123	Academy of Art	04	1519522	Williams, Sherelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1519522	Sr	G	5-6	24	0	193:00	3	25	12.00	 	2	0.00	6	10	60.00	12	0.50	13	20	33	1.38	5	12	1	 	16	24	 	 	 
2015	12021	30123	Academy of Art	33	1402117	Camera, Regina	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1402117	Jr	G	5-7	23	20	560:00	92	257	35.80	29	93	31.18	24	53	45.28	237	10.30	42	62	104	4.52	60	54	38	1	60	23	2	 	 
2015	12021	30123	Academy of Art	23	1511143	Galipeau, D'Andree	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1511143	So	F	5-10	22	1	306:00	26	50	52.00	 	 	""	9	21	42.86	61	2.77	24	29	53	2.41	8	13	9	3	33	22	1	 	 
