game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
3948295	1st Period	0	Illinois Col.	12	32	1	9	4	6	14	4	20	24	9	8	6	5	6	""
3948295	1st Period	1	Eureka	12	35	5	15	0	2	18	4	17	21	9	8	2	4	7	""
3948295	2nd Period	0	Illinois Col.	 	 	 	 	 	 	15	 	 	 	 	 	 	 	 	 
3948295	2nd Period	1	Eureka	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 
3948295	3rd Period	0	Illinois Col.	14	27	1	3	16	22	16	3	14	17	6	7	5	2	14	""
3948295	3rd Period	1	Eureka	13	34	3	12	11	16	13	10	13	23	12	7	3	0	17	""
3948295	4th Period	0	Illinois Col.	 	 	 	 	 	 	29	 	 	 	 	 	 	 	 	 
3948295	4th Period	1	Eureka	 	 	 	 	 	 	27	 	 	 	 	 	 	 	 	 
3948295	Game Stats	0	Eureka	25	69	8	27	11	18	69	14	30	44	21	15	5	4	24	2/
3948295	Game Stats	1	Illinois Col.	26	59	2	12	20/	28/	74	7	34	41	15	15	11	7/	20	1/
3948446	1st Period	0	Trine	4	13	1	2	5	6	14	2	5	7	2	7	3	1	6	""
3948446	1st Period	1	IPFW	9	17	3	5	3	8	24	3	8	11	2	3	4	0	7	""
3948446	2nd Period	0	Trine	4	11	2	5	2	2	12	0	2	2	3	7	3	1	6	""
3948446	2nd Period	1	IPFW	8	15	3	6	3	4	22	4	5	9	5	5	4	0	4	""
3948446	3rd Period	0	Trine	6	15	1	5	4	4	17	3	4	7	2	6	3	0	6	""
3948446	3rd Period	1	IPFW	6	12	1	2	7	8	20	1	3	4	3	5	4	1	3	""
3948446	4th Period	0	Trine	8	17	3	8	0	2	19	3	8	11	5	3	0	0	6	""
3948446	4th Period	1	IPFW	7	14	0	2	2	8	16	1	7	8	1	0	2	1	5	""
3948446	Game Stats	0	Trine	22	56	7	20	11	14	62	10	22	32	12	23	9	2	24	 
3948446	Game Stats	1	IPFW	30	58	7	15	15	28	82	11	26	37	11	13	14	2	19	 
3948479	1st Period	0	Howard Payne	6	32	0	11	6	7	11	9	11	20	2	7	0	2	9	""
3948479	1st Period	1	Prairie View	18	44	2	8	4	9	16	18	18	36	7	4	4	2	7	""
3948479	2nd Period	0	Howard Payne	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 
3948479	2nd Period	1	Prairie View	 	 	 	 	 	 	26	 	 	 	 	 	 	 	 	 
3948479	3rd Period	0	Howard Payne	10	29	2	7	6	11	11	5	9	14	5	16	4	0	7	""
3948479	3rd Period	1	Prairie View	20	45	2	8	2	6	18	17	15	32	11	13	11	2	8	""
3948479	4th Period	0	Howard Payne	 	 	 	 	 	 	17	 	 	 	 	 	 	 	 	 
3948479	4th Period	1	Prairie View	 	 	 	 	 	 	26	 	 	 	 	 	 	 	 	 
3948479	Game Stats	0	Howard Payne	16	61	2	18	12	18	46	14	20	34	7	23	4	2	16	 
3948479	Game Stats	1	Prairie View	38	89/	4	16	6	15	86	35/	33	68/	18	17	15	4	15	 
3948485	1st Period	0	Louisiana Col.	6	27	2	11	3	4	8	3	14	17	5	12	4	0	6	""
3948485	1st Period	1	La.-Monroe	17	40	1	12	4	4	23	9	18	27	10	6	6	2	7	""
3948485	2nd Period	0	Louisiana Col.	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 
3948485	2nd Period	1	La.-Monroe	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 
3948485	3rd Period	0	Louisiana Col.	8	27	3	11	6	6	4	5	10	15	5	14	4	1	9	""
3948485	3rd Period	1	La.-Monroe	18	31	3	8	7	11	28	5	14	19	10	7	8	5	7	""
3948485	4th Period	0	Louisiana Col.	 	 	 	 	 	 	21	 	 	 	 	 	 	 	 	 
3948485	4th Period	1	La.-Monroe	 	 	 	 	 	 	18	 	 	 	 	 	 	 	 	 
3948485	Game Stats	0	Louisiana Col.	14	54	5	22	9	10	42	8	24	32	10	26	8	1	15	 
3948485	Game Stats	1	La.-Monroe	35	71	4	20	11	15	85	14	32	46	20	13	14	7	14	 
3948500	1st Period	0	LeTourneau	8	32	5	17	1	4	6	10	11	21	7	9	3	1	11	""
3948500	1st Period	1	Northwestern St.	17	28	1	2	8	15	22	5	16	21	12	5	5	1	6	""
3948500	2nd Period	0	LeTourneau	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 
3948500	2nd Period	1	Northwestern St.	 	 	 	 	 	 	21	 	 	 	 	 	 	 	 	 
3948500	3rd Period	0	LeTourneau	8	29	1	12	5	8	11	7	9	16	3	8	2	0	13	""
3948500	3rd Period	1	Northwestern St.	11	26	0	3	8	16	22	9	15	24	4	9	5	2	7	""
3948500	4th Period	0	LeTourneau	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 
3948500	4th Period	1	Northwestern St.	 	 	 	 	 	 	8	 	 	 	 	 	 	 	 	 
3948500	Game Stats	0	LeTourneau	16	61	6	29/	6	12	44	17	20	37	10	17	5	1	24	 
3948500	Game Stats	1	Northwestern St.	28	54	1	5	16	31	73	14	31	45	16	14	10	3	13	 
3948524	1st Period	0	Penn St.-Lehigh Val.	9	35	0	4	8	10	20	9	14	23	0	11	4	0	10	""
3948524	1st Period	1	Drew	18	36	7	18	3	7	30	6	19	25	13	8	3	2	8	""
3948524	2nd Period	0	Penn St.-Lehigh Val.	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 
3948524	2nd Period	1	Drew	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 
3948524	3rd Period	0	Penn St.-Lehigh Val.	10	32	0	0	4	9	18	6	11	17	1	6	7	0	9	""
3948524	3rd Period	1	Drew	13	28	9	18	3	6	20	6	17	23	12	11	1	2	9	""
3948524	4th Period	0	Penn St.-Lehigh Val.	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 
3948524	4th Period	1	Drew	 	 	 	 	 	 	18	 	 	 	 	 	 	 	 	 
3948524	Game Stats	0	Penn St.-Lehigh Val.	19	67	 	4	12	19	50	15	25	40	1	17	11	 	19	2
3948524	Game Stats	1	Drew	31	64	16/	36/	6	13	84	12	36	48	25/	19	4	4	17	 
3948571	1st Period	0	Haverford	14	28	1	7	2	3	16	3	17	20	8	9	4	4	6	""
3948571	1st Period	1	Immaculata	9	30	2	8	4	5	11	5	11	16	5	7	7	0	3	""
3948571	2nd Period	0	Haverford	 	 	 	 	 	 	15	 	 	 	 	 	 	 	 	 
3948571	2nd Period	1	Immaculata	 	 	 	 	 	 	13	 	 	 	 	 	 	 	 	 
3948571	3rd Period	0	Haverford	15	33	2	10	3	4	16	5	14	19	6	4	6	4	4	""
3948571	3rd Period	1	Immaculata	9	24	2	6	2	2	6	1	13	14	4	9	2	0	5	""
3948571	4th Period	0	Haverford	 	 	 	 	 	 	19	 	 	 	 	 	 	 	 	 
3948571	4th Period	1	Immaculata	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 
3948571	Game Stats	0	Haverford	29/	61	3	17	5	7	66	8	31	39	14	13	10	8/	10	 
3948571	Game Stats	1	Immaculata	18	54	4	14	6	7	46	6	24	30	9	16	9	 	8	 
3948573	1st Period	0	Southern Me.	3	13	0	6	0	0	6	1	6	7	1	8	0	3	2	""
3948573	1st Period	1	Castleton	5	15	4	5	2	4	16	4	8	12	3	6	2	0	1	""
3948573	2nd Period	0	Southern Me.	1	8	1	1	1	2	4	2	3	5	1	4	0	0	2	""
3948573	2nd Period	1	Castleton	5	15	2	4	0	0	12	4	5	9	4	3	1	0	4	""
3948573	3rd Period	0	Southern Me.	3	13	1	5	5	6	12	1	7	8	2	3	5	0	5	""
3948573	3rd Period	1	Castleton	3	9	1	3	3	6	10	1	10	11	3	8	2	0	5	""
3948573	4th Period	0	Southern Me.	1	10	0	2	4	8	6	3	7	10	0	2	2	0	6	""
3948573	4th Period	1	Castleton	2	10	0	2	1	4	5	0	5	5	1	5	2	0	5	""
3948573	Game Stats	0	Southern Me.	8	44	2	14	10	16	28	8	28	36	4	20	7	3	15	 
3948573	Game Stats	1	Castleton	15	49	7/	14	6	14	43	11	31	42	11	24	7	 	15	 
3948576	1st Period	0	Morrisville St.	5	25	1	3	14	16	12	4	18	22	3	8	5	0	6	""
3948576	1st Period	1	Brockport	12	32	4	17	1	3	22	4	17	21	8	6	5	4	14	""
3948576	2nd Period	0	Morrisville St.	 	 	 	 	 	 	13	 	 	 	 	 	 	 	 	 
3948576	2nd Period	1	Brockport	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 
3948576	3rd Period	0	Morrisville St.	8	36	3	17	2	2	7	12	9	21	6	10	2	1	14	""
3948576	3rd Period	1	Brockport	14	29	2	7	13	17	18	6	16	22	7	5	5	1	6	""
3948576	4th Period	0	Morrisville St.	 	 	 	 	 	 	14	 	 	 	 	 	 	 	 	 
3948576	4th Period	1	Brockport	 	 	 	 	 	 	25	 	 	 	 	 	 	 	 	 
3948576	Game Stats	0	Morrisville St.	13	61	4	20	16	18	46	16	27	43	9	18	7	1	20	 
