game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
3505784	1st Half	0	Kent St.-Tuscarawas	8	27	5	20	2	2	23	3	9	12	6	20	0	1	5	""
3505784	1st Half	1	Eastern Mich.	29	52	2	8	6	7	66	14	16	30	12	4	13	1	3	""
3505784	2nd Half	0	Kent St.-Tuscarawas	5	30	5	18	2	2	17	1	9	10	4	12	1	0	4	""
3505784	2nd Half	1	Eastern Mich.	28	47	2	6	3	5	61	12	24	36	11	5	10	2	6	""
3505784	Game Stats	0	Kent St.-Tuscarawas	13	57	10	38	4	4	40	4	18	22	10	32	1	1	9	 
3505784	Game Stats	1	Eastern Mich.	57/	99/	4	14	9	12	127/	26	40	66	23	9	23/	3	9	 
3505806	1st Half	0	Mt. St. Mary's	9	30	3	9	4	7	25	6	7	13	4	12	4	2	10	""
3505806	1st Half	1	Maryland	21	33	3	10	12	13	57	6	17	23	16	9	7	6	9	""
3505806	2nd Half	0	Mt. St. Mary's	6	21	2	5	6	13	20	6	11	17	3	17	3	0	10	""
3505806	2nd Half	1	Maryland	19	36	4	11	10	13	52	8	14	22	10	8	10	3	10	""
3505806	Game Stats	0	Mt. St. Mary's	15	51	5	14	10	20	45	12	18	30	7	29	7	2	20	 
3505806	Game Stats	1	Maryland	40	69	7	21	22	26	109	14	31	45	26	17	17	9	19	 
3505829	1st Half	0	William Carey	7	25	1	9	6	11	21	4	4	8	2	13	4	0	10	""
3505829	1st Half	1	Southern Miss.	22	29	5	6	7	12	56	5	18	23	18	11	9	1	12	""
3505829	2nd Half	0	William Carey	8	28	0	6	8	13	24	12	6	18	4	12	4	1	11	""
3505829	2nd Half	1	Southern Miss.	13	22	4	6	12	13	42	4	12	16	10	10	8	6	12	""
3505829	Game Stats	0	William Carey	15	53	1	15	14	24	45	16	10	26	6	25	8	1	21	 
3505829	Game Stats	1	Southern Miss.	35	51	9	12	19	25	98	9	30	39	28/	21	17	7	24	 
3505831	1st Half	0	Nicholls St.	9	28	4	13	0	0	22	3	11	14	3	8	7	5	9	""
3505831	1st Half	1	Arkansas	7	30	2	12	5	12	21	14	15	29	4	12	4	3	7	""
3505831	2nd Half	0	Nicholls St.	12	34	3	11	3	4	30	6	6	12	5	3	2	1	9	""
3505831	2nd Half	1	Arkansas	14	28	5	10	9	13	42	9	15	24	9	6	3	2	6	""
3505831	Game Stats	0	Nicholls St.	21	62	7	24	3	4	52	9	17	26	8	11	9	6	18	 
3505831	Game Stats	1	Arkansas	21	58	7	22	14	25	63	23	30	53	13	18	7	5	13	 
3505832	1st Half	0	Loyola Marymount	11	23	2	7	3	7	27	4	12	16	6	10	1	0	10	""
3505832	1st Half	1	Oklahoma St.	14	33	3	10	6	11	37	9	10	19	9	3	6	3	6	""
3505832	2nd Half	0	Loyola Marymount	14	32	4	10	6	9	38	6	15	21	5	12	3	1	15	""
3505832	2nd Half	1	Oklahoma St.	11	31	1	7	16	25	39	9	14	23	7	8	9	0	9	""
3505832	Game Stats	0	Loyola Marymount	25	55	6	17	9	16	65	10	27	37	11	22	4	1	25	2
3505832	Game Stats	1	Oklahoma St.	25	64	4	17	22	36	76	18	24	42	16	11	15	3	15	 
3505835	1st Half	0	Rider	7	23	0	5	0	3	14	6	13	19	3	21	3	2	10	""
3505835	1st Half	1	Seton Hall	12	27	5	8	9	12	38	3	13	16	4	11	7	1	8	""
3505835	2nd Half	0	Rider	11	24	0	3	11	22	33	6	19	25	4	10	1	4	7	""
3505835	2nd Half	1	Seton Hall	12	35	0	6	4	7	28	7	12	19	4	7	5	3	17	""
3505835	Game Stats	0	Rider	18	47	 	8	11	25	47	12	32	44	7	31	4	6	17	 
3505835	Game Stats	1	Seton Hall	24	62	5	14	13	19	66	10	25	35	8	18	12	4	25	1
3505837	1st Half	0	Kent St.	16	30	1	4	5	6	38	9	15	24	11	14	4	4	10	""
3505837	1st Half	1	North Dakota St.	11	29	2	4	10	13	34	5	6	11	6	6	8	2	8	""
3505837	2nd Half	0	Kent St.	10	24	2	4	8	12	30	8	11	19	5	13	5	5	16	""
3505837	2nd Half	1	North Dakota St.	11	29	2	8	16	21	40	9	8	17	6	5	6	1	11	""
3505837	Game Stats	0	Kent St.	26	54	3	8	13	18	68	17	26	43	16	27	9	9/	26	1
3505837	Game Stats	1	North Dakota St.	22	58	4	12	26	34	74	14	14	28	12	11	14	3	19	 
3505847	1st Half	0	Towson	9	37	4	15	7	10	29	11	15	26	4	6	3	3	9	""
3505847	1st Half	1	Penn St.	12	33	1	5	6	9	31	9	18	27	8	7	2	0	9	""
3505847	2nd Half	0	Towson	13	32	5	15	4	7	35	1	11	12	8	7	3	1	9	""
3505847	2nd Half	1	Penn St.	15	27	2	7	8	15	40	3	19	22	7	7	5	2	7	""
