game_id	period_id	category	team_value	opponent_value
3948394	2nd Period	Fastbreak Pts	""	""
3948394	2nd Period	Pts in Paint	""	""
3948394	3rd Period	Time of Possession	325	275
3948394	3rd Period	Scoring Time of Possession	123	102
3948394	3rd Period	Pos Cnt	18	18
3948394	3rd Period	Sc Cnt	8	6
3948394	3rd Period	Times Took Lead	0	0
3948394	3rd Period	Largest Lead	0	0
3948394	3rd Period	Time of Largest Lead	-	-
3948394	3rd Period	Times Tied Score	0	0
3948394	3rd Period	Bench Pts	5	10
3948394	3rd Period	2nd Chance Pts	1	2
3948394	3rd Period	Pts off TO	2	6
3948394	3rd Period	Fastbreak Pts	""	""
3948394	3rd Period	Pts in Paint	""	""
3948394	4th Period	Time of Possession	358	242
3948394	4th Period	Scoring Time of Possession	191	109
3948394	4th Period	Pos Cnt	21	20
3948394	4th Period	Sc Cnt	9	10
3948394	4th Period	Times Took Lead	0	0
3948394	4th Period	Largest Lead	0	0
3948394	4th Period	Time of Largest Lead	-	-
3948394	4th Period	Times Tied Score	0	0
3948394	4th Period	Bench Pts	4	7
3948394	4th Period	2nd Chance Pts	2	0
3948394	4th Period	Pts off TO	2	4
3948394	4th Period	Fastbreak Pts	""	""
3948394	4th Period	Pts in Paint	""	""
3948394	Game Stats	Time of Possession	1,313	1,087
3948394	Game Stats	Scoring Time of Possession	653	443
3948394	Game Stats	Pos Cnt	74	75
3948394	Game Stats	Sc Cnt	36	33
3948394	Game Stats	Times Took Lead	5	4
3948394	Game Stats	Largest Lead	13	3
3948394	Game Stats	Time of Largest Lead		
3948394	Game Stats	Times Tied Score	2	2
3948394	Game Stats	Bench Pts	13	33
3948394	Game Stats	2nd Chance Pts	13	13
3948394	Game Stats	Pts off TO	8	18
3948394	Game Stats	Fastbreak Pts		
3948394	Game Stats	Pts in Paint		
3948437	1st Period	Time of Possession	326	274
3948437	1st Period	Scoring Time of Possession	104	168
3948437	1st Period	Pos Cnt	23	23
3948437	1st Period	Sc Cnt	6	13
3948437	1st Period	Times Took Lead	0	0
3948437	1st Period	Largest Lead	""	0
3948437	1st Period	Time of Largest Lead	""	-
3948437	1st Period	Times Tied Score	0	0
3948437	1st Period	Bench Pts	0	5
3948437	1st Period	2nd Chance Pts	4	4
3948437	1st Period	Pts off TO	0	15
3948437	1st Period	Fastbreak Pts	""	""
3948437	1st Period	Pts in Paint	""	""
3948437	2nd Period	Time of Possession	334	266
3948437	2nd Period	Scoring Time of Possession	59	176
3948437	2nd Period	Pos Cnt	28	28
3948437	2nd Period	Sc Cnt	5	17
3948437	2nd Period	Times Took Lead	0	0
3948437	2nd Period	Largest Lead	""	0
3948437	2nd Period	Time of Largest Lead	""	-
3948437	2nd Period	Times Tied Score	0	0
3948437	2nd Period	Bench Pts	0	17
3948437	2nd Period	2nd Chance Pts	0	6
3948437	2nd Period	Pts off TO	5	11
3948437	2nd Period	Fastbreak Pts	""	""
3948437	2nd Period	Pts in Paint	""	""
3948437	3rd Period	Time of Possession	301	299
3948437	3rd Period	Scoring Time of Possession	36	201
3948437	3rd Period	Pos Cnt	25	24
3948437	3rd Period	Sc Cnt	3	19
3948437	3rd Period	Times Took Lead	0	0
3948437	3rd Period	Largest Lead	""	0
3948437	3rd Period	Time of Largest Lead	""	-
3948437	3rd Period	Times Tied Score	0	0
3948437	3rd Period	Bench Pts	1	23
3948437	3rd Period	2nd Chance Pts	4	6
3948437	3rd Period	Pts off TO	2	7
3948437	3rd Period	Fastbreak Pts	""	""
3948437	3rd Period	Pts in Paint	""	""
3948437	4th Period	Time of Possession	295	305
3948437	4th Period	Scoring Time of Possession	131	84
3948437	4th Period	Pos Cnt	26	27
3948437	4th Period	Sc Cnt	13	9
3948437	4th Period	Times Took Lead	0	0
3948437	4th Period	Largest Lead	""	0
3948437	4th Period	Time of Largest Lead	""	-
3948437	4th Period	Times Tied Score	0	0
3948437	4th Period	Bench Pts	18	13
3948437	4th Period	2nd Chance Pts	1	2
3948437	4th Period	Pts off TO	9	9
3948437	4th Period	Fastbreak Pts	""	""
3948437	4th Period	Pts in Paint	""	""
3948437	Game Stats	Time of Possession	1,144	1,256
3948437	Game Stats	Scoring Time of Possession	629	330
3948437	Game Stats	Pos Cnt	102	102
3948437	Game Stats	Sc Cnt	58	27
3948437	Game Stats	Times Took Lead		
3948437	Game Stats	Largest Lead	76	
3948437	Game Stats	Time of Largest Lead		
3948437	Game Stats	Times Tied Score		
3948437	Game Stats	Bench Pts	58	19
3948437	Game Stats	2nd Chance Pts	18	9
3948437	Game Stats	Pts off TO	42	16
3948437	Game Stats	Fastbreak Pts		
3948437	Game Stats	Pts in Paint		
3948444	1st Period	Time of Possession	306	294
3948444	1st Period	Scoring Time of Possession	126	114
3948444	1st Period	Pos Cnt	21	20
3948444	1st Period	Sc Cnt	9	7
3948444	1st Period	Times Took Lead	1	0
3948444	1st Period	Largest Lead	0	0
3948444	1st Period	Time of Largest Lead	-	-
3948444	1st Period	Times Tied Score	0	0
3948444	1st Period	Bench Pts	4	4
3948444	1st Period	2nd Chance Pts	0	2
3948444	1st Period	Pts off TO	2	2
3948444	1st Period	Fastbreak Pts	2	0
3948444	1st Period	Pts in Paint	8	6
3948444	2nd Period	Time of Possession	345	255
3948444	2nd Period	Scoring Time of Possession	92	165
3948444	2nd Period	Pos Cnt	19	19
3948444	2nd Period	Sc Cnt	4	10
3948444	2nd Period	Times Took Lead	0	1
3948444	2nd Period	Largest Lead	0	0
3948444	2nd Period	Time of Largest Lead	-	-
3948444	2nd Period	Times Tied Score	0	0
3948444	2nd Period	Bench Pts	7	7
3948444	2nd Period	2nd Chance Pts	3	4
3948444	2nd Period	Pts off TO	0	11
3948444	2nd Period	Fastbreak Pts	0	2
3948444	2nd Period	Pts in Paint	2	10
3948444	3rd Period	Time of Possession	361	239
3948444	3rd Period	Scoring Time of Possession	75	111
3948444	3rd Period	Pos Cnt	21	21
3948444	3rd Period	Sc Cnt	5	10
3948444	3rd Period	Times Took Lead	0	0
3948444	3rd Period	Largest Lead	0	0
3948444	3rd Period	Time of Largest Lead	-	-
3948444	3rd Period	Times Tied Score	0	0
3948444	3rd Period	Bench Pts	0	11
3948444	3rd Period	2nd Chance Pts	0	0
3948444	3rd Period	Pts off TO	2	0
3948444	3rd Period	Fastbreak Pts	0	0
3948444	3rd Period	Pts in Paint	2	6
3948444	4th Period	Time of Possession	349	251
3948444	4th Period	Scoring Time of Possession	169	120
3948444	4th Period	Pos Cnt	21	21
3948444	4th Period	Sc Cnt	12	9
3948444	4th Period	Times Took Lead	0	0
3948444	4th Period	Largest Lead	0	0
3948444	4th Period	Time of Largest Lead	-	-
3948444	4th Period	Times Tied Score	0	0
3948444	4th Period	Bench Pts	13	0
3948444	4th Period	2nd Chance Pts	6	6
3948444	4th Period	Pts off TO	9	2
3948444	4th Period	Fastbreak Pts	4	2
3948444	4th Period	Pts in Paint	14	6
3948444	Game Stats	Time of Possession	1,361	1,039
3948444	Game Stats	Scoring Time of Possession	462	510
3948444	Game Stats	Pos Cnt	82	81
3948444	Game Stats	Sc Cnt	30	36
3948444	Game Stats	Times Took Lead	1	1
3948444	Game Stats	Largest Lead	7	27
3948444	Game Stats	Time of Largest Lead		
3948444	Game Stats	Times Tied Score		
3948444	Game Stats	Bench Pts	24	22
3948444	Game Stats	2nd Chance Pts	9	12
3948444	Game Stats	Pts off TO	13	15
3948444	Game Stats	Fastbreak Pts	6	4
3948444	Game Stats	Pts in Paint	26	28
3948446	1st Period	Time of Possession	0	0
3948446	1st Period	Scoring Time of Possession	1,578	4,495
3948446	1st Period	Pos Cnt	0	0
3948446	1st Period	Sc Cnt	9	12
3948446	1st Period	Times Took Lead	0	0
3948446	1st Period	Largest Lead	0	16
3948446	1st Period	Time of Largest Lead	-	1st-02:25
3948446	1st Period	Times Tied Score	0	0
3948446	1st Period	Bench Pts	7	7
3948446	1st Period	2nd Chance Pts	2	4
3948446	1st Period	Pts off TO	2	8
3948446	1st Period	Fastbreak Pts	2	4
3948446	1st Period	Pts in Paint	4	10
3948446	2nd Period	Time of Possession	0	0
3948446	2nd Period	Scoring Time of Possession	1,730	3,851
3948446	2nd Period	Pos Cnt	0	0
3948446	2nd Period	Sc Cnt	7	11
3948446	2nd Period	Times Took Lead	0	0
3948446	2nd Period	Largest Lead	0	21
3948446	2nd Period	Time of Largest Lead	-	2nd-06:39
3948446	2nd Period	Times Tied Score	0	0
3948446	2nd Period	Bench Pts	8	0
3948446	2nd Period	2nd Chance Pts	0	1
3948446	2nd Period	Pts off TO	6	11
3948446	2nd Period	Fastbreak Pts	0	4
3948446	2nd Period	Pts in Paint	2	10
3948446	3rd Period	Time of Possession	0	0
3948446	3rd Period	Scoring Time of Possession	2,216	3,835
3948446	3rd Period	Pos Cnt	0	0
3948446	3rd Period	Sc Cnt	10	13
3948446	3rd Period	Times Took Lead	0	0
3948446	3rd Period	Largest Lead	0	25
3948446	3rd Period	Time of Largest Lead	-	3rd-07:13
3948446	3rd Period	Times Tied Score	0	0
3948446	3rd Period	Bench Pts	15	11
3948446	3rd Period	2nd Chance Pts	4	3
3948446	3rd Period	Pts off TO	6	5
3948446	3rd Period	Fastbreak Pts	0	2
3948446	3rd Period	Pts in Paint	10	8
3948446	4th Period	Time of Possession	0	0
3948446	4th Period	Scoring Time of Possession	2,101	1,916
3948446	4th Period	Pos Cnt	0	0
3948446	4th Period	Sc Cnt	8	9
3948446	4th Period	Times Took Lead	0	0
3948446	4th Period	Largest Lead	0	24
3948446	4th Period	Time of Largest Lead	-	4th-07:09
3948446	4th Period	Times Tied Score	0	0
3948446	4th Period	Bench Pts	14	8
3948446	4th Period	2nd Chance Pts	2	1
3948446	4th Period	Pts off TO	0	3
3948446	4th Period	Fastbreak Pts	0	4
3948446	4th Period	Pts in Paint	4	12
3948446	Game Stats	Time of Possession		
3948446	Game Stats	Scoring Time of Possession		
3948446	Game Stats	Pos Cnt		
3948446	Game Stats	Sc Cnt		
3948446	Game Stats	Times Took Lead		
3948446	Game Stats	Largest Lead	25	
3948446	Game Stats	Time of Largest Lead		
3948446	Game Stats	Times Tied Score		
3948446	Game Stats	Bench Pts	44	26
3948446	Game Stats	2nd Chance Pts	8	9
3948446	Game Stats	Pts off TO	14	27
3948446	Game Stats	Fastbreak Pts	2	14
3948446	Game Stats	Pts in Paint	20	40
3948452	1st Period	Time of Possession	341	259
3948452	1st Period	Scoring Time of Possession	53	139
3948452	1st Period	Pos Cnt	20	20
3948452	1st Period	Sc Cnt	3	11
3948452	1st Period	Times Took Lead	0	0
3948452	1st Period	Largest Lead	""	0
3948452	1st Period	Time of Largest Lead	""	-
3948452	1st Period	Times Tied Score	1	0
3948452	1st Period	Bench Pts	2	0
3948452	1st Period	2nd Chance Pts	2	4
3948452	1st Period	Pts off TO	0	8
3948452	1st Period	Fastbreak Pts	0	0
3948452	1st Period	Pts in Paint	2	6
3948452	2nd Period	Time of Possession	317	283
3948452	2nd Period	Scoring Time of Possession	49	190
3948452	2nd Period	Pos Cnt	21	21
3948452	2nd Period	Sc Cnt	4	14
3948452	2nd Period	Times Took Lead	0	0
3948452	2nd Period	Largest Lead	""	0
3948452	2nd Period	Time of Largest Lead	""	-
3948452	2nd Period	Times Tied Score	0	0
3948452	2nd Period	Bench Pts	3	4
3948452	2nd Period	2nd Chance Pts	0	8
3948452	2nd Period	Pts off TO	0	12
3948452	2nd Period	Fastbreak Pts	0	6
3948452	2nd Period	Pts in Paint	0	18
3948452	3rd Period	Time of Possession	245	355
3948452	3rd Period	Scoring Time of Possession	97	131
3948452	3rd Period	Pos Cnt	21	21
3948452	3rd Period	Sc Cnt	9	10
3948452	3rd Period	Times Took Lead	0	0
3948452	3rd Period	Largest Lead	""	0
3948452	3rd Period	Time of Largest Lead	""	-
3948452	3rd Period	Times Tied Score	0	0
3948452	3rd Period	Bench Pts	3	0
3948452	3rd Period	2nd Chance Pts	6	2
3948452	3rd Period	Pts off TO	9	7
3948452	3rd Period	Fastbreak Pts	4	8
3948452	3rd Period	Pts in Paint	4	14
3948452	4th Period	Time of Possession	297	303
3948452	4th Period	Scoring Time of Possession	162	134
3948452	4th Period	Pos Cnt	19	20
3948452	4th Period	Sc Cnt	8	9
3948452	4th Period	Times Took Lead	0	0
3948452	4th Period	Largest Lead	""	0
3948452	4th Period	Time of Largest Lead	""	-
3948452	4th Period	Times Tied Score	0	0
3948452	4th Period	Bench Pts	3	7
3948452	4th Period	2nd Chance Pts	12	0
3948452	4th Period	Pts off TO	5	3
3948452	4th Period	Fastbreak Pts	0	2
3948452	4th Period	Pts in Paint	2	12
3948452	Game Stats	Time of Possession	1,200	1,200
3948452	Game Stats	Scoring Time of Possession	594	361
3948452	Game Stats	Pos Cnt	82	81
3948452	Game Stats	Sc Cnt	44	24
3948452	Game Stats	Times Took Lead		
3948452	Game Stats	Largest Lead	45	
3948452	Game Stats	Time of Largest Lead		
3948452	Game Stats	Times Tied Score	1	
3948452	Game Stats	Bench Pts	11	11
3948452	Game Stats	2nd Chance Pts	14	20
3948452	Game Stats	Pts off TO	30	14
3948452	Game Stats	Fastbreak Pts	16	4
3948452	Game Stats	Pts in Paint	50	8
3948453	1st Period	Time of Possession	311	289
3948453	1st Period	Scoring Time of Possession	128	65
3948453	1st Period	Pos Cnt	19	20
3948453	1st Period	Sc Cnt	8	5
3948453	1st Period	Times Took Lead	1	0
3948453	1st Period	Largest Lead	0	0
3948453	1st Period	Time of Largest Lead	-	-
3948453	1st Period	Times Tied Score	1	0
3948453	1st Period	Bench Pts	0	0
3948453	1st Period	2nd Chance Pts	3	0
3948453	1st Period	Pts off TO	4	2
3948453	1st Period	Fastbreak Pts	""	""
3948453	1st Period	Pts in Paint	""	""
3948453	2nd Period	Time of Possession	351	249
3948453	2nd Period	Scoring Time of Possession	90	74
3948453	2nd Period	Pos Cnt	26	25
3948453	2nd Period	Sc Cnt	8	10
3948453	2nd Period	Times Took Lead	1	2
3948453	2nd Period	Largest Lead	0	0
3948453	2nd Period	Time of Largest Lead	-	-
3948453	2nd Period	Times Tied Score	1	2
3948453	2nd Period	Bench Pts	4	12
3948453	2nd Period	2nd Chance Pts	2	3
3948453	2nd Period	Pts off TO	2	13
3948453	2nd Period	Fastbreak Pts	""	""
3948453	2nd Period	Pts in Paint	""	""
3948453	3rd Period	Time of Possession	346	254
3948453	3rd Period	Scoring Time of Possession	121	163
3948453	3rd Period	Pos Cnt	23	22
3948453	3rd Period	Sc Cnt	10	14
3948453	3rd Period	Times Took Lead	0	0
3948453	3rd Period	Largest Lead	0	0
3948453	3rd Period	Time of Largest Lead	-	-
3948453	3rd Period	Times Tied Score	0	0
3948453	3rd Period	Bench Pts	0	11
3948453	3rd Period	2nd Chance Pts	2	6
3948453	3rd Period	Pts off TO	1	7
3948453	3rd Period	Fastbreak Pts	""	""
3948453	3rd Period	Pts in Paint	""	""
3948453	4th Period	Time of Possession	333	267
3948453	4th Period	Scoring Time of Possession	35	141
3948453	4th Period	Pos Cnt	28	29
3948453	4th Period	Sc Cnt	5	15
3948453	4th Period	Times Took Lead	0	0
3948453	4th Period	Largest Lead	0	0
3948453	4th Period	Time of Largest Lead	-	-
3948453	4th Period	Times Tied Score	0	0
3948453	4th Period	Bench Pts	2	13
3948453	4th Period	2nd Chance Pts	4	4
3948453	4th Period	Pts off TO	6	14
3948453	4th Period	Fastbreak Pts	""	""
3948453	4th Period	Pts in Paint	""	""
3948453	Game Stats	Time of Possession	1,341	1,059
3948453	Game Stats	Scoring Time of Possession	374	443
3948453	Game Stats	Pos Cnt	96	96
3948453	Game Stats	Sc Cnt	31	44
3948453	Game Stats	Times Took Lead	2	2
3948453	Game Stats	Largest Lead	7	36
3948453	Game Stats	Time of Largest Lead		
3948453	Game Stats	Times Tied Score	2	2
3948453	Game Stats	Bench Pts	6	36
3948453	Game Stats	2nd Chance Pts	11	13
3948453	Game Stats	Pts off TO	13	36
3948453	Game Stats	Fastbreak Pts		
3948453	Game Stats	Pts in Paint		
3948457	1st Period	Time of Possession	372	228
3948457	1st Period	Scoring Time of Possession	0	0
3948457	1st Period	Pos Cnt	19	20
3948457	1st Period	Sc Cnt	2	7
3948457	1st Period	Times Took Lead	0	1
3948457	1st Period	Largest Lead	2	6
3948457	1st Period	Time of Largest Lead	1st-07:34	1st-00:44
3948457	1st Period	Times Tied Score	1	0
3948457	1st Period	Bench Pts	0	2
3948457	1st Period	2nd Chance Pts	2	0
3948457	1st Period	Pts off TO	2	7
3948457	1st Period	Fastbreak Pts	0	2
3948457	1st Period	Pts in Paint	4	4
3948457	2nd Period	Time of Possession	282	318
3948457	2nd Period	Scoring Time of Possession	0	0
3948457	2nd Period	Pos Cnt	17	16
3948457	2nd Period	Sc Cnt	4	4
3948457	2nd Period	Times Took Lead	0	0
3948457	2nd Period	Largest Lead	0	11
3948457	2nd Period	Time of Largest Lead	-	2nd-01:53
3948457	2nd Period	Times Tied Score	0	0
3948457	2nd Period	Bench Pts	3	4
3948457	2nd Period	2nd Chance Pts	3	6
3948457	2nd Period	Pts off TO	4	1
3948457	2nd Period	Fastbreak Pts	0	0
3948457	2nd Period	Pts in Paint	2	2
3948457	3rd Period	Time of Possession	233	352
3948457	3rd Period	Scoring Time of Possession	0	0
3948457	3rd Period	Pos Cnt	17	18
3948457	3rd Period	Sc Cnt	4	11
3948457	3rd Period	Times Took Lead	0	0
3948457	3rd Period	Largest Lead	0	18
3948457	3rd Period	Time of Largest Lead	-	3rd-00:00
3948457	3rd Period	Times Tied Score	0	0
3948457	3rd Period	Bench Pts	4	5
3948457	3rd Period	2nd Chance Pts	0	8
3948457	3rd Period	Pts off TO	2	5
3948457	3rd Period	Fastbreak Pts	2	0
3948457	3rd Period	Pts in Paint	4	14
3948457	4th Period	Time of Possession	207	378
3948457	4th Period	Scoring Time of Possession	0	0
3948457	4th Period	Pos Cnt	20	19
3948457	4th Period	Sc Cnt	10	5
3948457	4th Period	Times Took Lead	0	0
3948457	4th Period	Largest Lead	0	19
3948457	4th Period	Time of Largest Lead	-	4th-07:40
3948457	4th Period	Times Tied Score	0	0
3948457	4th Period	Bench Pts	7	2
3948457	4th Period	2nd Chance Pts	6	0
3948457	4th Period	Pts off TO	12	2
3948457	4th Period	Fastbreak Pts	2	0
3948457	4th Period	Pts in Paint	8	4
3948457	Game Stats	Time of Possession	991	809
3948457	Game Stats	Scoring Time of Possession		
3948457	Game Stats	Pos Cnt	73	73
3948457	Game Stats	Sc Cnt	27	20
3948457	Game Stats	Times Took Lead	1	
3948457	Game Stats	Largest Lead	19	2
3948457	Game Stats	Time of Largest Lead		
3948457	Game Stats	Times Tied Score	1	
3948457	Game Stats	Bench Pts	13	14
3948457	Game Stats	2nd Chance Pts	14	11
3948457	Game Stats	Pts off TO	15	20
3948457	Game Stats	Fastbreak Pts	2	4
3948457	Game Stats	Pts in Paint	24	18
3948458	1st Period	Time of Possession	343	257
3948458	1st Period	Scoring Time of Possession	151	145
3948458	1st Period	Pos Cnt	20	21
3948458	1st Period	Sc Cnt	10	10
3948458	1st Period	Times Took Lead	1	1
3948458	1st Period	Largest Lead	0	0
3948458	1st Period	Time of Largest Lead	-	-
3948458	1st Period	Times Tied Score	3	1
3948458	1st Period	Bench Pts	3	2
3948458	1st Period	2nd Chance Pts	6	6
3948458	1st Period	Pts off TO	2	6
3948458	1st Period	Fastbreak Pts	2	4
3948458	1st Period	Pts in Paint	8	10
3948458	2nd Period	Time of Possession	328	272
3948458	2nd Period	Scoring Time of Possession	59	175
3948458	2nd Period	Pos Cnt	17	18
3948458	2nd Period	Sc Cnt	4	11
3948458	2nd Period	Times Took Lead	0	0
3948458	2nd Period	Largest Lead	0	0
3948458	2nd Period	Time of Largest Lead	-	-
3948458	2nd Period	Times Tied Score	1	0
3948458	2nd Period	Bench Pts	5	10
3948458	2nd Period	2nd Chance Pts	0	12
3948458	2nd Period	Pts off TO	6	1
3948458	2nd Period	Fastbreak Pts	0	0
3948458	2nd Period	Pts in Paint	0	18
3948458	3rd Period	Time of Possession	346	254
3948458	3rd Period	Scoring Time of Possession	74	160
3948458	3rd Period	Pos Cnt	20	20
3948458	3rd Period	Sc Cnt	3	11
3948458	3rd Period	Times Took Lead	0	0
3948458	3rd Period	Largest Lead	0	0
3948458	3rd Period	Time of Largest Lead	-	-
3948458	3rd Period	Times Tied Score	0	0
3948458	3rd Period	Bench Pts	0	3
3948458	3rd Period	2nd Chance Pts	3	2
3948458	3rd Period	Pts off TO	0	7
3948458	3rd Period	Fastbreak Pts	0	0
3948458	3rd Period	Pts in Paint	2	12
3948458	4th Period	Time of Possession	288	310
3948458	4th Period	Scoring Time of Possession	44	172
3948458	4th Period	Pos Cnt	22	22
3948458	4th Period	Sc Cnt	3	13
3948458	4th Period	Times Took Lead	0	0
3948458	4th Period	Largest Lead	0	0
3948458	4th Period	Time of Largest Lead	-	-
3948458	4th Period	Times Tied Score	0	0
3948458	4th Period	Bench Pts	1	14
3948458	4th Period	2nd Chance Pts	1	7
3948458	4th Period	Pts off TO	2	11
3948458	4th Period	Fastbreak Pts	0	2
3948458	4th Period	Pts in Paint	0	14
3948458	Game Stats	Time of Possession	1,093	1,305
3948458	Game Stats	Scoring Time of Possession	652	328
3948458	Game Stats	Pos Cnt	81	79
3948458	Game Stats	Sc Cnt	45	20
3948458	Game Stats	Times Took Lead	1	1
3948458	Game Stats	Largest Lead	46	2
3948458	Game Stats	Time of Largest Lead		
3948458	Game Stats	Times Tied Score	1	4
3948458	Game Stats	Bench Pts	29	9
3948458	Game Stats	2nd Chance Pts	27	10
3948458	Game Stats	Pts off TO	25	10
3948458	Game Stats	Fastbreak Pts	6	2
3948458	Game Stats	Pts in Paint	54	10
3948461	1st Period	Time of Possession	290	310
3948461	1st Period	Scoring Time of Possession	75	102
3948461	1st Period	Pos Cnt	18	17
3948461	1st Period	Sc Cnt	3	7
3948461	1st Period	Times Took Lead	0	0
3948461	1st Period	Largest Lead	""	0
3948461	1st Period	Time of Largest Lead	""	-
3948461	1st Period	Times Tied Score	0	0
3948461	1st Period	Bench Pts	0	0
3948461	1st Period	2nd Chance Pts	4	2
3948461	1st Period	Pts off TO	0	5
3948461	1st Period	Fastbreak Pts	0	2
3948461	1st Period	Pts in Paint	2	10
3948461	2nd Period	Time of Possession	311	289
3948461	2nd Period	Scoring Time of Possession	111	129
3948461	2nd Period	Pos Cnt	20	20
3948461	2nd Period	Sc Cnt	8	11
3948461	2nd Period	Times Took Lead	0	0
3948461	2nd Period	Largest Lead	""	0
3948461	2nd Period	Time of Largest Lead	""	-
3948461	2nd Period	Times Tied Score	0	0
3948461	2nd Period	Bench Pts	3	10
3948461	2nd Period	2nd Chance Pts	4	5
3948461	2nd Period	Pts off TO	4	12
3948461	2nd Period	Fastbreak Pts	2	8
3948461	2nd Period	Pts in Paint	2	14
3948461	3rd Period	Time of Possession	295	305
3948461	3rd Period	Scoring Time of Possession	78	121
3948461	3rd Period	Pos Cnt	18	18
3948461	3rd Period	Sc Cnt	5	8
3948461	3rd Period	Times Took Lead	0	0
3948461	3rd Period	Largest Lead	""	0
3948461	3rd Period	Time of Largest Lead	""	-
3948461	3rd Period	Times Tied Score	0	0
3948461	3rd Period	Bench Pts	0	7
3948461	3rd Period	2nd Chance Pts	0	2
3948461	3rd Period	Pts off TO	0	8
3948461	3rd Period	Fastbreak Pts	0	3
3948461	3rd Period	Pts in Paint	4	8
3948461	4th Period	Time of Possession	279	321
3948461	4th Period	Scoring Time of Possession	152	147
3948461	4th Period	Pos Cnt	21	21
3948461	4th Period	Sc Cnt	8	9
3948461	4th Period	Times Took Lead	0	0
3948461	4th Period	Largest Lead	""	0
3948461	4th Period	Time of Largest Lead	""	-
3948461	4th Period	Times Tied Score	0	0
3948461	4th Period	Bench Pts	2	17
3948461	4th Period	2nd Chance Pts	6	5
