game_id	period_id	category	team_value	opponent_value
3948386	1st Period	Time of Possession	300	300
3948386	1st Period	Scoring Time of Possession	102	166
3948386	1st Period	Pos Cnt	19	19
3948386	1st Period	Sc Cnt	6	9
3948386	1st Period	Times Took Lead	1	1
3948386	1st Period	Largest Lead	0	0
3948386	1st Period	Time of Largest Lead	-	-
3948386	1st Period	Times Tied Score	3	1
3948386	1st Period	Bench Pts	4	4
3948386	1st Period	2nd Chance Pts	0	9
3948386	1st Period	Pts off TO	4	6
3948386	1st Period	Fastbreak Pts	2	0
3948386	1st Period	Pts in Paint	6	8
3948386	2nd Period	Time of Possession	305	295
3948386	2nd Period	Scoring Time of Possession	185	197
3948386	2nd Period	Pos Cnt	19	18
3948386	2nd Period	Sc Cnt	11	10
3948386	2nd Period	Times Took Lead	1	0
3948386	2nd Period	Largest Lead	0	0
3948386	2nd Period	Time of Largest Lead	-	-
3948386	2nd Period	Times Tied Score	5	1
3948386	2nd Period	Bench Pts	7	11
3948386	2nd Period	2nd Chance Pts	5	6
3948386	2nd Period	Pts off TO	2	2
3948386	2nd Period	Fastbreak Pts	2	2
3948386	2nd Period	Pts in Paint	10	8
3948386	3rd Period	Time of Possession	305	295
3948386	3rd Period	Scoring Time of Possession	130	153
3948386	3rd Period	Pos Cnt	19	20
3948386	3rd Period	Sc Cnt	8	10
3948386	3rd Period	Times Took Lead	1	2
3948386	3rd Period	Largest Lead	0	0
3948386	3rd Period	Time of Largest Lead	-	-
3948386	3rd Period	Times Tied Score	3	1
3948386	3rd Period	Bench Pts	4	4
3948386	3rd Period	2nd Chance Pts	2	3
3948386	3rd Period	Pts off TO	5	2
3948386	3rd Period	Fastbreak Pts	2	2
3948386	3rd Period	Pts in Paint	8	10
3948386	4th Period	Time of Possession	352	248
3948386	4th Period	Scoring Time of Possession	121	126
3948386	4th Period	Pos Cnt	23	23
3948386	4th Period	Sc Cnt	8	11
3948386	4th Period	Times Took Lead	0	0
3948386	4th Period	Largest Lead	0	0
3948386	4th Period	Time of Largest Lead	-	-
3948386	4th Period	Times Tied Score	2	0
3948386	4th Period	Bench Pts	2	2
3948386	4th Period	2nd Chance Pts	4	0
3948386	4th Period	Pts off TO	2	8
3948386	4th Period	Fastbreak Pts	2	0
3948386	4th Period	Pts in Paint	4	12
3948386	Game Stats	Time of Possession	1,262	1,138
3948386	Game Stats	Scoring Time of Possession	538	642
3948386	Game Stats	Pos Cnt	80	80
3948386	Game Stats	Sc Cnt	33	40
3948386	Game Stats	Times Took Lead	3	3
3948386	Game Stats	Largest Lead	2	9
3948386	Game Stats	Time of Largest Lead		
3948386	Game Stats	Times Tied Score	13	3
3948386	Game Stats	Bench Pts	17	21
3948386	Game Stats	2nd Chance Pts	11	18
3948386	Game Stats	Pts off TO	13	18
3948386	Game Stats	Fastbreak Pts	8	4
3948386	Game Stats	Pts in Paint	28	38
3948394	1st Period	Time of Possession	300	300
3948394	1st Period	Scoring Time of Possession	145	126
3948394	1st Period	Pos Cnt	18	19
3948394	1st Period	Sc Cnt	9	10
3948394	1st Period	Times Took Lead	5	4
3948394	1st Period	Largest Lead	0	0
3948394	1st Period	Time of Largest Lead	-	-
3948394	1st Period	Times Tied Score	2	2
3948394	1st Period	Bench Pts	2	7
3948394	1st Period	2nd Chance Pts	7	8
3948394	1st Period	Pts off TO	4	3
3948394	1st Period	Fastbreak Pts	""	""
3948394	1st Period	Pts in Paint	""	""
3948394	2nd Period	Time of Possession	330	270
3948394	2nd Period	Scoring Time of Possession	194	106
3948394	2nd Period	Pos Cnt	17	18
3948394	2nd Period	Sc Cnt	10	7
3948394	2nd Period	Times Took Lead	0	0
3948394	2nd Period	Largest Lead	0	0
3948394	2nd Period	Time of Largest Lead	-	-
3948394	2nd Period	Times Tied Score	0	0
3948394	2nd Period	Bench Pts	2	9
3948394	2nd Period	2nd Chance Pts	3	3
3948394	2nd Period	Pts off TO	0	5
