year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12280	4	Adrian	23	1414487	McElroy, Antoinea	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1414487	Sr	G	5-9	2	2	52:00	8	21	38.10	3	5	60.00	3	7	42.86	22	11.00	6	11	17	8.50	5	10	5	3	7	2	 	1	 
2016	12280	4	Adrian	21	1414491	McCullough, Amber	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1414491	Sr	G	5-7	1	0	16:00	6	11	54.55	 	 	""	2	3	66.67	14	14.00	3	6	9	9.00	 	2	 	1	4	1	 	 	 
2016	12280	4	Adrian	45	1629488	Nay, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1629488	So	C	6-1	1	0	3:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	1	 	 	 
2016	12280	11324	Agnes Scott	14	1626366	Collins, Laniqua	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1626366	So	F	5-11	3	3	102:00	9	27	33.33	3	8	37.50	14	19	73.68	35	11.67	10	13	23	7.67	4	16	 	1	7	3	 	 	 
2016	12280	11324	Agnes Scott	12	1742619	Fleming, Jakaria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742619	Fr	G	5-3	3	0	43:00	5	17	29.41	 	2	0.00	1	2	50.00	11	3.67	2	2	4	1.33	3	7	4	 	10	3	1	 	 
2016	12280	11324	Agnes Scott	21	1626371	Simpson, Kisha	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1626371	So	F	5-10	3	3	118:00	20	40	50.00	 	1	0.00	4	22	18.18	44	14.67	6	28	34	11.33	 	8	5	2	8	3	 	2	 
2016	12280	11324	Agnes Scott	10	1626370	Teemer, Jalexis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1626370	So	G	5-6	3	3	108:00	9	30	30.00	1	7	14.29	7	11	63.64	26	8.67	1	6	7	2.33	19	15	6	 	5	3	 	 	 
2016	12280	11324	Agnes Scott	24	1626367	Figueroa, Adriana	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1626367	So	G	5-4	3	0	30:00	 	9	0.00	 	5	0.00	 	 	""	 	""	1	3	4	1.33	 	6	 	 	3	3	 	 	 
2016	12280	11324	Agnes Scott	22	1626365	Banks, Natasha	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1626365	So	G	5-5	3	0	39:00	 	6	0.00	 	5	0.00	 	 	""	 	""	 	7	7	2.33	1	3	1	 	1	3	 	 	 
2016	12280	11324	Agnes Scott	2	1514223	Howard, Brittaney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1514223	Jr	G	5-5	3	3	100:00	6	18	33.33	3	13	23.08	2	3	66.67	17	5.67	5	8	13	4.33	6	11	6	 	9	3	 	 	 
2016	12280	11324	Agnes Scott	20	1514221	Arnold, Miranda	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1514221	Jr	F	6-0	3	3	52:00	3	19	15.79	 	 	""	1	2	50.00	7	2.33	5	11	16	5.33	 	6	3	3	11	3	1	 	 
2016	12280	11324	Agnes Scott	31	1626369	Keheley, Grace	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1626369	So	C	6-1	1	0	7:00	 	 	""	 	 	""	 	 	""	 	""	 	3	3	3.00	 	2	 	 	1	1	 	 	 
2016	12280	11324	Agnes Scott	32	1742620	Rozier, Alexis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742620	Fr	C	6-1	1	0	1:00	 	 	""	 	 	""	1	2	50.00	1	1.00	1	 	1	1.00	 	 	 	 	 	1	 	 	 
2016	12280	2798	Albertus Magnus	12	1735519	Ward, Dazhane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735519	Fr	G	5-8	3	0	73:00	13	24	54.17	4	8	50.00	16	22	72.73	46	15.33	2	5	7	2.33	3	13	2	1	6	3	 	 	 
2016	12280	2798	Albertus Magnus	3	1735517	Johnson, Jill	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735517	Fr	G	5-6	3	0	6:00	 	1	0.00	 	 	""	 	4	0.00	 	""	1	 	1	0.33	 	1	1	1	1	3	 	 	 
2016	12280	2798	Albertus Magnus	13	1735516	Falcigno, Liz	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735516	Jr	G	5-7	3	3	74:00	8	21	38.10	 	7	0.00	5	8	62.50	21	7.00	1	7	8	2.67	2	8	7	1	6	3	 	 	 
2016	12280	2798	Albertus Magnus	32	1735515	Cobbs, Zaria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1735515	Jr	G	5-10	3	0	20:00	1	5	20.00	 	 	""	1	2	50.00	3	1.00	3	6	9	3.00	 	3	1	1	3	3	 	 	 
2016	12280	2798	Albertus Magnus	10	1625044	Piccerillo, Angelina	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1625044	So	F	5-5	3	0	29:00	1	8	12.50	1	4	25.00	 	 	""	3	1.00	 	1	1	0.33	1	4	 	 	4	3	 	 	 
2016	12280	2798	Albertus Magnus	23	1625043	Bolden, Olivia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1625043	So	F	5-5	3	3	94:00	12	39	30.77	 	3	0.00	5	9	55.56	29	9.67	7	6	13	4.33	2	3	5	 	8	3	 	 	 
2016	12280	2798	Albertus Magnus	44	1520403	Thornton, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1520403	Jr	F	5-10	3	0	15:00	 	5	0.00	 	 	""	 	 	""	 	""	1	 	1	0.33	 	2	 	 	2	3	 	 	 
2016	12280	2798	Albertus Magnus	21	1414503	Sherrod, Chelsea	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1414503	Sr	F	5-8	3	3	86:00	3	11	27.27	 	 	""	4	4	100.00	10	3.33	8	13	21	7.00	6	6	 	1	7	3	 	 	 
2016	12280	2798	Albertus Magnus	34	1414501	Pendagast, Kelsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1414501	Sr	C	5-10	3	3	92:00	11	36	30.56	 	 	""	9	12	75.00	31	10.33	9	19	28	9.33	3	10	5	4	11	3	1	1	 
2016	12280	2798	Albertus Magnus	1	1414499	Sutherland, Olivia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1414499	Sr	G	5-3	3	3	106:00	7	28	25.00	3	9	33.33	6	7	85.71	23	7.67	2	9	11	3.67	11	12	5	1	4	3	 	 	 
2016	12280	2798	Albertus Magnus	22	1643920	Lavery, Victoria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1643920	So	G	5-4	1	0	2:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	1	 	 	 
2016	12280	2798	Albertus Magnus	02	1747247	Sola, Elli	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1747247	N/A	""	-	1	0	2:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	 	1	 	 	 	1	 	 	 
2016	12280	15	Albion	42	1739791	Wilson, Zoe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1739791	Fr	C	6-0	2	1	39:00	1	7	14.29	 	 	""	 	 	""	2	1.00	3	4	7	3.50	1	3	1	 	6	2	 	 	 
2016	12280	15	Albion	30	1739789	Hubbard, Jami	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1739789	Fr	F	5-11	2	0	17:00	1	1	100.00	 	 	""	2	2	100.00	4	2.00	 	2	2	1.00	 	 	1	 	2	2	 	 	 
2016	12280	15	Albion	23	1739788	Sanfilippo, Sophia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1739788	Fr	F	5-11	2	0	19:00	3	6	50.00	 	 	""	1	2	50.00	7	3.50	3	4	7	3.50	 	2	 	 	3	2	 	 	 
2016	12280	15	Albion	12	1739785	Bard, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1739785	Fr	G	5-3	2	0	27:00	4	10	40.00	 	2	0.00	 	 	""	8	4.00	2	3	5	2.50	3	4	1	 	4	2	 	 	 
2016	12280	15	Albion	11	1739784	Zgoda, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1739784	Jr	G	5-6	2	2	67:00	7	19	36.84	4	12	33.33	 	 	""	18	9.00	1	5	6	3.00	7	5	2	 	6	2	 	 	 
2016	12280	15	Albion	3	1632913	Orban, Tierra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1632913	So	G	5-5	2	0	20:00	 	4	0.00	 	2	0.00	 	 	""	 	""	 	2	2	1.00	 	1	 	 	 	2	 	 	 
2016	12280	15	Albion	10	1632912	Nelson, Erin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1632912	So	F	5-10	2	1	30:00	5	10	50.00	 	 	""	 	 	""	10	5.00	8	4	12	6.00	 	 	 	1	5	2	 	 	 
2016	12280	15	Albion	21	1519063	Savage, Olivia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1519063	Jr	G	5-2	2	2	56:00	5	11	45.45	4	9	44.44	1	2	50.00	15	7.50	 	5	5	2.50	4	6	1	 	3	2	 	 	 
2016	12280	15	Albion	04	1519061	Curry, Oreyana	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1519061	Jr	G	5-3	2	2	58:00	5	15	33.33	3	6	50.00	3	4	75.00	16	8.00	 	1	1	0.50	2	7	 	 	4	2	 	 	 
2016	12280	15	Albion	44	1404653	Payne, Darian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1404653	Sr	F	5-11	2	2	55:00	5	21	23.81	 	1	0.00	7	7	100.00	17	8.50	7	12	19	9.50	3	6	2	 	3	2	 	1	 
2016	12280	15	Albion	22	1739787	Beer, Jenna	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1739787	Fr	G	5-8	1	0	2:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	1	 	 	 
2016	12280	15	Albion	24	1632906	Neary, Catie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1632906	So	G	5-9	1	0	10:00	 	6	0.00	 	1	0.00	 	 	""	 	""	 	 	 	""	 	 	 	 	2	1	 	 	 
2016	12280	16	Albright	23	1740492	Lofton, Alysha	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740492	So	F	5-9	4	4	93:00	19	30	63.33	3	4	75.00	11	14	78.57	52	13.00	9	18	27	6.75	4	6	8	1	8	4	 	 	 
2016	12280	16	Albright	25	1413460	O'Donnell, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1413460	Sr	C	6-1	4	2	53:00	11	28	39.29	 	 	""	6	6	100.00	28	7.00	7	14	21	5.25	1	3	 	3	7	4	 	 	 
2016	12280	16	Albright	21	1522785	Harris, Morgan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1522785	Jr	G	5-4	4	0	41:00	1	6	16.67	 	1	0.00	1	2	50.00	3	0.75	 	4	4	1.00	11	3	1	 	4	4	 	 	 
2016	12280	16	Albright	22	1740491	Mazzarelli, Nina	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740491	So	G	5-9	4	4	123:00	16	36	44.44	6	15	40.00	11	11	100.00	49	12.25	4	3	7	1.75	6	5	2	 	4	4	 	 	 
2016	12280	16	Albright	14	1740490	Jackson, Amara-Niani	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740490	Jr	G	5-7	4	0	52:00	9	17	52.94	 	1	0.00	3	5	60.00	21	5.25	4	13	17	4.25	2	7	7	 	3	4	 	 	 
2016	12280	16	Albright	5	1740487	Lea, Mikayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740487	Fr	G	5-11	4	0	66:00	14	27	51.85	 	 	""	5	6	83.33	33	8.25	4	12	16	4.00	3	7	7	1	14	4	 	 	 
2016	12280	16	Albright	13	1629288	Horka, Devan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1629288	So	F	6-0	4	0	38:00	6	13	46.15	 	 	""	1	2	50.00	13	3.25	1	5	6	1.50	3	4	 	 	8	4	 	 	 
2016	12280	16	Albright	4	1629286	Joyce, Jane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1629286	So	G	5-4	4	4	112:00	14	30	46.67	 	1	0.00	4	7	57.14	32	8.00	3	13	16	4.00	13	14	9	 	7	4	 	 	 
2016	12280	16	Albright	12	1522786	Thomas, Shannon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1522786	Jr	G	5-9	4	4	121:00	11	29	37.93	4	11	36.36	3	6	50.00	29	7.25	1	9	10	2.50	11	11	6	3	7	4	 	 	 
2016	12280	16	Albright	11	1740489	Toledo, Xio	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740489	Fr	G	5-7	3	0	13:00	1	3	33.33	1	2	50.00	 	 	""	3	1.00	 	1	1	0.33	3	1	 	 	2	3	 	 	 
2016	12280	16	Albright	20	1413458	Harris, Kelecia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1413458	Sr	F	6-0	3	2	70:00	18	26	69.23	 	 	""	6	16	37.50	42	14.00	10	16	26	8.67	1	4	7	8	7	3	 	1	 
2016	12280	16	Albright	10	1740488	Kidd, Bailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740488	Fr	G	5-6	3	0	8:00	1	2	50.00	 	 	""	 	 	""	2	0.67	 	 	 	""	1	 	 	 	3	3	 	 	 
2016	12280	16	Albright	32	1740493	Jones, Aniya	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1740493	Fr	G	5-5	3	0	10:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	1	1	 	 	1	3	 	 	 
2016	12280	18	Alfred	21	1741517	Hill, Paige	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1741517	Fr	F	5-9	3	0	38:00	 	3	0.00	 	 	""	 	 	""	 	""	2	5	7	2.33	3	2	 	1	3	3	 	 	 
2016	12280	18	Alfred	20	1741516	Battle, Chanice	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1741516	Fr	G	5-2	3	3	97:00	17	34	50.00	1	7	14.29	4	10	40.00	39	13.00	2	16	18	6.00	9	9	6	 	13	3	1	 	 
2016	12280	18	Alfred	23	1625510	Croll, Mckaylee	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1625510	So	G	5-6	3	3	110:00	9	34	26.47	6	22	27.27	4	6	66.67	28	9.33	 	10	10	3.33	6	5	3	 	8	3	1	 	 
2016	12280	18	Alfred	10	1741513	Boland, Katlyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1741513	Fr	G	5-2	3	0	51:00	3	13	23.08	 	2	0.00	3	4	75.00	9	3.00	2	6	8	2.67	4	7	 	 	5	3	 	 	 
2016	12280	18	Alfred	33	1529379	Kichman, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1529379	Sr	G	5-6	3	3	84:00	7	24	29.17	3	12	25.00	6	11	54.55	23	7.67	3	5	8	2.67	2	15	6	1	7	3	 	 	 
2016	12280	18	Alfred	13	1519105	Off, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1519105	Jr	F	6-0	3	3	106:00	21	45	46.67	 	1	0.00	7	8	87.50	49	16.33	12	18	30	10.00	1	10	1	3	8	3	 	2	 
2016	12280	18	Alfred	5	1519103	Flint, Maddi	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1519103	Jr	G	5-7	3	3	105:00	9	30	30.00	1	6	16.67	1	1	100.00	20	6.67	3	10	13	4.33	6	7	1	1	8	3	 	 	 
2016	12280	18	Alfred	11	1741514	Andrews, Kayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1741514	So	G	5-6	2	0	7:00	1	2	50.00	 	 	""	 	 	""	2	1.00	 	 	 	""	 	 	1	1	1	2	 	 	 
2016	12280	18	Alfred	01	1625508	Guerrier, Rosemond	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1625508	So	G	5-5	1	0	2:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	1	 	 	 	 	1	 	 	 
2016	12280	19	Allegheny	03	1410431	Mrdjenovich, Jessica	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1410431	Sr	G	5-6	2	2	53:00	12	29	41.38	6	16	37.50	2	2	100.00	32	16.00	 	4	4	2.00	2	7	3	 	3	2	 	 	 
2016	12280	19	Allegheny	20	1410435	Pellicano, Emma	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1410435	Sr	F	5-10	2	2	47:00	5	16	31.25	 	7	0.00	7	9	77.78	17	8.50	3	15	18	9.00	4	3	2	2	4	2	 	1	 
2016	12280	19	Allegheny	21	1410436	Vigliotti, Rachel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1410436	Sr	G	5-7	2	2	56:00	8	20	40.00	2	11	18.18	7	7	100.00	25	12.50	5	4	9	4.50	9	2	5	 	3	2	 	 	 
2016	12280	19	Allegheny	34	1410439	Uwazie, Ifeyinwa	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1410439	Sr	F	5-9	2	2	25:00	2	8	25.00	 	 	""	4	6	66.67	8	4.00	8	6	14	7.00	1	3	2	 	3	2	 	 	 
2016	12280	19	Allegheny	42	1410440	Fromknecht, Kaitlyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1410440	Sr	F	6-1	2	2	29:00	3	7	42.86	 	 	""	5	5	100.00	11	5.50	5	1	6	3.00	 	3	 	1	4	2	 	 	 
2016	12280	19	Allegheny	10	1742014	Crawford, Candaisy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742014	Fr	G	5-7	2	0	28:00	3	9	33.33	2	6	33.33	2	2	100.00	10	5.00	3	3	6	3.00	 	7	1	 	3	2	 	 	 
2016	12280	19	Allegheny	30	1742019	Barkley, Olivia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742019	Fr	F	5-9	2	0	20:00	4	6	66.67	 	1	0.00	 	 	""	8	4.00	4	4	8	4.00	2	2	1	 	1	2	 	 	 
2016	12280	19	Allegheny	24	1742018	Pinkney, Kay	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742018	Fr	G	5-8	2	0	22:00	2	5	40.00	1	4	25.00	1	2	50.00	6	3.00	4	4	8	4.00	3	2	4	 	4	2	 	 	 
2016	12280	19	Allegheny	44	1520591	Wilby, Meaghan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1520591	Jr	F	5-11	2	0	44:00	8	20	40.00	 	 	""	1	2	50.00	17	8.50	7	9	16	8.00	2	10	 	1	5	2	 	 	 
2016	12280	19	Allegheny	23	1520588	Dillon, Morgan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1520588	Jr	F	5-10	2	0	20:00	2	9	22.22	 	 	""	1	2	50.00	5	2.50	2	3	5	2.50	 	2	 	 	2	2	 	 	 
2016	12280	19	Allegheny	12	1742016	Arbore, Delaney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742016	Fr	G	5-8	2	0	27:00	4	8	50.00	3	6	50.00	 	 	""	11	5.50	1	4	5	2.50	3	 	 	 	6	2	 	 	 
2016	12280	19	Allegheny	14	1625484	Beebe, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1625484	So	G	5-5	1	0	3:00	 	1	0.00	 	 	""	1	2	50.00	1	1.00	 	 	 	""	 	1	 	 	 	1	 	 	 
2016	12280	19	Allegheny	5	1742013	DiDonato, Maria	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742013	Fr	G	5-5	1	0	2:00	1	2	50.00	 	 	""	 	 	""	2	2.00	 	 	 	""	1	 	 	 	 	1	 	 	 
2016	12280	19	Allegheny	22	1742017	Longo, Sadie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742017	Fr	F	5-10	1	0	2:00	1	1	100.00	 	 	""	 	 	""	2	2.00	 	 	 	""	 	 	 	 	2	1	 	 	 
2016	12280	19	Allegheny	33	1742020	Smith, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742020	Fr	G	5-8	1	0	8:00	 	2	0.00	 	1	0.00	 	 	""	 	""	 	1	1	1.00	 	 	 	 	 	1	 	 	 
2016	12280	19	Allegheny	13	1742022	Moore, Jazmen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742022	Fr	G	5-1	1	0	10:00	4	4	100.00	 	 	""	 	 	""	8	8.00	 	2	2	2.00	 	1	2	 	3	1	 	 	 
2016	12280	19	Allegheny	40	1742021	Imel, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1742021	Fr	F	5-9	1	0	2:00	 	1	0.00	 	1	0.00	 	 	""	 	""	 	1	1	1.00	 	 	 	 	 	1	 	 	 
2016	12280	21	Alma	03	1747188	King, Chloee	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1747188	N/A	""	-	1	0	13:00	2	3	66.67	2	3	66.67	 	 	""	6	6.00	 	 	 	""	1	1	2	 	1	1	 	 	 
2016	12280	21	Alma	12	1738566	Wolffis, Kelsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1738566	Fr	F	6-0	1	1	18:00	2	4	50.00	 	 	""	2	4	50.00	6	6.00	1	 	1	1.00	1	3	4	1	3	1	 	 	 
2016	12280	21	Alma	10	1738564	Guzman, Sophia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1738564	Fr	G	5-4	1	1	31:00	2	5	40.00	1	2	50.00	 	 	""	5	5.00	2	6	8	8.00	5	5	2	 	1	1	 	 	 
2016	12280	21	Alma	4	1738563	Blough, Kassidy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1738563	Fr	G	5-2	1	1	24:00	3	5	60.00	2	3	66.67	1	4	25.00	9	9.00	 	2	2	2.00	4	3	4	 	2	1	 	 	 
2016	12280	21	Alma	22	1738562	Barnwell, Alexandra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1738562	Sr	G	5-5	1	0	4:00	 	 	""	 	 	""	 	 	""	 	""	 	1	1	1.00	1	 	 	 	2	1	 	 	 
2016	12280	21	Alma	21	1738561	Barnauskas, Madeline	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1738561	Fr	F	5-11	1	0	13:00	2	3	66.67	 	 	""	2	2	100.00	6	6.00	 	3	3	3.00	1	2	 	1	 	1	 	 	 
2016	12280	21	Alma	42	1633241	Higgins, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=12280&stats_player_seq=1633241	So	G	5-9	1	0	12:00	1	1	100.00	 	 	""	 	 	""	2	2.00	1	3	4	4.00	2	2	 	1	3	1	 	 	 
