year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2015	12021	26172	A&M-Corpus Chris	11/14/2014	@ UNLV	465	UNLV	http://stats.ncaa.org/team/index/12021?org_id=465	false		false	L 65 - 77	false	65 - 77	65	77	false		3506732	http://stats.ncaa.org/game/index/3506732?org_id=26172
2015	12021	26172	A&M-Corpus Chris	11/21/2014	Houston		Houston		false		true	-								
2015	12021	26172	A&M-Corpus Chris	11/24/2014	@ Rice		Rice		false		false	-								
2015	12021	26172	A&M-Corpus Chris	11/28/2014	Kent St.@San Luis Obispo, CA		Kent St.San Luis Obispo, CA		false		false	-								
2015	12021	26172	A&M-Corpus Chris	11/29/2014	@ Cal Poly		Cal Poly		false		false	-								
2015	12021	26172	A&M-Corpus Chris	12/06/2014	@ Tex.-Pan American		Tex.-Pan American		false		false	-								
2015	12021	26172	A&M-Corpus Chris	12/13/2014	Texas-Arlington		Texas-Arlington		false		true	-								
2015	12021	26172	A&M-Corpus Chris	12/15/2014	Tennessee St.		Tennessee St.		false		true	-								
2015	12021	26172	A&M-Corpus Chris	12/17/2014	Oakland		Oakland		false		true	-								
2015	12021	26172	A&M-Corpus Chris	12/20/2014	Texas Southern		Texas Southern		false		true	-								
2015	12021	26172	A&M-Corpus Chris	12/30/2014	Huston-Tillotson		Huston-Tillotson		false		true	-								
2015	12021	26172	A&M-Corpus Chris	01/06/2015	@ Central Ark.		Central Ark.		false		false	-								
2015	12021	26172	A&M-Corpus Chris	01/08/2015	Lamar		Lamar		false		true	-								
2015	12021	26172	A&M-Corpus Chris	01/10/2015	McNeese St.		McNeese St.		false		true	-								
2015	12021	26172	A&M-Corpus Chris	01/14/2015	Northwestern St.		Northwestern St.		false		true	-								
2015	12021	26172	A&M-Corpus Chris	01/17/2015	@ Nicholls St.		Nicholls St.		false		false	-								
2015	12021	26172	A&M-Corpus Chris	01/22/2015	@ Southeastern La.		Southeastern La.		false		false	-								
2015	12021	26172	A&M-Corpus Chris	01/24/2015	@ New Orleans		New Orleans		false		false	-								
