year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	height	class_year	games_played	games_started
2015	12021	698	TCU	23		Alix, AJ		G	5-6	So	0	0
2015	12021	698	TCU	13	1515044.0	Bradshaw, Klara	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1515044.0	C	6-6	So	0	0
2015	12021	698	TCU	33	1403057.0	Breaux, Donielle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1403057.0	G	5-10	Sr	0	0
2015	12021	698	TCU	15	1515045.0	Butts, Jada	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1515045.0	F	5-8	So	0	0
2015	12021	698	TCU	32	1403056.0	Diaz, Caitlin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1403056.0	F	6-1	Jr	0	0
2015	12021	698	TCU	3	1403053.0	Hamilton, Veja	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1403053.0	F	5-10	Jr	0	0
2015	12021	698	TCU	14	1403055.0	Medley, Zahna	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1403055.0	G	5-6	Jr	0	0
2015	12021	698	TCU	4	1288604.0	Prince, Chelsea	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1288604.0	F	5-11	Sr	0	0
2015	12021	698	TCU	34		Standish, Alexia		G	5-8	Sr	0	0
2015	12021	698	TCU	24	1288606.0	Ventress, Natalie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1288606.0	G	5-11	Sr	0	0
2015	12021	698	TCU	55	1515047.0	Willie, Carol	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1515047.0	C	6-2	So	0	0
2015	12021	518	Ohio St.	14	1400059.0	Alston, Ameryst	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1400059.0	G	5-9	Jr	0	0
