year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles
2015	12021	2	Abilene Christian	15	1508467	Mason, Alexis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508467	So	G	5-9	1	1	27:00	7	16	43.75	3	10	30.00	2	5	40.00	19	19.00	2	1	3	3.00	4	3	2	 	1	1	 	 	 
2015	12021	2	Abilene Christian	12	1398877	West, Whitney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1398877	Jr	G	6-0	1	1	21:00	3	9	33.33	3	9	33.33	 	 	""	9	9.00	 	2	2	2.00	3	2	1	 	3	1	 	 	 
2015	12021	2	Abilene Christian	32	1508462	Dimba, Lizzy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508462	So	F	5-11	1	1	28:00	5	10	50.00	 	 	""	7	9	77.78	17	17.00	1	6	7	7.00	2	2	1	 	2	1	 	 	 
2015	12021	2	Abilene Christian	23	1508463	Dimba, Suzzy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508463	So	F	5-11	1	1	33:00	6	14	42.86	1	5	20.00	3	6	50.00	16	16.00	6	5	11	11.00	4	2	3	 	1	1	 	1	 
2015	12021	2	Abilene Christian	42	1620779	Parker, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620779	Fr	C	5-10	1	0	12:00	1	1	100.00	 	 	""	 	 	""	2	2.00	 	3	3	3.00	 	1	 	1	4	1	 	 	 
2015	12021	2	Abilene Christian	33	1508470	Shelstead, Sydney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1508470	So	F	6-3	1	1	20:00	3	5	60.00	 	 	""	2	5	40.00	8	8.00	4	4	8	8.00	1	1	1	 	4	1	 	 	 
2015	12021	2	Abilene Christian	2	1620774	Echols, Alyssa	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620774	Fr	G	5-7	1	0	21:00	1	6	16.67	 	4	0.00	 	1	0.00	2	2.00	1	4	5	5.00	5	 	4	 	2	1	 	 	 
2015	12021	2	Abilene Christian	10	1620776	Webb, Paris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620776	Jr	G	5-4	1	0	13:00	2	2	100.00	 	 	""	1	2	50.00	5	5.00	 	3	3	3.00	1	 	1	 	2	1	 	 	 
2015	12021	2	Abilene Christian	14	1620777	Avery, Ellyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620777	So	G	5-10	1	0	16:00	3	7	42.86	2	6	33.33	 	 	""	8	8.00	1	1	2	2.00	1	5	1	 	5	1	1	 	 
2015	12021	2	Abilene Christian	22	1620778	Allen, Sierra	http://stats.ncaa.org/player?game_sport_year_ctl_id=12021&stats_player_seq=1620778	Fr	C	6-1	1	0	9:00	2	5	40.00	 	2	0.00	1	1	100.00	5	5.00	 	 	 	""	 	1	 	 	2	1	 	 	 
