year,team_id,team_name,wins,losses,ties,total_games
2017,26172,A&M-Corpus Christi,14,18,0,32
2017,2,Abilene Christian,23,9,0,32
2017,30123,Academy of Art,16,12,0,28
2017,929,Adams St.,2,23,0,25
2017,3,Adelphi,27,5,0,32
2017,4,Adrian,13,11,0,24
2017,11324,Agnes Scott,2,18,0,20
2017,721,Air Force,4,25,0,29
2017,5,Akron,9,21,0,30
2017,10,Ala.-Huntsville,5,22,0,27
2017,8,Alabama,22,14,0,36
2017,6,Alabama A&M,2,25,0,27
2017,7,Alabama St.,14,16,0,30
2017,11,Alas. Anchorage,30,2,0,32
2017,12,Alas. Fairbanks,13,14,0,27
2017,14,Albany (NY),21,12,0,33
2017,13,Albany St. (GA),8,20,0,28
2017,2798,Albertus Magnus,14,12,0,26
2017,15,Albion,18,8,0,26
2017,16,Albright,23,6,0,29
2017,17,Alcorn,9,21,0,30
2017,934,Alderson Broaddus,10,19,0,29
2017,18,Alfred,4,21,0,25
2017,30170,Alfred St.,15,9,0,24
2017,19,Allegheny,3,22,0,25
2017,21,Alma,8,17,0,25
2017,938,Alvernia,2,23,0,25
2017,28746,Alverno,13,14,0,27
2017,23,American,15,16,0,31
2017,22,American Int'l,19,10,0,29
2017,24,Amherst,33,0,0,33
2017,939,Anderson (IN),5,20,0,25
2017,13028,Anderson (SC),21,7,0,28
2017,25,Angelo St.,26,6,0,32
2017,26,Anna Maria,6,19,0,25
2017,27,Appalachian St.,12,19,0,31
2017,966,Arcadia,8,17,0,25
2017,29,Arizona,14,16,0,30
2017,28,Arizona St.,20,13,0,33
2017,30105,Ark.-Fort Smith,17,13,0,30
2017,8411,Ark.-Monticello,11,16,0,27
2017,2678,Ark.-Pine Bluff,12,18,0,30
2017,31,Arkansas,13,17,0,30
2017,30,Arkansas St.,7,25,0,32
2017,947,Arkansas Tech,22,8,0,30
2017,33,Armstrong St.,10,18,0,28
2017,725,Army West Point,22,9,0,31
2017,35,Ashland,37,0,0,37
2017,36,Assumption,19,9,0,28
2017,37,Auburn,17,15,0,32
2017,38,Augsburg,15,11,0,26
2017,39,Augusta,13,13,0,26
2017,40,Augustana (IL),17,9,0,26
2017,41,Augustana (SD),23,8,0,31
2017,30093,AUM,6,21,0,27
2017,42,Aurora,6,19,0,25
2017,953,Austin,19,8,0,27
2017,43,Austin Peay,14,16,0,30
2017,44,Averett,18,9,0,27
2017,30146,Azusa Pacific,16,14,0,30
2017,45,Babson,24,6,0,30
2017,46,Baldwin Wallace,21,5,0,26
2017,47,Ball St.,21,11,0,32
2017,962,Bard,0,25,0,25
2017,49,Barry,5,22,0,27
2017,15646,Barton,18,12,0,30
2017,58,Baruch,12,12,0,24
2017,50,Bates,8,16,0,24
2017,26520,Bay Path,3,20,0,23
2017,51,Baylor,33,4,0,37
2017,26107,Becker,15,12,0,27
2017,30197,Belhaven,14,11,0,25
2017,52,Bellarmine,22,8,0,30
2017,14927,Belmont,27,6,0,33
2017,2683,Belmont Abbey,11,17,0,28
2017,53,Beloit,6,17,0,23
2017,54,Bemidji St.,7,20,0,27
2017,55,Benedict,22,8,0,30
2017,296,Benedictine (IL),19,7,0,26
2017,56,Bentley,26,6,0,32
2017,30171,Berea,3,3,0,6
2017,973,Berry,11,15,0,26
2017,59,Bethany (WV),12,14,0,26
2017,30038,Bethany Lutheran,13,14,0,27
