region,year,round_id,school_id,school_name,bracket,p
1,2018,1,164,"UConn","{1,1,1,1,1,1,1}",1.0
1,2018,1,600,"Saint Francis (PA)","{2,1,1,1,1,1,1}",1.0
1,2018,1,415,"Miami (FL)","{3,2,1,1,1,1,1}",1.0
1,2018,1,562,"Quinnipiac","{4,2,1,1,1,1,1}",1.0
1,2018,1,193,"Duke","{5,3,2,1,1,1,1}",1.0
1,2018,1,14927,"Belmont","{6,3,2,1,1,1,1}",1.0
1,2018,1,257,"Georgia","{7,4,2,1,1,1,1}",1.0
1,2018,1,406,"Mercer","{8,4,2,1,1,1,1}",1.0
1,2018,1,651,"South Fla.","{9,5,3,2,1,1,1}",1.0
1,2018,1,86,"Buffalo","{10,5,3,2,1,1,1}",1.0
1,2018,1,234,"Florida St.","{11,6,3,2,1,1,1}",1.0
1,2018,1,32,"Little Rock","{12,6,3,2,1,1,1}",1.0
1,2018,1,107,"California","{13,7,4,2,1,1,1}",1.0
1,2018,1,746,"Virginia","{14,7,4,2,1,1,1}",1.0
1,2018,1,648,"South Carolina","{15,8,4,2,1,1,1}",1.0
1,2018,1,488,"N.C. A&T","{16,8,4,2,1,1,1}",1.0
2,2018,1,513,"Notre Dame","{17,9,5,3,2,1,1}",1.0
2,2018,1,101,"CSUN","{18,9,5,3,2,1,1}",1.0
2,2018,1,649,"South Dakota St.","{19,10,5,3,2,1,1}",1.0
2,2018,1,739,"Villanova","{20,10,5,3,2,1,1}",1.0
2,2018,1,176,"DePaul","{21,11,6,3,2,1,1}",1.0
2,2018,1,522,"Oklahoma","{22,11,6,3,2,1,1}",1.0
2,2018,1,697,"Texas A&M","{23,12,6,3,2,1,1}",1.0
2,2018,1,189,"Drake","{24,12,6,3,2,1,1}",1.0
2,2018,1,365,"LSU","{25,13,7,4,2,1,1}",1.0
2,2018,1,129,"Central Mich.","{26,13,7,4,2,1,1}",1.0
2,2018,1,518,"Ohio St.","{27,14,7,4,2,1,1}",1.0
2,2018,1,249,"George Washington","{28,14,7,4,2,1,1}",1.0
2,2018,1,794,"Green Bay","{29,15,8,4,2,1,1}",1.0
2,2018,1,428,"Minnesota","{30,15,8,4,2,1,1}",1.0
2,2018,1,529,"Oregon","{31,16,8,4,2,1,1}",1.0
2,2018,1,1356,"Seattle U","{32,16,8,4,2,1,1}",1.0
3,2018,1,430,"Mississippi St.","{33,17,9,5,3,2,1}",1.0
3,2018,1,483,"Nicholls St.","{34,17,9,5,3,2,1}",1.0
3,2018,1,688,"Syracuse","{35,18,9,5,3,2,1}",1.0
3,2018,1,521,"Oklahoma St.","{36,18,9,5,3,2,1}",1.0
3,2018,1,392,"Maryland","{37,19,10,5,3,2,1}",1.0
3,2018,1,554,"Princeton","{38,19,10,5,3,2,1}",1.0
3,2018,1,490,"NC State","{39,20,10,5,3,2,1}",1.0
3,2018,1,1068,"Elon","{40,20,10,5,3,2,1}",1.0
3,2018,1,312,"Iowa","{41,21,11,6,3,2,1}",1.0
3,2018,1,169,"Creighton","{42,21,11,6,3,2,1}",1.0
3,2018,1,110,"UCLA","{43,22,11,6,3,2,1}",1.0
3,2018,1,23,"American","{44,22,11,6,3,2,1}",1.0
3,2018,1,28,"Arizona St.","{45,23,12,6,3,2,1}",1.0
3,2018,1,463,"Nebraska","{46,23,12,6,3,2,1}",1.0
3,2018,1,703,"Texas","{47,24,12,6,3,2,1}",1.0
3,2018,1,380,"Maine","{48,24,12,6,3,2,1}",1.0
4,2018,1,367,"Louisville","{49,25,13,7,4,2,1}",1.0
4,2018,1,66,"Boise St.","{50,25,13,7,4,2,1}",1.0
4,2018,1,387,"Marquette","{51,26,13,7,4,2,1}",1.0
4,2018,1,175,"Dayton","{52,26,13,7,4,2,1}",1.0
4,2018,1,434,"Missouri","{53,27,14,7,4,2,1}",1.0
4,2018,1,28755,"FGCU","{54,27,14,7,4,2,1}",1.0
4,2018,1,674,"Stanford","{55,28,14,7,4,2,1}",1.0
4,2018,1,260,"Gonzaga","{56,28,14,7,4,2,1}",1.0
4,2018,1,528,"Oregon St.","{57,29,15,8,4,2,1}",1.0
4,2018,1,772,"Western Ky.","{58,29,15,8,4,2,1}",1.0
4,2018,1,694,"Tennessee","{59,30,15,8,4,2,1}",1.0
4,2018,1,355,"Liberty","{60,30,15,8,4,2,1}",1.0
4,2018,1,418,"Michigan","{61,31,16,8,4,2,1}",1.0
4,2018,1,502,"Northern Colo.","{62,31,16,8,4,2,1}",1.0
4,2018,1,51,"Baylor","{63,32,16,8,4,2,1}",1.0
4,2018,1,261,"Grambling","{64,32,16,8,4,2,1}",1.0
